Recipient,Office,Contributions(Total),Cycle
"Boxer, Barbara (D-CA)",Senate,"$8,500",1998
"Kehoe, Christine (D-CA)",House,"$8,250",1998
"Filner, Bob (D-CA)",House,"$2,500",1998
"Hollings, Fritz (D-SC)",Senate,"$2,500",1998
"Bilbray, Brian P (R-CA)",House,"$2,250",1998
"Daschle, Tom (D-SD)",Senate,"$2,000",1998
"Wyden, Ron (D-OR)",Senate,"$2,000",1998
"Dodd, Chris (D-CT)",Senate,"$1,500",1998
"Hoffman, Randy D (R-CA)",House,"$1,500",1998
"Cunningham, Randy (Duke) (R-CA)",House,"$1,000",1998
"Dingell, John D (D-MI)",House,"$1,000",1998
"Feinstein, Dianne (D-CA)",Senate,"$1,000",1998
"Fong, Matt (R-CA)",Senate,"$1,000",1998
"McCain, John (R-AZ)",Senate,"$1,000",1998
"Tauzin, Billy (R-LA)",House,"$1,000",1998
"Brown, George E Jr (D-CA)",House,$750,1998
"Burns, Conrad (R-MT)",Senate,$500,1998
"Crane, Phil (R-IL)",House,$500,1998
"Issa, Darrell (R-CA)",Senate,$500,1998
"Lincoln, Blanche (D-AR)",Senate,$500,1998
"Matsui, Robert T (D-CA)",House,$500,1998
"Morella, Connie (R-MD)",House,$500,1998
"Rogan, James E (R-CA)",House,$500,1998
"Specter, Arlen (R-PA)",Senate,$500,1998
"Baldwin, Tammy (D-WI)",House,$250,1998
"Gore, Al (D)",Pres,"$23,750",2000
"Feinstein, Dianne (D-CA)",Senate,"$16,000",2000
"McCain, John (R-AZ)",Senate,"$14,590",2000
"Clinton, Hillary (D-NY)",Senate,"$8,500",2000
"Davis, Susan A (D-CA)",House,"$8,500",2000
"Burns, Conrad (R-MT)",Senate,"$7,000",2000
"Lieberman, Joe (D-CT)",Senate,"$7,000",2000
"Bilbray, Brian P (R-CA)",House,"$6,500",2000
"Barkacs, Craig Brian (D-CA)",House,"$4,000",2000
"Abraham, Spencer (R-MI)",Senate,"$3,500",2000
"Kerrey, Bob (D-NE)",Senate,"$3,250",2000
"Tauzin, Billy (R-LA)",House,"$3,250",2000
"Cunningham, Randy (Duke) (R-CA)",House,"$3,000",2000
"Morella, Connie (R-MD)",House,"$3,000",2000
"Northup, Anne M (R-KY)",House,"$3,000",2000
"Becerra, Xavier (D-CA)",House,"$2,500",2000
"Rogan, James E (R-CA)",House,"$2,500",2000
"Cunneen, James F (R-CA)",House,"$2,250",2000
"Berman, Howard L (D-CA)",House,"$2,000",2000
"Bingaman, Jeff (D-NM)",Senate,"$2,000",2000
"Boucher, Rick (D-VA)",House,"$2,000",2000
"Browne, Harry (L)",Pres,"$2,000",2000
"Bush, George W (R)",Pres,"$2,000",2000
"Dooley, Cal (D-CA)",House,"$2,000",2000
"Hollings, Fritz (D-SC)",Senate,"$2,000",2000
