Recipient,Office,Contributions(Total),Cycle
"Cardin, Ben (D-MD)",Senate,$250,2012
"Cruz, Ted (R-TX)",Senate,$250,2012
"Emken, Elizabeth (R-CA)",Senate,$250,2012
"Heck, Dennis (D-WA)",House,$250,2012
"McCaskill, Claire (D-MO)",Senate,$250,2012
"Swalwell, Eric (D-CA)",House,$250,2012
"Wall, Jamie (D-WI)",House,$250,2012
"Wolf, Frank (R-VA)",House,$250,2012
"Pelosi, Nancy (D-CA)",House,"$27,000",2014
"Booker, Cory (D-NJ)",Senate,"$23,050",2014
"McCarthy, Kevin (R-CA)",House,"$9,000",2014
"Khanna, Ro (D-CA)",House,"$8,950",2014
"Goodlatte, Bob (R-VA)",House,"$5,200",2014
"Klobuchar, Amy (D-MN)",Senate,"$5,200",2014
"Romanoff, Andrew (D-CO)",House,"$5,200",2014
"Portman, Rob (R-OH)",Senate,"$5,000",2014
"Udall, Mark (D-CO)",Senate,"$3,500",2014
"Warner, Mark (D-VA)",Senate,"$3,500",2014
"Margolies, Marjorie (D-PA)",House,"$2,850",2014
"Coats, Dan (R-IN)",Senate,"$2,600",2014
"Eldridge, Sean (D-NY)",House,"$2,600",2014
"Grassley, Chuck (R-IA)",Senate,"$2,600",2014
"Hatch, Orrin G (R-UT)",Senate,"$2,500",2014
"Connolly, Gerry (D-VA)",House,"$2,000",2014
"Schneider, Brad (D-IL)",House,"$1,050",2014
"Blumenthal, Richard (D-CT)",Senate,"$1,000",2014
"Chaffetz, Jason (R-UT)",House,"$1,000",2014
"Cornyn, John (R-TX)",Senate,"$1,000",2014
"Crapo, Mike (R-ID)",Senate,"$1,000",2014
"Eshoo, Anna (D-CA)",House,"$1,000",2014
"Lofgren, Zoe (D-CA)",House,"$1,000",2014
"McCaul, Michael (R-TX)",House,"$1,000",2014
"McConnell, Mitch (R-KY)",Senate,"$1,000",2014
"Tennant, Natalie (D-WV)",Senate,$750,2014
"Graham, Lindsey (R-SC)",Senate,$500,2014
"Begich, Mark (D-AK)",Senate,$250,2014
"Lankford, James (R-OK)",House,$250,2014
"Rounds, Mike (R-SD)",Senate,$250,2014
"Clinton, Hillary (D)",Pres,"$354,264",2016
"Khanna, Ro (D-CA)",House,"$27,250",2016
"Sanders, Bernie (D-VT)",Senate,"$26,861",2016
"Schumer, Charles E (D-NY)",Senate,"$21,550",2016
"Harris, Kamala D (D-CA)",Senate,"$16,418",2016
"Feinstein, Dianne (D-CA)",Senate,"$16,200",2016
"Young, Todd (R-IN)",House,"$9,100",2016
"McCarthy, Kevin (R-CA)",House,"$7,900",2016
"Bennet, Michael F (D-CO)",Senate,"$7,400",2016
"Ryan, Paul (R-WI)",House,"$5,400",2016
"Takano, Mark (D-CA)",House,"$5,200",2016
"Obama, Barack (D)",Pres,"$4,810",2016
"Blumenthal, Richard (D-CT)",Senate,"$4,000",2016
"Grassley, Chuck (R-IA)",Senate,"$3,000",2016
"Goodlatte, Bob (R-VA)",House,"$2,500",2016
"Isakson, Johnny (R-GA)",Senate,"$2,500",2016
"Johnson, Lon (D-MI)",House,"$2,500",2016
"Kaine, Tim (D-VA)",Senate,"$2,500",2016
"Leahy, Patrick (D-VT)",Senate,"$2,500",2016
"Lee, Mike (R-UT)",Senate,"$2,500",2016
"Lewis, John (D-GA)",House,"$2,500",2016
"McConnell, Mitch (R-KY)",Senate,"$2,500",2016
"Thune, John (R-SD)",Senate,"$2,500",2016
"Paul, Rand (R-KY)",Senate,"$2,301",2016
"Ashooh, Richard E (R-NH)",House,"$2,000",2016
"Pelosi, Nancy (D-CA)",House,"$2,000",2016
"Trump, Donald (R)",Pres,"$1,575",2016
"Lofgren, Zoe (D-CA)",House,"$1,500",2016
"Stein, Jill (3)",Pres,"$1,300",2016
"Cruz, Ted (R-TX)",Senate,"$1,291",2016
"Lessig, Lawrence (D)",Pres,"$1,091",2016
"Hassan, Maggie (D-NH)",Senate,"$1,088",2016
"Rubio, Marco (R-FL)",Senate,"$1,045",2016
"Brooks, Susan (R-IN)",House,"$1,000",2016
"Daines, Steven (R-MT)",Senate,"$1,000",2016
"Hurd, Will (R-TX)",House,"$1,000",2016
"Johnson, Gary (L)",Pres,$790,2016
"Campbell, Foster (D-LA)",Senate,$600,2016
"Feingold, Russ (D-WI)",Senate,$554,2016
"McGinty, Katie (D-PA)",Senate,$530,2016
"Ayotte, Kelly (R-NH)",Senate,$500,2016
"Burr, Richard (R-NC)",Senate,$500,2016
"Connolly, Gerry (D-VA)",House,$500,2016
"Graham, Lindsey (R-SC)",Senate,$500,2016
"Heck, Joe (R-NV)",House,$500,2016
"Kennedy, Joe III (D-MA)",House,$500,2016
"Menendez, Robert (D-NJ)",Senate,$500,2016
"Portman, Rob (R-OH)",Senate,$500,2016
"Scott, David (D-GA)",House,$500,2016
"Toomey, Pat (R-PA)",Senate,$500,2016
"Van Hollen, Chris (D-MD)",House,$500,2016
"Williams, Clyde (D-NY)",House,$500,2016
"Swalwell, Eric (D-CA)",House,$300,2016
"Strickland, Ted (D-OH)",Senate,$287,2016
"Clarke, Yvette D (D-NY)",House,$250,2016
"Dold, Bob (R-IL)",House,$250,2016
"Edwards, Donna (D-MD)",House,$250,2016
"Hoyer, Steny H (D-MD)",House,$250,2016
"Lynn, Eric (D-FL)",House,$250,2016
"Raskin, Jamie (D-MD)",House,$250,2016
"Sestak, Joe (D-PA)",Senate,$200,2016
"Juneau, Denise (D-MT)",House,$102,2016
"Grayson, Alan (D-FL)",House,$65,2016
"Masto, Catherine Cortez (D-NV)",Senate,$64,2016
"Barragan, Nanette (D-CA)",House,$15,2016
"Carroll, Morgan (D-CO)",House,$15,2016
"Nolan, Rick (D-MN)",House,$15,2016
"Nelson, Tom (D-WI)",House,$14,2016
"Clements, Paul (D-MI)",House,$3,2016
"Applegate, Douglas L (D-CA)",House,$2,2016
"Caforio, Bryan (D-CA)",House,$2,2016
"Coleman, Lynn (D-IN)",House,$2,2016
"Dittmar, Jane (D-VA)",House,$2,2016
"Eggman, Michael (D-CA)",House,$2,2016
"Hartman, Christina (D-PA)",House,$2,2016
"Huerta, Emilio (D-CA)",House,$2,2016
"Plumb, John (D-NY)",House,$2,2016
"Shea-Porter, Carol (D-NH)",House,$2,2016
"Shkreli, Suzanna (D-MI)",House,$2,2016
"Sidie, Jay (D-KS)",House,$2,2016
"Khanna, Ro (D-CA)",House,"$16,350",2018
"O'Rourke, Beto (D-TX)",House,"$15,553",2018
"Warren, Elizabeth (D-MA)",Senate,"$14,733",2018
"Pelosi, Nancy (D-CA)",House,"$14,200",2018
"Messer, Luke (R-IN)",House,"$8,100",2018
"Scholten, JD (D-IA)",House,"$7,319",2018
"Feinstein, Dianne (D-CA)",Senate,"$6,663",2018
"Golden, Jared (D-ME)",House,"$6,632",2018
"Morse, Jessica (D-CA)",House,"$6,454",2018
"Harder, Josh (D-CA)",House,"$6,407",2018
"Whitehouse, Sheldon (D-RI)",Senate,"$6,400",2018
"King, Jess (D-PA)",House,"$6,152",2018
"Jones, Doug (D-AL)",Senate,"$6,151",2018
"Bush, Diane Mitsch (D-CO)",House,"$6,135",2018
"McCormick, Karen (D-CO)",House,"$6,132",2018
"Donnelly, Joe (D-IN)",Senate,"$6,054",2018
"Kim, Andy (D-NJ)",House,"$5,550",2018
"Friedman, Alison (D-VA)",House,"$5,400",2018
"Harbaugh, Ken (D-OH)",House,"$5,400",2018
"Moser, Laura (D-TX)",House,"$5,400",2018
"Takano, Mark (D-CA)",House,"$5,400",2018
"Wexton, Jennifer (D-VA)",House,"$4,578",2018
"Rose, Max (D-NY)",House,"$4,420",2018
"Hurd, Will (R-TX)",House,"$4,250",2018
"Hegar, MJ (D-TX)",House,"$4,077",2018
"Sergent, Talley (D-WV)",House,"$4,002",2018
"Balter, Dana (D-NY)",House,"$3,933",2018
"Janz, Andrew (D-CA)",House,"$3,850",2018
"Axne, Cindy (D-IA)",House,"$3,733",2018
"Booker, Cory (D-NJ)",Senate,"$3,355",2018
"Heller, Dean (R-NV)",Senate,"$3,250",2018
"Schiller, Jill (D-OH)",House,"$3,217",2018
"Jammal, Sam (D-CA)",House,"$3,200",2018
"Edwards, Greg (D-PA)",House,"$3,144",2018
"Speier, Jackie (D-CA)",House,"$3,000",2018
"Gasper, Theresa (D-OH)",House,"$2,931",2018
"Galvin, Alyse (D-AK)",House,"$2,930",2018
"Horton, Kyle (D-NC)",House,"$2,930",2018
"Levin, Mike (D-CA)",House,"$2,923",2018
"Mitrano, Tracy (D-NY)",House,"$2,916",2018
"Palmer, Susan (D-OH)",House,"$2,914",2018
"Ghorbani, Shireen (D-UT)",House,"$2,913",2018
"Heitkamp, Heidi (D-ND)",Senate,"$2,902",2018
"Doyle, Marge (D-CA)",House,"$2,800",2018
"Hildebrandt, Madeline (D-NM)",House,"$2,750",2018
"Eastman, Kara (D-NE)",House,"$2,712",2018
"Bourdeaux, Carolyn (D-GA)",House,"$2,705",2018
"Radinovich, Joe (D-MN)",House,"$2,702",2018
"Scott, George (D-PA)",House,"$2,702",2018
"Chen, Jay (D-CA)",House,"$2,700",2018
"Holcombe, Jessica (D-CA)",House,"$2,700",2018
"Spencer, Paul (D-AR)",House,"$2,700",2018
"Zordani, Jennifer (D-IL)",House,"$2,700",2018
"Mucarsel-Powell, Debbie (D-FL)",House,"$2,683",2018
"Harris, Kamala D (D-CA)",Senate,"$2,641",2018
"Brooks, Susan (R-IN)",House,"$2,500",2018
"Collins, Doug (R-GA)",House,"$2,500",2018
"Cornyn, John (R-TX)",Senate,"$2,500",2018
"Eshoo, Anna (D-CA)",House,"$2,500",2018
"Hatch, Orrin G (R-UT)",Senate,"$2,500",2018
"Rodgers, Cathy McMorris (R-WA)",House,"$2,500",2018
"Thune, John (R-SD)",Senate,"$2,500",2018
"Young, Todd (R-IN)",Senate,"$2,500",2018
"Swalwell, Eric (D-CA)",House,"$2,455",2018
"Tester, Jon (D-MT)",Senate,"$2,450",2018
"Casten, Sean (D-IL)",House,"$2,426",2018
"Rosen, Jacky (D-NV)",House,"$2,377",2018
"McGrath, Amy (D-KY)",House,"$2,285",2018
"Lee, Barbara (D-CA)",House,"$2,030",2018
"Underwood, Lauren A (D-IL)",House,"$2,014",2018
"McLeod-Skinner, Jamie (D-OR)",House,"$2,002",2018
"Connolly, Gerry (D-VA)",House,"$2,000",2018
"Gonzalez, Anthony (R-OH)",House,"$2,000",2018
"Jayapal, Pramila (D-WA)",House,"$2,000",2018
"Lofgren, Zoe (D-CA)",House,"$2,000",2018
"Obama, Barack (D)",Pres,"$2,000",2018
"Pettersen, Brittany (D-CO)",House,"$2,000",2018
"Baldwin, Tammy (D-WI)",Senate,"$1,914",2018
"Davids, Sharice (D-KS)",House,"$1,829",2018
"Sinema, Kyrsten (D-AZ)",House,"$1,725",2018
"Hultgren, Randy (R-IL)",House,"$1,667",2018
"Walters, Mimi (R-CA)",House,"$1,667",2018
"Gillibrand, Kirsten (D-NY)",Senate,"$1,650",2018
"Lewis, John (D-GA)",House,"$1,551",2018
"Blumenthal, Richard (D-CT)",Senate,"$1,500",2018
"Bucshon, Larry (R-IN)",House,"$1,500",2018
"Clyburn, James E (D-SC)",House,"$1,500",2018
"Crowley, Joseph (D-NY)",House,"$1,500",2018
"Hirono, Mazie K (D-HI)",Senate,"$1,500",2018
"Koh, Dan (D-MA)",House,"$1,500",2018
"Rouda, Harley (D-CA)",House,"$1,500",2018
"Scalise, Steve (R-LA)",House,"$1,500",2018
"Jeffries, Hakeem (D-NY)",House,"$1,455",2018
"Richmond, Cedric (D-LA)",House,"$1,455",2018
"Mustafa, Sameena (D-IL)",House,"$1,450",2018
"Hill, Katie (D-CA)",House,"$1,400",2018
"Schiff, Adam (D-CA)",House,"$1,400",2018
"Heinz, Matt (D-AZ)",House,"$1,350",2018
"McCready, Dan (D-NC)",House,"$1,300",2018
"Nelson, Bill (D-FL)",Senate,"$1,274",2018
"Gifford, Rufus (D-MA)",House,"$1,250",2018
"Sherrill, Mikie (D-NJ)",House,"$1,200",2018
"Durbin, Dick (D-IL)",Senate,"$1,182",2018
"DiNicola, Ron (D-PA)",House,"$1,100",2018
"Williams, Kathleen (D-MT)",House,"$1,029",2018
"Casey, Bob (D-PA)",Senate,"$1,023",2018
"Brown, Lisa (D-WA)",House,"$1,002",2018
"Feehan, Daniel (D-MN)",House,"$1,002",2018
"Litton, Todd (D-TX)",House,"$1,002",2018
"Ojeda, Richard (D-WV)",House,"$1,002",2018
"Butterfield, G K (D-NC)",House,"$1,000",2018
"Cicilline, David (D-RI)",House,"$1,000",2018
"Curbelo, Carlos (R-FL)",House,"$1,000",2018
"Demings, Val (D-FL)",House,"$1,000",2018
"Forde, Brian (D-CA)",House,"$1,000",2018
"Gardner, Cory (R-CO)",Senate,"$1,000",2018
"Himes, Jim (D-CT)",House,"$1,000",2018
"Kaple, Bobby (D-GA)",House,"$1,000",2018
"Kelly, Robin (D-IL)",House,"$1,000",2018
"Lamb, Conor (D-PA)",House,"$1,000",2018
"Lieu, Ted (D-CA)",House,"$1,000",2018
"Nadler, Jerrold (D-NY)",House,"$1,000",2018
"Neal, Richard E (D-MA)",House,"$1,000",2018
"Peters, Gary (D-MI)",Senate,"$1,000",2018
"Sanchez, Linda (D-CA)",House,"$1,000",2018
"Spanberger, Abigail (D-VA)",House,"$1,000",2018
"Walorski, Jackie (R-IN)",House,"$1,000",2018
"Wertime, David (D-PA)",House,"$1,000",2018
"Ossoff, Jon (D-GA)",House,$998,2018
"Corbin-Johnson, Shavonnia (D-PA)",House,$944,2018
"Porter, Katie (D-CA)",House,$880,2018
"O'Connor, Danny (D-OH)",House,$865,2018
"Canon, Dan (D-IN)",House,$790,2018
"Bryce, Randy (D-WI)",House,$785,2018
"Heckroth, Thomas (D-IA)",House,$750,2018
"Weber, Linda (D-NJ)",House,$750,2018
"Denney, Audrey (D-CA)",House,$600,2018
"Thompson, James (D-KS)",House,$565,2018
"Murphy, Christopher S (D-CT)",Senate,$533,2018
"Patel, Suraj (D-NY)",House,$507,2018
"Brown, Anthony (D-MD)",House,$500,2018
"Campoverdi, Alejandra (D-CA)",House,$500,2018
"Cardin, Ben (D-MD)",Senate,$500,2018
"Comstock, Barbara (R-VA)",House,$500,2018
"Cummings, Elijah E (D-MD)",House,$500,2018
"Flores, Sol (D-IL)",House,$500,2018
"Hill, Owen (R-CO)",House,$500,2018
"Hoeber, Amie (R-MD)",House,$500,2018
"Horn, Kendra (D-OK)",House,$500,2018
"Hyde-Smith, Cindy (R-MS)",Senate,$500,2018
"Krishnamoorthi, Raja (D-IL)",House,$500,2018
"Mazeski, Kelly (D-IL)",House,$500,2018
"Newman, Marie (D-IL)",House,$500,2018
"Reyes, Carlos (R-FL)",House,$500,2018
"Stover, Lindsey Davis (D-VA)",House,$500,2018
"Strange, Luther (R-AL)",Senate,$500,2018
"Welle, Josh (D-NJ)",House,$500,2018
"Barragan, Nanette (D-CA)",House,$455,2018
"DelBene, Suzan (D-WA)",House,$455,2018
"Gallego, Ruben (D-AZ)",House,$455,2018
"Murphy, Stephanie (D-FL)",House,$455,2018
"McEachern, Deaglan (D-NH)",House,$400,2018
"Rittereiser, Jason (D-WA)",House,$390,2018
"McCaskill, Claire (D-MO)",Senate,$379,2018
"Baer, Lauren (D-FL)",House,$370,2018
"Nunes, Devin (R-CA)",House,$352,2018
"Cox, TJ (D-CA)",House,$350,2018
"Espy, Mike (D-MS)",Senate,$350,2018
"Applegate, Douglas L (D-CA)",House,$300,2018
"Ding, Eric (D-PA)",House,$300,2018
"Sarbanes, John (D-MD)",House,$300,2018
"Smith, Tina (D-MN)",Senate,$273,2018
"Sanders, Bernie (I-VT)",Senate,$267,2018
"Blackburn, Marsha (R-TN)",House,$250,2018
"Cisneros, Gil (D-CA)",House,$250,2018
"Hawley, Josh (R-MO)",Senate,$250,2018
"Mann, Christine (D-TX)",House,$250,2018
"McSally, Martha (R-AZ)",House,$250,2018
"Melson, Boyd (D-NY)",House,$250,2018
"Miller, Aruna (D-MD)",House,$250,2018
"Scott, Rick (R-FL)",Senate,$250,2018
"Slotkin, Elissa (D-MI)",House,$250,2018
"Sullivan, Maura (D-NH)",House,$250,2018
"Yang, Andrew (D)",Pres,$250,2018
"Hartson, Alison (D-CA)",Senate,$224,2018
"O'Halleran, Tom (D-AZ)",House,$200,2018
"Triantaphyllis, Alex (D-TX)",House,$200,2018
"Allred, Colin (D-TX)",House,$153,2018
"Crow, Jason (D-CO)",House,$153,2018
"Fletcher, Lizzie (D-TX)",House,$153,2018
"Wild, Susan (D-PA)",House,$153,2018
"Franken, Al (D-MN)",Senate,$150,2018
"McBath, Lucy (D-GA)",House,$144,2018
"Huffstetler, Roger Dean (D-VA)",House,$125,2018
"Oliver, Julie (D-TX)",House,$102,2018
"Collier, Erin (D-NY)",House,$100,2018
"Craig, Angie (D-MN)",House,$100,2018
"Gershon, Perry (D-NY)",House,$100,2018
"Joffrion, Peter (D-AL)",House,$100,2018
"LaPolice, Alan (D-KS)",House,$100,2018
"Liegeois, Beau (D-WI)",House,$100,2018
"Min, David (D-CA)",House,$100,2018
"Ocasio-Cortez, Alexandria (D-NY)",House,$100,2018
Paula Jean Swearengin (D-WV),Senate,$100,2018
"Trump, Donald (R)",Pres,$75,2018
"Wyden, Ron (D-OR)",Senate,$75,2018
"Schrier, Kim (D-WA)",House,$72,2018
"Jones, Gina (D-TX)",House,$51,2018
"Bateson, Regina (D-CA)",House,$50,2018
"Finkenauer, Abby (D-IA)",House,$50,2018
"Small, Xochitl Torres (D-NM)",House,$49,2018
"Kaine, Tim (D-VA)",Senate,$35,2018
"Barzee Flores, Mary (D-FL)",House,$31,2018
"Bredesen, Philip (D-TN)",Senate,$31,2018
"Brown, Sherrod (D-OH)",Senate,$31,2018
"Long, Carolyn (D-WA)",House,$31,2018
"McMurray, Nate (D-NY)",House,$29,2018
"Rader, Betsy (D-OH)",House,$29,2018
"Coleman, Linda (D-NC)",House,$25,2018
"Davis, Paul (D-KS)",House,$25,2018
"Driskell, Gretchen (D-MI)",House,$25,2018
"Manchin, Joe (D-WV)",Senate,$25,2018
"Ryan, Paul (R-WI)",House,$25,2018
"Swanson, Victor (D-IL)",House,$25,2018
"Stabenow, Debbie (D-MI)",Senate,$23,2018
"Wadkins, Randy (D-MS)",House,$23,2018
"Campa-Najjar, Ammar (D-CA)",House,$22,2018
"Londrigan, Betsy Dirksen (D-IL)",House,$22,2018
"Carlson, Kristen (D-FL)",House,$20,2018
"Ellison, Keith (D-MN)",House,$20,2018
"Hoyos, Renee (D-TN)",House,$20,2018
"Masto, Catherine Cortez (D-NV)",Senate,$16,2018
"Hayes, Jahana (D-CT)",House,$15,2018
"Merkley, Jeff (D-OR)",Senate,$15,2018
"Pressley, Ayanna (D-MA)",House,$13,2018
"Hassan, Maggie (D-NH)",Senate,$8,2018
"Schumer, Charles E (D-NY)",Senate,$3,2018
"Anderson, Jeramey (D-MS)",House,$2,2018
"Brown, Christine (D-WA)",House,$2,2018
"Cobb, Tedra (D-NY)",House,$2,2018
"Cockburn, Leslie (D-VA)",House,$2,2018
"Colvin, Jesse (D-MD)",House,$2,2018
"Dady, Sara (D-IL)",House,$2,2018
"Delgado, Antonio (D-NY)",House,$2,2018
"Hagan, Mallory (D-AL)",House,$2,2018
"Kanew, Justin (D-TN)",House,$2,2018
"Kopser, Joseph (D-TX)",House,$2,2018
"McAdams, Ben (D-UT)",House,$2,2018
"Palzewicz, Tom (D-WI)",House,$2,2018
"Phillips, Mariah (D-TN)",House,$2,2018
"Siegel, Mike (D-TX)",House,$2,2018
"Stanton, Greg (D-AZ)",House,$2,2018
"Vanostran, Cort (D-MO)",House,$2,2018
"Watson, Liz (D-IN)",House,$2,2018
