Recipient,Office,Contributions(Total),Cycle
"Smith, Lamar (R-TX)",House,"$1,500",2004
"Allen, George (R-VA)",Senate,"$1,000",2004
"Bass, Charles (R-NH)",House,"$1,000",2004
"Burr, Richard (R-NC)",House,"$1,000",2004
"Cantor, Eric (R-VA)",House,"$1,000",2004
"Carter, John (R-TX)",House,"$1,000",2004
"Conyers, John Jr (D-MI)",House,"$1,000",2004
"Cornyn, John (R-TX)",Senate,"$1,000",2004
"Costa, Jim (D-CA)",House,"$1,000",2004
"Davis, Jim (D-FL)",House,"$1,000",2004
"Edwards, John (D-NC)",Senate,"$1,000",2004
"Ensign, John (R-NV)",Senate,"$1,000",2004
"Feinstein, Dianne (D-CA)",Senate,"$1,000",2004
"Gephardt, Richard A (D-MO)",House,"$1,000",2004
"Goodlatte, Bob (R-VA)",House,"$1,000",2004
"Jackson, Jesse Jr (D-IL)",House,"$1,000",2004
"Keller, Ric (R-FL)",House,"$1,000",2004
"Kind, Ron (D-WI)",House,"$1,000",2004
"Lincoln, Blanche (D-AR)",Senate,"$1,000",2004
"Manzullo, Don (R-IL)",House,"$1,000",2004
"Markey, Ed (D-MA)",House,"$1,000",2004
"McCain, John (R-AZ)",Senate,"$1,000",2004
"Myrick, Sue (R-NC)",House,"$1,000",2004
"Nelson, Bill (D-FL)",Senate,"$1,000",2004
"Pitts, Joe (R-PA)",House,"$1,000",2004
"Quigley, Lisa (D-CA)",House,"$1,000",2004
"Reynolds, Tom (R-NY)",House,"$1,000",2004
"Rogers, Mike (R-MI)",House,"$1,000",2004
"Schiff, Adam (D-CA)",House,"$1,000",2004
"Sensenbrenner, F James Jr (R-WI)",House,"$1,000",2004
"Smith, Adam (D-WA)",House,"$1,000",2004
"Snowe, Olympia (R-ME)",Senate,"$1,000",2004
"Stearns, Cliff (R-FL)",House,"$1,000",2004
"Stupak, Bart (D-MI)",House,"$1,000",2004
"Terry, Lee (R-NE)",House,"$1,000",2004
"Upton, Fred (R-MI)",House,"$1,000",2004
"Wexler, Robert (D-FL)",House,"$1,000",2004
"Ashburn, Roy (R-CA)",House,$875,2004
"Davis, Geoff (R-KY)",House,$875,2004
"Dent, Charlie (R-PA)",House,$875,2004
"Diedrich, Larry William (R-SD)",House,$875,2004
"Fitzpatrick, Michael G (R-PA)",House,$875,2004
"Fortenberry, Jeff (R-NE)",House,$875,2004
"Gerlach, Jim (R-PA)",House,$875,2004
"Gohmert, Louis B Jr (R-TX)",House,$875,2004
"Kobach, Kris (R-KS)",House,$875,2004
"Naples, Nancy A (R-NY)",House,$875,2004
"Poe, Ted (R-TX)",House,$875,2004
"Porter, Jon (R-NV)",House,$875,2004
"Reichert, Dave (R-WA)",House,$875,2004
"Renzi, Rick (R-AZ)",House,$875,2004
"Swallow, John (R-UT)",House,$875,2004
"Walcher, Greg (R-CO)",House,$875,2004
"Wohlgemuth, Arlene (R-TX)",House,$875,2004
"Barrow, John (D-GA)",House,$750,2004
"Alben, Alex (D-WA)",House,$500,2004
"Badnarik, Michael (L)",Pres,$500,2004
"Cantwell, Maria (D-WA)",Senate,$500,2004
"Jennings, Christine (D-FL)",House,$500,2004
"Kennedy, Patrick J (D-RI)",House,$500,2004
"Cobb, David Keith (3)",Pres,$300,2004
"Castor, Betty (D-FL)",Senate,$250,2004
"Clark, Wesley (D)",Pres,$250,2004
"Farmer, Nancy (D-MO)",Senate,$250,2004
"Keever, Patsy (D-NC)",House,$250,2004
"Stork, James R (D-FL)",House,$250,2004
"Feinstein, Dianne (D-CA)",Senate,"$9,200",2006
"Allen, George (R-VA)",Senate,"$6,000",2006
"Burns, Conrad (R-MT)",Senate,"$6,000",2006
"Boucher, Rick (D-VA)",House,"$5,000",2006
"Hastert, Dennis (R-IL)",House,"$4,500",2006
"Klobuchar, Amy (D-MN)",Senate,"$4,200",2006
"Pickering, Charles (Chip) Jr (R-MS)",House,"$4,000",2006
"Ensign, John (R-NV)",Senate,"$3,500",2006
"McCaskill, Claire (D-MO)",Senate,"$3,100",2006
"Cannon, Chris (R-UT)",House,"$3,000",2006
"Eshoo, Anna (D-CA)",House,"$3,000",2006
"Markey, Ed (D-MA)",House,"$3,000",2006
"Pryor, Mark (D-AR)",Senate,"$3,000",2006
"Smith, Adam (D-WA)",House,"$3,000",2006
"Snowe, Olympia (R-ME)",Senate,"$3,000",2006
"Dingell, John D (D-MI)",House,"$2,500",2006
"Pitts, Joe (R-PA)",House,"$2,250",2006
"Nelson, Bill (D-FL)",Senate,"$2,200",2006
"Bayh, Evan (D-IN)",Senate,"$2,100",2006
"Vilsack, Thomas J (D)",Pres,"$2,100",2006
"Barton, Joe (R-TX)",House,"$2,000",2006
"Bass, Charles (R-NH)",House,"$2,000",2006
"Casey, Bob (D-PA)",Senate,"$2,000",2006
"Conrad, Kent (D-ND)",Senate,"$2,000",2006
"DeWine, Mike (R-OH)",Senate,"$2,000",2006
"Kyl, Jon (R-AZ)",Senate,"$2,000",2006
"Menendez, Robert (D-NJ)",Senate,"$2,000",2006
"Myrick, Sue (R-NC)",House,"$2,000",2006
"Shimkus, John M (R-IL)",House,"$2,000",2006
"Sununu, John E (R-NH)",Senate,"$2,000",2006
"Lieberman, Joe (I-CT)",Senate,"$1,800",2006
"Barrow, John (D-GA)",House,"$1,388",2006
"Dorgan, Byron L (D-ND)",Senate,"$1,250",2006
"Murphy, Patrick J (D-PA)",House,"$1,200",2006
"Ackerman, Gary (D-NY)",House,"$1,000",2006
"Baucus, Max (D-MT)",Senate,"$1,000",2006
"Berman, Howard L (D-CA)",House,"$1,000",2006
"Blackburn, Marsha (R-TN)",House,"$1,000",2006
"Blunt, Roy (R-MO)",House,"$1,000",2006
"Boehner, John (R-OH)",House,"$1,000",2006
"Brownback, Sam (R-KS)",Senate,"$1,000",2006
"Cantor, Eric (R-VA)",House,"$1,000",2006
"Chabot, Steve (R-OH)",House,"$1,000",2006
"Coleman, Norm (R-MN)",Senate,"$1,000",2006
"Crowley, Joseph (D-NY)",House,"$1,000",2006
"Davis, Artur (D-AL)",House,"$1,000",2006
"Davis, Tom (R-VA)",House,"$1,000",2006
"Dreier, David (R-CA)",House,"$1,000",2006
"Emanuel, Rahm (D-IL)",House,"$1,000",2006
"Fossella, Vito (R-NY)",House,"$1,000",2006
"Inslee, Jay R (D-WA)",House,"$1,000",2006
"Issa, Darrell (R-CA)",House,"$1,000",2006
"Kind, Ron (D-WI)",House,"$1,000",2006
"Lautenberg, Frank (D-NJ)",Senate,"$1,000",2006
"Leahy, Patrick (D-VT)",Senate,"$1,000",2006
"Lincoln, Blanche (D-AR)",Senate,"$1,000",2006
"Lofgren, Zoe (D-CA)",House,"$1,000",2006
"Lungren, Dan (R-CA)",House,"$1,000",2006
"McConnell, Mitch (R-KY)",Senate,"$1,000",2006
"Nelson, Ben (D-NE)",Senate,"$1,000",2006
"Pence, Mike (R-IN)",House,"$1,000",2006
"Ross, Mike (D-AR)",House,"$1,000",2006
"Roth, David (D-CA)",House,"$1,000",2006
"Santorum, Rick (R-PA)",Senate,"$1,000",2006
"Schiff, Adam (D-CA)",House,"$1,000",2006
"Sensenbrenner, F James Jr (R-WI)",House,"$1,000",2006
"Shadegg, John (R-AZ)",House,"$1,000",2006
"Stearns, Cliff (R-FL)",House,"$1,000",2006
"Stevens, Ted (R-AK)",Senate,"$1,000",2006
"Sullivan, John (R-OK)",House,"$1,000",2006
"Terry, Lee (R-NE)",House,"$1,000",2006
"Van Hollen, Chris (D-MD)",House,"$1,000",2006
"Walden, Greg (R-OR)",House,"$1,000",2006
"Waxman, Henry (D-CA)",House,"$1,000",2006
"Wexler, Robert (D-FL)",House,"$1,000",2006
"Whitehouse, Sheldon (D-RI)",Senate,"$1,000",2006
"Wilson, Heather A (R-NM)",House,"$1,000",2006
"Brown, Matthew A (D-RI)",Senate,$750,2006
"Jennings, Christine (D-FL)",House,$750,2006
"McNerney, Jerry (D-CA)",House,$700,2006
"Ford, Harold E Jr (D-TN)",House,$600,2006
"Badnarik, Michael (L-TX)",House,$500,2006
"Rodgers, Cathy McMorris (R-WA)",House,$500,2006
"Schultz, Debbie Wasserman (D-FL)",House,$500,2006
"Wall, Jamie (D-WI)",House,$500,2006
"Sestak, Joe (D-PA)",House,$450,2006
"Webb, Jim (D-VA)",Senate,$300,2006
"Filson, Steve N (D-CA)",House,$250,2006
"Kilroy, Mary Jo (D-OH)",House,$250,2006
"Lampson, Nick (D-TX)",House,$250,2006
"Sanders, Bernie (I-VT)",House,$250,2006
"Trauner, Gary (D-WY)",House,$250,2006
"Duckworth, Tammy (D-IL)",House,$200,2006
"Obama, Barack (D-IL)",Senate,"$198,828",2008
"Clinton, Hillary (D-NY)",Senate,"$19,475",2008
"Marlow, James (D-GA)",House,"$18,250",2008
"Pelosi, Nancy (D-CA)",House,"$9,200",2008
"Edwards, John (D)",Pres,"$6,350",2008
"Paul, Ron (R-TX)",House,"$5,911",2008
"Larsen, Rick (D-WA)",House,"$4,600",2008
"McCain, John (R-AZ)",Senate,"$4,050",2008
"Dingell, John D (D-MI)",House,"$4,000",2008
"Dorgan, Byron L (D-ND)",Senate,"$4,000",2008
"Lofgren, Zoe (D-CA)",House,"$4,000",2008
"Martin, James Francis (D-GA)",Senate,"$3,975",2008
"Boucher, Rick (D-VA)",House,"$3,500",2008
"Eshoo, Anna (D-CA)",House,"$3,500",2008
"Cannon, Chris (R-UT)",House,"$3,000",2008
"Conyers, John Jr (D-MI)",House,"$3,000",2008
"Markey, Ed (D-MA)",House,"$3,000",2008
"Pitts, Joe (R-PA)",House,"$3,000",2008
"Rockefeller, Jay (D-WV)",Senate,"$3,000",2008
"Smith, Gordon H (R-OR)",Senate,"$3,000",2008
"Dodd, Chris (D-CT)",Senate,"$2,750",2008
"Berman, Howard L (D-CA)",House,"$2,500",2008
"Pryor, Mark (D-AR)",Senate,"$2,500",2008
"Wexler, Robert (D-FL)",House,"$2,500",2008
"Vilsack, Thomas J (D)",Pres,"$2,300",2008
"Footlik, Jay K (D-IL)",House,"$2,250",2008
"Hatch, Orrin G (R-UT)",Senate,"$2,000",2008
"Leahy, Patrick (D-VT)",Senate,"$2,000",2008
"McCaskill, Claire (D-MO)",Senate,"$2,000",2008
"Olivo, James Brockman (R-MO)",House,"$2,000",2008
"Ros-Lehtinen, Ileana (R-FL)",House,"$2,000",2008
"Sherman, Brad (D-CA)",House,"$2,000",2008
"Smith, Adam (D-WA)",House,"$2,000",2008
"Specter, Arlen (R-PA)",Senate,"$2,000",2008
"Tauscher, Ellen (D-CA)",House,"$2,000",2008
"Whitfield, Ed (R-KY)",House,"$2,000",2008
"Wu, David (D-OR)",House,"$2,000",2008
"Berkowitz, Ethan A (D-AK)",House,"$1,500",2008
"Myrick, Sue (R-NC)",House,"$1,500",2008
"Schultz, Debbie Wasserman (D-FL)",House,"$1,500",2008
"Pickering, Charles (Chip) Jr (R-MS)",House,"$1,250",2008
"Cantor, Eric (R-VA)",House,"$1,000",2008
"Chabot, Steve (R-OH)",House,"$1,000",2008
"Coleman, Norm (R-MN)",Senate,"$1,000",2008
"Crowley, Joseph (D-NY)",House,"$1,000",2008
"Davis, Artur (D-AL)",House,"$1,000",2008
"Dreier, David (R-CA)",House,"$1,000",2008
"Durbin, Dick (D-IL)",Senate,"$1,000",2008
"Emanuel, Rahm (D-IL)",House,"$1,000",2008
"Filner, Bob (D-CA)",House,"$1,000",2008
"Flake, Jeff (R-AZ)",House,"$1,000",2008
"Hagan, Kay R (D-NC)",Senate,"$1,000",2008
"Hastert, Dennis (R-IL)",House,"$1,000",2008
"Inslee, Jay R (D-WA)",House,"$1,000",2008
"Issa, Darrell (R-CA)",House,"$1,000",2008
"Klobuchar, Amy (D-MN)",Senate,"$1,000",2008
"Lincoln, Blanche (D-AR)",Senate,"$1,000",2008
"Manzullo, Don (R-IL)",House,"$1,000",2008
"McConnell, Mitch (R-KY)",Senate,"$1,000",2008
"Nader, Ralph (I)",Pres,"$1,000",2008
"Nadler, Jerrold (D-NY)",House,"$1,000",2008
"Reid, Harry (D-NV)",Senate,"$1,000",2008
"Ross, Mike (D-AR)",House,"$1,000",2008
"Shadegg, John (R-AZ)",House,"$1,000",2008
"Steiner, R James (R-NH)",House,"$1,000",2008
"Sununu, John E (R-NH)",Senate,"$1,000",2008
"Velazquez, Nydia M (D-NY)",House,"$1,000",2008
"Whitehouse, Sheldon (D-RI)",Senate,"$1,000",2008
"Sanchez, Linda (D-CA)",House,$750,2008
"Franken, Al (D-MN)",Senate,$700,2008
"Clay, William L Jr (D-MO)",House,$500,2008
"Madia, Ashwin (D-MN)",House,$500,2008
"Perriello, Tom (D-VA)",House,$500,2008
"Rodgers, Cathy McMorris (R-WA)",House,$500,2008
"Romney, Mitt (R)",Pres,$500,2008
"Sestak, Joe (D-PA)",House,$500,2008
"Wolf, Frank (R-VA)",House,$500,2008
"Huckabee, Mike (R)",Pres,$300,2008
"Keyes, Alan (R)",Pres,$300,2008
"Barr, Bob (L)",Pres,$250,2008
"Foster, Bill (D-IL)",House,$250,2008
"Garcia, Joe (D-FL)",House,$250,2008
"Merkley, Jeff (D-OR)",Senate,$250,2008
"Rice, Andrew (D-OK)",Senate,$250,2008
"Richardson, Bill (D)",Pres,$250,2008
"Roggio, Robert (D-PA)",House,$250,2008
"Speier, Jackie (D-CA)",House,$250,2008
"Wager, Richard C (R-NY)",House,$250,2008
"Brown, Charles D (D-CA)",House,$100,2008
"Meeks, Gregory W (D-NY)",House,"$-1,000",2008
"Portman, Rob (R-OH)",Senate,"$10,950",2010
"Boxer, Barbara (D-CA)",Senate,"$8,250",2010
"Reid, Harry (D-NV)",Senate,"$7,300",2010
"Goodlatte, Bob (R-VA)",House,"$6,000",2010
"Gillibrand, Kirsten (D-NY)",Senate,"$5,100",2010
"Boucher, Rick (D-VA)",House,"$5,000",2010
"Berman, Howard L (D-CA)",House,"$4,800",2010
"Goyle, Raj (D-KS)",House,"$4,800",2010
"Eshoo, Anna (D-CA)",House,"$4,000",2010
"Lofgren, Zoe (D-CA)",House,"$4,000",2010
"McNerney, Jerry (D-CA)",House,"$3,000",2010
"Murphy, Christopher S (D-CT)",House,"$3,000",2010
"Scott, Bobby (D-VA)",House,"$3,000",2010
"Altschuler, Randy (R-NY)",House,"$2,400",2010
"Wolf, Frank (R-VA)",House,"$2,400",2010
"Schumer, Charles E (D-NY)",Senate,"$2,250",2010
"Shimkus, John M (R-IL)",House,"$2,250",2010
"Dingell, John D (D-MI)",House,"$2,000",2010
"Dorgan, Byron L (D-ND)",Senate,"$2,000",2010
"Fiorina, Carly (R-CA)",Senate,"$2,000",2010
"Murphy, Patrick J (D-PA)",House,"$2,000",2010
"Pryor, Mark (D-AR)",Senate,"$2,000",2010
"Rubio, Marco (R-FL)",Senate,"$2,000",2010
"Snowe, Olympia (R-ME)",Senate,"$2,000",2010
"Terry, Lee (R-NE)",House,"$2,000",2010
"Thune, John (R-SD)",Senate,"$2,000",2010
"Wu, David (D-OR)",House,"$2,000",2010
"Speier, Jackie (D-CA)",House,"$1,600",2010
"Scalise, Steve (R-LA)",House,"$1,500",2010
"Walden, Greg (R-OR)",House,"$1,500",2010
"Clark, Tarryl (D-MN)",House,"$1,400",2010
"Bass, Karen (D-CA)",House,"$1,000",2010
"Blackburn, Marsha (R-TN)",House,"$1,000",2010
"Brown, Scott (R-MA)",Senate,"$1,000",2010
"Carnahan, Robin (D-MO)",Senate,"$1,000",2010
"Chabot, Steve (R-OH)",House,"$1,000",2010
"Conyers, John Jr (D-MI)",House,"$1,000",2010
"DeMint, Jim (R-SC)",Senate,"$1,000",2010
"Franks, Trent (R-AZ)",House,"$1,000",2010
"Inslee, Jay R (D-WA)",House,"$1,000",2010
"Issa, Darrell (R-CA)",House,"$1,000",2010
"Larsen, Rick (D-WA)",House,"$1,000",2010
"Latta, Robert E (R-OH)",House,"$1,000",2010
"Lincoln, Blanche (D-AR)",Senate,"$1,000",2010
"Lungren, Dan (R-CA)",House,"$1,000",2010
"Maffei, Dan (D-NY)",House,"$1,000",2010
"Markey, Ed (D-MA)",House,"$1,000",2010
"Matsui, Doris O (D-CA)",House,"$1,000",2010
"Pitts, Joe (R-PA)",House,"$1,000",2010
"Rodgers, Cathy McMorris (R-WA)",House,"$1,000",2010
"Shadegg, John (R-AZ)",House,"$1,000",2010
"Stearns, Cliff (R-FL)",House,"$1,000",2010
"Sutton, Betty Sue (D-OH)",House,"$1,000",2010
"Upton, Fred (R-MI)",House,"$1,000",2010
"Whitehouse, Sheldon (D-RI)",Senate,"$1,000",2010
"Whitfield, Ed (R-KY)",House,"$1,000",2010
"Khazei, Alan (D-MA)",Senate,$750,2010
"Shelby, Richard C (R-AL)",Senate,$750,2010
"Clinton, Hillary (D-NY)",Senate,$500,2010
"Deutch, Ted (D-FL)",House,$500,2010
"Space, Zack (D-OH)",House,$500,2010
"Toomey, Pat (R-PA)",Senate,$500,2010
"Ayotte, Kelly (R-NH)",Senate,$250,2010
"Boling, David (D-AR)",House,$250,2010
"Chu, Judy (D-CA)",House,$250,2010
"Hastert, Ethan (R-IL)",House,$250,2010
"Hoeven, John (R-ND)",Senate,$250,2010
"Kirk, Mark (R-IL)",House,$250,2010
"Rivera, David (R-FL)",House,$250,2010
"Sestak, Joe (D-PA)",House,$250,2010
"Coakley, Martha (D-MA)",Senate,$200,2010
"Obama, Barack (D)",Pres,$-2,2010
"Obama, Barack (D)",Pres,"$79,468",2012
"Romney, Mitt (R)",Pres,"$13,750",2012
"Ryan, Paul (R-WI)",House,"$6,500",2012
"Berman, Howard L (D-CA)",House,"$6,000",2012
"Carvin, Joseph (R-NY)",House,"$5,000",2012
"Eshoo, Anna (D-CA)",House,"$5,000",2012
"Hatch, Orrin G (R-UT)",Senate,"$4,500",2012
"Feinstein, Dianne (D-CA)",Senate,"$3,500",2012
"McCaskill, Claire (D-MO)",Senate,"$3,500",2012
"Goodlatte, Bob (R-VA)",House,"$3,000",2012
"Walden, Greg (R-OR)",House,"$3,000",2012
"Paul, Ron (R-TX)",House,"$2,603",2012
"Lawson, Stacey (D-CA)",House,"$2,550",2012
"Gillibrand, Kirsten (D-NY)",Senate,"$2,500",2012
"Bass, Charles (R-NH)",House,"$2,000",2012
"Issa, Darrell (R-CA)",House,"$2,000",2012
"Kerry, John (D-MA)",Senate,"$2,000",2012
"Larsen, Rick (D-WA)",House,"$2,000",2012
"Lofgren, Zoe (D-CA)",House,"$2,000",2012
"Matsui, Doris O (D-CA)",House,"$2,000",2012
"Pryor, Mark (D-AR)",Senate,"$2,000",2012
"Wyden, Ron (D-OR)",Senate,"$2,000",2012
"Altschuler, Randy (R-NY)",House,"$1,500",2012
"Hasner, Adam (R-FL)",House,"$1,250",2012
"Blackburn, Marsha (R-TN)",House,"$1,000",2012
"Blunt, Roy (R-MO)",Senate,"$1,000",2012
"Bono Mack, Mary (R-CA)",House,"$1,000",2012
"Brown, Scott (R-MA)",Senate,"$1,000",2012
"Butterfield, G K (D-NC)",House,"$1,000",2012
"Capps, Lois (D-CA)",House,"$1,000",2012
"Carmona, Richard (D-AZ)",Senate,"$1,000",2012
"Griffin, Tim (R-AR)",House,"$1,000",2012
"Heller, Dean (R-NV)",Senate,"$1,000",2012
"Hoyer, Steny H (D-MD)",House,"$1,000",2012
"Jordan, Jim (R-OH)",House,"$1,000",2012
"Kinzinger, Adam (R-IL)",House,"$1,000",2012
"Klobuchar, Amy (D-MN)",Senate,"$1,000",2012
"Matheson, Jim (D-UT)",House,"$1,000",2012
"McConnell, Mitch (R-KY)",Senate,"$1,000",2012
"Moran, Jerry (R-KS)",Senate,"$1,000",2012
"Olson, Pete (R-TX)",House,"$1,000",2012
"Sanchez, Linda (D-CA)",House,"$1,000",2012
"Schultz, Debbie Wasserman (D-FL)",House,"$1,000",2012
"Toomey, Pat (R-PA)",Senate,"$1,000",2012
"Upton, Fred (R-MI)",House,"$1,000",2012
"Watt, Melvin L (D-NC)",House,"$1,000",2012
"Whitfield, Ed (R-KY)",House,"$1,000",2012
"Wicker, Roger (R-MS)",Senate,"$1,000",2012
"Warren, Elizabeth (D-MA)",Senate,$950,2012
"Baldwin, Tammy (D-WI)",House,$750,2012
"Berkley, Shelley (D-NV)",House,$750,2012
"Delaney, John K (D-MD)",House,$500,2012
"Kind, Ron (D-WI)",House,$500,2012
"Maffei, Dan (D-NY)",House,$500,2012
"Kaine, Tim (D-VA)",Senate,$450,2012
"Cherny, Andrei (D-AZ)",House,$300,2012
"Brown, Sherrod (D-OH)",Senate,$250,2012
"Brownley, Julia (D-CA)",House,$250,2012
"Casey, Bob (D-PA)",Senate,$250,2012
"Heck, Dennis (D-WA)",House,$250,2012
"Kennedy, Joe III (D-MA)",House,$250,2012
"Khanna, Ro (D-CA)",House,$250,2012
"Ruiz, Raul (D-CA)",House,$250,2012
"Hobbs, Steve (D-WA)",House,$200,2012
"Space, Zack (D-OH)",House,$-500,2012
"Booker, Cory (D-NJ)",Senate,"$18,000",2014
"Lofgren, Zoe (D-CA)",House,"$13,450",2014
"Khanna, Ro (D-CA)",House,"$9,200",2014
"Eshoo, Anna (D-CA)",House,"$4,000",2014
"Pompeo, Mike (R-KS)",House,"$3,000",2014
"Walden, Greg (R-OR)",House,"$3,000",2014
"Sullivan, Dan (R-AK)",Senate,"$2,600",2014
"Terry, Lee (R-NE)",House,"$2,500",2014
"Honda, Mike (D-CA)",House,"$2,480",2014
"Rubio, Marco (R-FL)",Senate,"$2,400",2014
"Begich, Mark (D-AK)",Senate,"$2,000",2014
"Johnson, Ron (R-WI)",Senate,"$2,000",2014
"McConnell, Mitch (R-KY)",Senate,"$2,000",2014
"Pryor, Mark (D-AR)",Senate,"$2,000",2014
"Schumer, Charles E (D-NY)",Senate,"$2,000",2014
"Thune, John (R-SD)",Senate,"$2,000",2014
"Upton, Fred (R-MI)",House,"$2,000",2014
"Blackburn, Marsha (R-TN)",House,"$1,500",2014
"Goodlatte, Bob (R-VA)",House,"$1,500",2014
"Guthrie, Brett (R-KY)",House,"$1,500",2014
"Johnson, Bill (R-OH)",House,"$1,500",2014
"Kinzinger, Adam (R-IL)",House,"$1,500",2014
"Olson, Pete (R-TX)",House,"$1,500",2014
"Ayotte, Kelly (R-NH)",Senate,"$1,000",2014
"Barrow, John (D-GA)",House,"$1,000",2014
"Bass, Karen (D-CA)",House,"$1,000",2014
"Baucus, Max (D-MT)",Senate,"$1,000",2014
"Brown, Scott (R-NH)",Senate,"$1,000",2014
"Capps, Lois (D-CA)",House,"$1,000",2014
"Chu, Judy (D-CA)",House,"$1,000",2014
"Cornyn, John (R-TX)",Senate,"$1,000",2014
"Crowley, Joseph (D-NY)",House,"$1,000",2014
