Recipient,Office,Contributions(Total),Cycle
"Teachout, Zephyr (D-NY)",House,"$3,500",2016
"Bennet, Michael F (D-CO)",Senate,"$3,000",2016
"Bush, Jeb (R)",Pres,"$2,700",2016
"O'Malley, Martin (D)",Pres,"$2,700",2016
"Ryan, Paul (R-WI)",House,"$2,700",2016
"Ward, Kelli (R-AZ)",Senate,"$2,700",2016
"Becerra, Xavier (D-CA)",House,"$2,500",2016
"Gallego, Ruben (D-AZ)",House,"$2,500",2016
"Grisham, Michelle Lujan (D-NM)",House,"$2,500",2016
"Isakson, Johnny (R-GA)",Senate,"$2,500",2016
"King, Angus (I-ME)",Senate,"$2,500",2016
"Murphy, Patrick (D-FL)",House,"$2,500",2016
"Obama, Barack (D)",Pres,"$2,500",2016
"Masto, Catherine Cortez (D-NV)",Senate,"$2,411",2016
"Baldwin, Tammy (D-WI)",Senate,"$2,000",2016
"McNerney, Jerry (D-CA)",House,"$2,000",2016
"Applegate, Douglas L (D-CA)",House,"$1,500",2016
"Hoyer, Steny H (D-MD)",House,"$1,500",2016
"Kirkpatrick, Ann (D-AZ)",House,"$1,500",2016
"Sanchez, Linda (D-CA)",House,"$1,500",2016
"Ross, Deborah (D-NC)",Senate,"$1,300",2016
"Lessig, Lawrence (D)",Pres,"$1,250",2016
"Feingold, Russ (D-WI)",Senate,"$1,109",2016
"Clements, Paul (D-MI)",House,"$1,001",2016
"Black, Diane (R-TN)",House,"$1,000",2016
"Brown, Sherrod (D-OH)",Senate,"$1,000",2016
"Cardenas, Tony (D-CA)",House,"$1,000",2016
"Collins, Susan M (R-ME)",Senate,"$1,000",2016
"Cook, Paul (R-CA)",House,"$1,000",2016
"Lee, Barbara (D-CA)",House,"$1,000",2016
"Lujan, Ben R (D-NM)",House,"$1,000",2016
"Moulton, Seth (D-MA)",House,"$1,000",2016
"Pascrell, Bill Jr (D-NJ)",House,"$1,000",2016
"Speier, Jackie (D-CA)",House,"$1,000",2016
"Stefanik, Elise (R-NY)",House,"$1,000",2016
"Thompson, Mike (D-CA)",House,"$1,000",2016
"Tillis, Thom (R-NC)",Senate,"$1,000",2016
"Valadao, David (R-CA)",House,"$1,000",2016
"Warner, Mark (D-VA)",Senate,"$1,000",2016
"Welch, Peter (D-VT)",House,"$1,000",2016
"Carson, Ben (R)",Pres,$830,2016
"Harris, Kamala D (D-CA)",Senate,$510,2016
"Nolan, Rick (D-MN)",House,$503,2016
"Campbell, Foster (D-LA)",Senate,$500,2016
"Cole, Dave (D-NJ)",House,$500,2016
"Flores, Lucy (D-NV)",House,$500,2016
"Grijalva, Raul M (D-AZ)",House,$500,2016
"Hirono, Mazie K (D-HI)",Senate,$500,2016
"Honda, Mike (D-CA)",House,$500,2016
"Kaptur, Marcy (D-OH)",House,$500,2016
"Sestak, Joe (D-PA)",Senate,$500,2016
"Stein, Jill (3)",Pres,$500,2016
"Swalwell, Eric (D-CA)",House,$500,2016
"Takai, Mark (D-HI)",House,$500,2016
"Walkinshaw, Brady (D-WA)",House,$500,2016
"Trump, Donald (R)",Pres,$368,2016
"Kihuen, Ruben (D-NV)",House,$250,2016
"Krishnamoorthi, Raja (D-IL)",House,$250,2016
"Rotering, Nancey Rodkin (D-IL)",House,$250,2016
"Bayh, Evan (D-IN)",Senate,$100,2016
"Duckworth, Tammy (D-IL)",House,$100,2016
"Kander, Jason (D-MO)",Senate,$100,2016
"Bonoff, Terri (D-MN)",House,$50,2016
"Hassan, Maggie (D-NH)",Senate,$11,2016
"Barragan, Nanette (D-CA)",House,$3,2016
"Nelson, Tom (D-WI)",House,$2,2016
"Reid, Harry (D-NV)",Senate,"$-2,600",2016
"Harder, Josh (D-CA)",House,"$7,161",2018
"Khanna, Ro (D-CA)",House,"$5,450",2018
"Ward, Kelli (R-AZ)",Senate,"$5,400",2018
"Jones, Doug (D-AL)",Senate,"$5,235",2018
"Heller, Dean (R-NV)",Senate,"$3,000",2018
"Golden, Jared (D-ME)",House,"$2,775",2018
"Triantaphyllis, Alex (D-TX)",House,"$2,750",2018
"Levin, Mike (D-CA)",House,"$2,701",2018
"Allred, Colin (D-TX)",House,"$2,501",2018
"Black, Diane (R-TN)",House,"$2,500",2018
"Davids, Sharice (D-KS)",House,"$2,500",2018
"DeFazio, Peter (D-OR)",House,"$2,500",2018
"Holding, George (R-NC)",House,"$2,500",2018
"Jones, Gina (D-TX)",House,"$2,500",2018
"Meehan, Patrick (R-PA)",House,"$2,500",2018
"Price, David (D-NC)",House,"$2,500",2018
"Jammal, Sam (D-CA)",House,"$2,410",2018
"O'Rourke, Beto (D-TX)",House,"$2,265",2018
"Eastman, Kara (D-NE)",House,"$2,250",2018
"Hartson, Alison (D-CA)",Senate,"$2,068",2018
"Luria, Elaine (D-VA)",House,"$2,025",2018
"Axne, Cindy (D-IA)",House,"$2,000",2018
"King, Jess (D-PA)",House,"$2,000",2018
"Spanberger, Abigail (D-VA)",House,"$2,000",2018
"Yang, Andrew (D)",Pres,"$2,000",2018
"Spearman, Pat (D-NV)",House,"$1,869",2018
"Lamb, Conor (D-PA)",House,"$1,750",2018
"Rhodes, Gareth (D-NY)",House,"$1,750",2018
"Ryan, Pat (D-NY)",House,"$1,608",2018
"McGrath, Amy (D-KY)",House,"$1,525",2018
"Davis, Rodney (R-IL)",House,"$1,500",2018
"Desaulnier, Mark (D-CA)",House,"$1,500",2018
"Diaz-Balart, Mario (R-FL)",House,"$1,500",2018
"Donnelly, Joe (D-IN)",Senate,"$1,500",2018
"Morse, Jessica (D-CA)",House,"$1,450",2018
"Campa-Najjar, Ammar (D-CA)",House,"$1,250",2018
"Casten, Sean (D-IL)",House,"$1,250",2018
"Driskell, Gretchen (D-MI)",House,"$1,250",2018
"Kelly, Brendan (D-IL)",House,"$1,250",2018
"Malinowski, Tom (D-NJ)",House,"$1,250",2018
"Mucarsel-Powell, Debbie (D-FL)",House,"$1,250",2018
"Porter, Katie (D-CA)",House,"$1,250",2018
"Scott, George (D-PA)",House,"$1,250",2018
"Ossoff, Jon (D-GA)",House,"$1,125",2018
"O'Connor, Danny (D-OH)",House,"$1,022",2018
"Underwood, Lauren A (D-IL)",House,"$1,003",2018
"DiNicola, Ron (D-PA)",House,"$1,000",2018
"Finkenauer, Abby (D-IA)",House,"$1,000",2018
"Gershon, Perry (D-NY)",House,"$1,000",2018
"Hegar, MJ (D-TX)",House,"$1,000",2018
"Heinrich, Martin (D-NM)",Senate,"$1,000",2018
"Huffstetler, Roger Dean (D-VA)",House,"$1,000",2018
"Londrigan, Betsy Dirksen (D-IL)",House,"$1,000",2018
"McConnell, Mitch (R-KY)",Senate,"$1,000",2018
"Pureval, Aftab (D-OH)",House,"$1,000",2018
"Quigley, Mike (D-IL)",House,"$1,000",2018
"Shapiro, David (D-FL)",House,"$1,000",2018
"Brown, Sherrod (D-OH)",Senate,$950,2018
"Bryce, Randy (D-WI)",House,$875,2018
"Merkley, Jeff (D-OR)",Senate,$731,2018
"Swalwell, Eric (D-CA)",House,$700,2018
"Kopser, Joseph (D-TX)",House,$604,2018
"Heitkamp, Heidi (D-ND)",Senate,$588,2018
"Schrier, Kim (D-WA)",House,$550,2018
"Scholten, JD (D-IA)",House,$510,2018
"Baer, Lauren (D-FL)",House,$500,2018
"Bourdeaux, Carolyn (D-GA)",House,$500,2018
"Carlson, Kristen (D-FL)",House,$500,2018
"Colvin, Jesse (D-MD)",House,$500,2018
"Doyle, Marge (D-CA)",House,$500,2018
"Edwards, Greg (D-PA)",House,$500,2018
"Hildebrandt, Madeline (D-NM)",House,$500,2018
"Hill, Katie (D-CA)",House,$500,2018
"Holcombe, Jessica (D-CA)",House,$500,2018
"Lee, Susie (D-NV)",House,$500,2018
"Rose, Max (D-NY)",House,$500,2018
"Small, Xochitl Torres (D-NM)",House,$500,2018
"Spencer, Paul (D-AR)",House,$500,2018
"Denham, Jeff (R-CA)",House,$400,2018
"D'Alessandro, Pete (D-IA)",House,$350,2018
"Beals, Jeff (D-NY)",House,$250,2018
"Boatner, John (D-TN)",House,$250,2018
"Kaine, Tim (D-VA)",Senate,$250,2018
"Quist, Robert E. (D-MT)",House,$250,2018
"Crow, Jason (D-CO)",House,$151,2018
"Myers, Cathy (D-WI)",House,$143,2018
"Harris, Kamala D (D-CA)",Senate,$132,2018
"Sergent, Talley (D-WV)",House,$125,2018
"Sanders, Bernie (I-VT)",Senate,$113,2018
"Franco, Ricardo (D-CA)",House,$100,2018
"Ojeda, Richard (D-WV)",House,$100,2018
"Rosen, Jacky (D-NV)",House,$97,2018
"McCaskill, Claire (D-MO)",Senate,$90,2018
"Nelson, Bill (D-FL)",Senate,$60,2018
"Perry, Paul (D-PA)",House,$50,2018
"Tipirneni, Hiral (D-AZ)",House,$50,2018
"Gillibrand, Kirsten (D-NY)",Senate,$38,2018
"Janz, Andrew (D-CA)",House,$35,2018
"Warren, Elizabeth (D-MA)",Senate,$35,2018
"Baldwin, Tammy (D-WI)",Senate,$25,2018
"Manchin, Joe (D-WV)",Senate,$25,2018
"Tester, Jon (D-MT)",Senate,$25,2018
"Denney, Audrey (D-CA)",House,$18,2018
"Murphy, Christopher S (D-CT)",Senate,$15,2018
"Cisneros, Gil (D-CA)",House,$10,2018
"Ellison, Keith (D-MN)",House,$10,2018
"Lewis, John (D-GA)",House,$8,2018
"Vilela, Amy (D-NV)",House,$7,2018
"Aguilar, Pete (D-CA)",House,$5,2018
"Lee, Barbara (D-CA)",House,$5,2018
"McCready, Dan (D-NC)",House,$5,2018
"Coleman, Linda (D-NC)",House,$3,2018
"McBath, Lucy (D-GA)",House,$3,2018
"Fletcher, Lizzie (D-TX)",House,$1,2018
"Wexton, Jennifer (D-VA)",House,$1,2018
"Wild, Susan (D-PA)",House,$1,2018
