Recipient,Office,Contributions(Total),Cycle
"Dingell, John D (D-MI)",House,"$3,500",2004
"Alben, Alex (D-WA)",House,"$3,000",2004
"Dorgan, Byron L (D-ND)",Senate,"$3,000",2004
"Ensign, John (R-NV)",Senate,"$3,000",2004
"Hastert, Dennis (R-IL)",House,"$3,000",2004
"Markey, Ed (D-MA)",House,"$3,000",2004
"Clark, Wesley (D)",Pres,"$2,750",2004
"Boucher, Rick (D-VA)",House,"$2,500",2004
"Davis, Tom (R-VA)",House,"$2,500",2004
"Specter, Arlen (R-PA)",Senate,"$2,500",2004
"Terry, Lee (R-NE)",House,"$2,500",2004
"Smith, Adam (D-WA)",House,"$2,250",2004
"Allen, George (R-VA)",Senate,"$2,000",2004
"Barton, Joe (R-TX)",House,"$2,000",2004
"Brownback, Sam (R-KS)",Senate,"$2,000",2004
"Burr, Richard (R-NC)",House,"$2,000",2004
"Cubin, Barbara (R-WY)",House,"$2,000",2004
"Davis, Jim (D-FL)",House,"$2,000",2004
"Goodlatte, Bob (R-VA)",House,"$2,000",2004
"Hoyer, Steny H (D-MD)",House,"$2,000",2004
"Issa, Darrell (R-CA)",House,"$2,000",2004
"Istook, Ernest J (R-OK)",House,"$2,000",2004
"John, Chris (D-LA)",House,"$2,000",2004
"Lincoln, Blanche (D-AR)",Senate,"$2,000",2004
"Lofgren, Zoe (D-CA)",House,"$2,000",2004
"Manzullo, Don (R-IL)",House,"$2,000",2004
"Menendez, Robert (D-NJ)",House,"$2,000",2004
"Murkowski, Lisa (R-AK)",Senate,"$2,000",2004
"Pickering, Charles (Chip) Jr (R-MS)",House,"$2,000",2004
"Pomeroy, Earl (D-ND)",House,"$2,000",2004
"Sensenbrenner, F James Jr (R-WI)",House,"$2,000",2004
"Upton, Fred (R-MI)",House,"$2,000",2004
"Whitfield, Ed (R-KY)",House,"$2,000",2004
"Wyden, Ron (D-OR)",Senate,"$2,000",2004
"Daschle, Tom (D-SD)",Senate,"$1,750",2004
"Inslee, Jay R (D-WA)",House,"$1,750",2004
"Newberry, James (D-MO)",House,"$1,587",2004
"Lewis, Ron (R-KY)",House,"$1,500",2004
"Reid, Harry (D-NV)",Senate,"$1,500",2004
"Carper, Tom (D-DE)",Senate,"$1,000",2004
"Castle, Michael N (R-DE)",House,"$1,000",2004
"Chandler, Ben (D-KY)",House,"$1,000",2004
"Conrad, Kent (D-ND)",Senate,"$1,000",2004
"Eshoo, Anna (D-CA)",House,"$1,000",2004
"Gibbons, Jim (R-NV)",House,"$1,000",2004
"Gillmor, Paul E (R-OH)",House,"$1,000",2004
"Kind, Ron (D-WI)",House,"$1,000",2004
"Santorum, Rick (R-PA)",Senate,"$1,000",2004
"Shimkus, John M (R-IL)",House,"$1,000",2004
"Smith, Lamar (R-TX)",House,"$1,000",2004
"Stearns, Cliff (R-FL)",House,"$1,000",2004
"Strickland, Ted (D-OH)",House,"$1,000",2004
"Tauzin, Billy (R-LA)",House,"$1,000",2004
"Bass, Charles (R-NH)",House,$500,2004
"Blackburn, Marsha (R-TN)",House,$500,2004
"Cantwell, Maria (D-WA)",Senate,$500,2004
"Knowles, Tony (D-AK)",Senate,$500,2004
"Ross, Dave (D-WA)",House,$500,2004
"Gephardt, Richard A (D-MO)",House,$300,2004
"Baird, Brian (D-WA)",House,$250,2004
"Boxer, Barbara (D-CA)",Senate,$250,2004
"Esser, Luke (R-WA)",House,$250,2004
"Larsen, Rick (D-WA)",House,$250,2004
"Leahy, Patrick (D-VT)",Senate,$250,2004
"Nethercutt, George R Jr (R-WA)",House,$250,2004
"Cantwell, Maria (D-WA)",Senate,"$35,900",2006
"Conrad, Kent (D-ND)",Senate,"$5,000",2006
"Reichert, Dave (R-WA)",House,"$5,000",2006
"Cannon, Chris (R-UT)",House,"$4,000",2006
"Burner, Darcy (D-WA)",House,"$3,850",2006
"Allen, George (R-VA)",Senate,"$3,500",2006
"Baucus, Max (D-MT)",Senate,"$3,000",2006
"McGavick, Michael (R-WA)",Senate,"$3,000",2006
"Boucher, Rick (D-VA)",House,"$2,500",2006
"Ensign, John (R-NV)",Senate,"$2,500",2006
"Nelson, Bill (D-FL)",Senate,"$2,500",2006
"Specter, Arlen (R-PA)",Senate,"$2,500",2006
"Boehner, John (R-OH)",House,"$2,000",2006
"Carper, Tom (D-DE)",Senate,"$2,000",2006
"Conyers, John Jr (D-MI)",House,"$2,000",2006
"Dingell, John D (D-MI)",House,"$2,000",2006
"Hatch, Orrin G (R-UT)",Senate,"$2,000",2006
"Jackson Lee, Sheila (D-TX)",House,"$2,000",2006
"Lungren, Dan (R-CA)",House,"$2,000",2006
"Markey, Ed (D-MA)",House,"$2,000",2006
"McConnell, Mitch (R-KY)",Senate,"$2,000",2006
"Nelson, Ben (D-NE)",Senate,"$2,000",2006
"Pickering, Charles (Chip) Jr (R-MS)",House,"$2,000",2006
"Pomeroy, Earl (D-ND)",House,"$2,000",2006
"Sensenbrenner, F James Jr (R-WI)",House,"$2,000",2006
"Snowe, Olympia (R-ME)",Senate,"$2,000",2006
"Berman, Howard L (D-CA)",House,"$1,500",2006
"Lofgren, Zoe (D-CA)",House,"$1,500",2006
"Hoyer, Steny H (D-MD)",House,"$1,250",2006
"Inslee, Jay R (D-WA)",House,"$1,250",2006
"Smith, Adam (D-WA)",House,"$1,250",2006
"Barton, Joe (R-TX)",House,"$1,000",2006
"Bunning, Jim (R-KY)",Senate,"$1,000",2006
"Castle, Michael N (R-DE)",House,"$1,000",2006
"Chandler, Ben (D-KY)",House,"$1,000",2006
"Dorgan, Byron L (D-ND)",Senate,"$1,000",2006
"Doyle, Mike (D-PA)",House,"$1,000",2006
"Dreier, David (R-CA)",House,"$1,000",2006
"Eshoo, Anna (D-CA)",House,"$1,000",2006
"Goodlatte, Bob (R-VA)",House,"$1,000",2006
"Gordon, Bart (D-TN)",House,"$1,000",2006
"Gordon, Randolph Ian (D-WA)",House,"$1,000",2006
"Hastert, Dennis (R-IL)",House,"$1,000",2006
"Inglis, Bob (R-SC)",House,"$1,000",2006
"Issa, Darrell (R-CA)",House,"$1,000",2006
"Keller, Ric (R-FL)",House,"$1,000",2006
"Kyl, Jon (R-AZ)",Senate,"$1,000",2006
"Lautenberg, Frank (D-NJ)",Senate,"$1,000",2006
"Lewis, Ron (R-KY)",House,"$1,000",2006
"Manzullo, Don (R-IL)",House,"$1,000",2006
"Murray, Patty (D-WA)",Senate,"$1,000",2006
"Pallone, Frank Jr (D-NJ)",House,"$1,000",2006
"Pelosi, Nancy (D-CA)",House,"$1,000",2006
"Pryor, Mark (D-AR)",Senate,"$1,000",2006
"Rockefeller, Jay (D-WV)",Senate,"$1,000",2006
"Schiff, Adam (D-CA)",House,"$1,000",2006
"Schultz, Debbie Wasserman (D-FL)",House,"$1,000",2006
"Shimkus, John M (R-IL)",House,"$1,000",2006
"Smith, Lamar (R-TX)",House,"$1,000",2006
"Stearns, Cliff (R-FL)",House,"$1,000",2006
"Stupak, Bart (D-MI)",House,"$1,000",2006
"Watt, Melvin L (D-NC)",House,"$1,000",2006
"Wilson, Heather A (R-NM)",House,"$1,000",2006
"Wyden, Ron (D-OR)",Senate,"$1,000",2006
"McDermott, Jim (D-WA)",House,$500,2006
"Hurst, Andrew (D-VA)",House,$250,2006
"Larsen, Rick (D-WA)",House,$250,2006
"Obama, Barack (D-IL)",Senate,"$117,953",2008
"Paul, Ron (R-TX)",House,"$9,204",2008
"McCain, John (R-AZ)",Senate,"$7,400",2008
"Burner, Darcy (D-WA)",House,"$6,900",2008
"McConnell, Mitch (R-KY)",Senate,"$5,000",2008
"Reid, Harry (D-NV)",Senate,"$5,000",2008
"Clinton, Hillary (D-NY)",Senate,"$4,550",2008
"Conyers, John Jr (D-MI)",House,"$4,000",2008
"Rockefeller, Jay (D-WV)",Senate,"$4,000",2008
"Berman, Howard L (D-CA)",House,"$3,500",2008
"Edwards, John (D)",Pres,"$3,300",2008
"Inslee, Jay R (D-WA)",House,"$3,250",2008
"Boucher, Rick (D-VA)",House,"$3,000",2008
"Dingell, John D (D-MI)",House,"$3,000",2008
"Doyle, Mike (D-PA)",House,"$3,000",2008
"Durbin, Dick (D-IL)",Senate,"$2,250",2008
"Cannon, Chris (R-UT)",House,"$2,000",2008
"Carper, Tom (D-DE)",Senate,"$2,000",2008
"Dorgan, Byron L (D-ND)",Senate,"$2,000",2008
"Eshoo, Anna (D-CA)",House,"$2,000",2008
"Hatch, Orrin G (R-UT)",Senate,"$2,000",2008
"Hoyer, Steny H (D-MD)",House,"$2,000",2008
"Keller, Ric (R-FL)",House,"$2,000",2008
"Kerry, John (D-MA)",Senate,"$2,000",2008
"Lautenberg, Frank (D-NJ)",Senate,"$2,000",2008
"Lofgren, Zoe (D-CA)",House,"$2,000",2008
"Markey, Ed (D-MA)",House,"$2,000",2008
"Pitts, Joe (R-PA)",House,"$2,000",2008
"Pomeroy, Earl (D-ND)",House,"$2,000",2008
"Roberts, Pat (R-KS)",Senate,"$2,000",2008
"Smith, Gordon H (R-OR)",Senate,"$2,000",2008
"Sununu, John E (R-NH)",Senate,"$2,000",2008
"Velazquez, Nydia M (D-NY)",House,"$2,000",2008
"Whitfield, Ed (R-KY)",House,"$2,000",2008
"Wyden, Ron (D-OR)",Senate,"$2,000",2008
"Pryor, Mark (D-AR)",Senate,"$1,500",2008
"Reichert, Dave (R-WA)",House,"$1,500",2008
"Schultz, Debbie Wasserman (D-FL)",House,"$1,500",2008
"Rodgers, Cathy McMorris (R-WA)",House,"$1,250",2008
"Baucus, Max (D-MT)",Senate,"$1,000",2008
"Bunning, Jim (R-KY)",Senate,"$1,000",2008
"Buyer, Steve (R-IN)",House,"$1,000",2008
"Chabot, Steve (R-OH)",House,"$1,000",2008
"Clyburn, James E (D-SC)",House,"$1,000",2008
"Coble, Howard (R-NC)",House,"$1,000",2008
"Cornyn, John (R-TX)",Senate,"$1,000",2008
"Davis, Geoff (R-KY)",House,"$1,000",2008
"Emanuel, Rahm (D-IL)",House,"$1,000",2008
"Ensign, John (R-NV)",Senate,"$1,000",2008
"Goodlatte, Bob (R-VA)",House,"$1,000",2008
"Heller, Dean (R-NV)",House,"$1,000",2008
"Kennedy, Edward M (D-MA)",Senate,"$1,000",2008
"Leahy, Patrick (D-VT)",Senate,"$1,000",2008
"Lewis, Ron (R-KY)",House,"$1,000",2008
"McCaskill, Claire (D-MO)",Senate,"$1,000",2008
"McDermott, Jim (D-WA)",House,"$1,000",2008
"Pallone, Frank Jr (D-NJ)",House,"$1,000",2008
"Porter, Jon (R-NV)",House,"$1,000",2008
"Romney, Mitt (R)",Pres,"$1,000",2008
"Shimkus, John M (R-IL)",House,"$1,000",2008
"Slaughter, Louise M (D-NY)",House,"$1,000",2008
"Specter, Arlen (R-PA)",Senate,"$1,000",2008
"Thune, John (R-SD)",Senate,"$1,000",2008
"Tiahrt, Todd (R-KS)",House,"$1,000",2008
"Van Hollen, Chris (D-MD)",House,"$1,000",2008
"Walden, Greg (R-OR)",House,"$1,000",2008
"Wicker, Roger (R-MS)",Senate,"$1,000",2008
"Wynn, Albert R (D-MD)",House,"$1,000",2008
"Chandler, Ben (D-KY)",House,$500,2008
"Giuliani, Rudolph W (R)",Pres,$500,2008
"Kucinich, Dennis (D-OH)",House,$500,2008
"Larsen, Rick (D-WA)",House,$500,2008
"Merkley, Jeff (D-OR)",Senate,$500,2008
"Murray, Patty (D-WA)",Senate,$500,2008
"Nader, Ralph (I)",Pres,$450,2008
"Maloney, Carolyn B (D-NY)",House,$333,2008
"Biden, Joseph R Jr (D-DE)",Senate,$250,2008
"Boxer, Barbara (D-CA)",Senate,$250,2008
"Dicks, Norm (D-WA)",House,$250,2008
"Dodd, Chris (D-CT)",Senate,$250,2008
"Franken, Al (D-MN)",Senate,$250,2008
"Gravel, Mike (L)",Pres,$250,2008
"Hastings, Doc (R-WA)",House,$250,2008
"Smith, Adam (D-WA)",House,$250,2008
"Hastert, Dennis (R-IL)",House,"$-1,000",2008
"Pelosi, Nancy (D-CA)",House,"$-1,000",2008
"Schiff, Adam (D-CA)",House,"$-1,000",2008
"Stearns, Cliff (R-FL)",House,"$-1,000",2008
"Murray, Patty (D-WA)",Senate,"$49,100",2010
"DelBene, Suzan (D-WA)",House,"$6,650",2010
"Boxer, Barbara (D-CA)",Senate,"$5,650",2010
"Reid, Harry (D-NV)",Senate,"$5,000",2010
"Inslee, Jay R (D-WA)",House,"$4,750",2010
"Boucher, Rick (D-VA)",House,"$4,000",2010
"McConnell, Mitch (R-KY)",Senate,"$4,000",2010
"Pomeroy, Earl (D-ND)",House,"$4,000",2010
"Smith, Adam (D-WA)",House,"$3,500",2010
"Reichert, Dave (R-WA)",House,"$3,400",2010
"Clyburn, James E (D-SC)",House,"$3,000",2010
"Conyers, John Jr (D-MI)",House,"$3,000",2010
"Dent, Charlie (R-PA)",House,"$3,000",2010
"Dorgan, Byron L (D-ND)",Senate,"$3,000",2010
"Goodlatte, Bob (R-VA)",House,"$3,000",2010
"Grassley, Chuck (R-IA)",Senate,"$3,000",2010
"Hoeven, John (R-ND)",Senate,"$3,000",2010
"Hoyer, Steny H (D-MD)",House,"$3,000",2010
"Leahy, Patrick (D-VT)",Senate,"$3,000",2010
"Lofgren, Zoe (D-CA)",House,"$3,000",2010
"Smith, Lamar (R-TX)",House,"$3,000",2010
"Waxman, Henry (D-CA)",House,"$3,000",2010
"Wyden, Ron (D-OR)",Senate,"$3,000",2010
"Hastings, Doc (R-WA)",House,"$2,500",2010
"Rodgers, Cathy McMorris (R-WA)",House,"$2,250",2010
"Bennett, Robert F (R-UT)",Senate,"$2,000",2010
"Cantor, Eric (R-VA)",House,"$2,000",2010
"Capito, Shelley Moore (R-WV)",House,"$2,000",2010
"Chandler, Ben (D-KY)",House,"$2,000",2010
"Cohen, Steve (D-TN)",House,"$2,000",2010
"Davis, Geoff (R-KY)",House,"$2,000",2010
"Deutch, Ted (D-FL)",House,"$2,000",2010
"Dicks, Norm (D-WA)",House,"$2,000",2010
"Dingell, John D (D-MI)",House,"$2,000",2010
"Doyle, Mike (D-PA)",House,"$2,000",2010
"Eshoo, Anna (D-CA)",House,"$2,000",2010
"Franks, Trent (R-AZ)",House,"$2,000",2010
"Guthrie, Brett (R-KY)",House,"$2,000",2010
"Heller, Dean (R-NV)",House,"$2,000",2010
"Hutchison, Kay Bailey (R-TX)",Senate,"$2,000",2010
"Issa, Darrell (R-CA)",House,"$2,000",2010
"Jenkins, Lynn (R-KS)",House,"$2,000",2010
"Kanjorski, Paul E (D-PA)",House,"$2,000",2010
"Kyl, Jon (R-AZ)",Senate,"$2,000",2010
"Larsen, Rick (D-WA)",House,"$2,000",2010
"Lungren, Dan (R-CA)",House,"$2,000",2010
"Manchin, Joe (D-WV)",Senate,"$2,000",2010
"Markey, Ed (D-MA)",House,"$2,000",2010
"McCain, John (R-AZ)",Senate,"$2,000",2010
"McDermott, Jim (D-WA)",House,"$2,000",2010
"Moran, Jerry (R-KS)",House,"$2,000",2010
"Pryor, Mark (D-AR)",Senate,"$2,000",2010
"Roberts, Pat (R-KS)",Senate,"$2,000",2010
"Rogers, Mike (R-MI)",House,"$2,000",2010
"Schumer, Charles E (D-NY)",Senate,"$2,000",2010
"Scott, Bobby (D-VA)",House,"$2,000",2010
"Sensenbrenner, F James Jr (R-WI)",House,"$2,000",2010
"Shimkus, John M (R-IL)",House,"$2,000",2010
"Snowe, Olympia (R-ME)",Senate,"$2,000",2010
"Space, Zack (D-OH)",House,"$2,000",2010
"Stabenow, Debbie (D-MI)",Senate,"$2,000",2010
"Terry, Lee (R-NE)",House,"$2,000",2010
"Upton, Fred (R-MI)",House,"$2,000",2010
"Welch, Peter (D-VT)",House,"$2,000",2010
"Whitfield, Ed (R-KY)",House,"$2,000",2010
"Inouye, Daniel K (D-HI)",Senate,"$1,500",2010
"Murphy, Christopher S (D-CT)",House,"$1,500",2010
"Rooney, Tom (R-FL)",House,"$1,500",2010
"Rossi, Dino (R-WA)",Senate,"$1,500",2010
"Walden, Greg (R-OR)",House,"$1,500",2010
"Heck, Dennis (D-WA)",House,"$1,250",2010
"Baldwin, Tammy (D-WI)",House,"$1,000",2010
"Bono Mack, Mary (R-CA)",House,"$1,000",2010
"Coble, Howard (R-NC)",House,"$1,000",2010
"Connolly, Gerry (D-VA)",House,"$1,000",2010
"Critz, Mark (D-PA)",House,"$1,000",2010
"Durbin, Dick (D-IL)",Senate,"$1,000",2010
"Giffords, Gabrielle (D-AZ)",House,"$1,000",2010
"Hatch, Orrin G (R-UT)",Senate,"$1,000",2010
"Jackson Lee, Sheila (D-TX)",House,"$1,000",2010
"Johnson, Hank (D-GA)",House,"$1,000",2010
"Jordan, Jim (R-OH)",House,"$1,000",2010
"Klobuchar, Amy (D-MN)",Senate,"$1,000",2010
"Levin, Sander (D-MI)",House,"$1,000",2010
"Lincoln, Blanche (D-AR)",Senate,"$1,000",2010
"Maffei, Dan (D-NY)",House,"$1,000",2010
"Marchant, Kenny (R-TX)",House,"$1,000",2010
"Matsui, Doris O (D-CA)",House,"$1,000",2010
"McCaskill, Claire (D-MO)",Senate,"$1,000",2010
"Miller, Jeff (R-NC)",House,"$1,000",2010
"Pallone, Frank Jr (D-NJ)",House,"$1,000",2010
"Pitts, Joe (R-PA)",House,"$1,000",2010
"Quigley, Mike (D-IL)",House,"$1,000",2010
"Schrader, Kurt (D-OR)",House,"$1,000",2010
"Sessions, Jeff (R-AL)",Senate,"$1,000",2010
"Shuster, Bill (R-PA)",House,"$1,000",2010
"Stearns, Cliff (R-FL)",House,"$1,000",2010
"Stupak, Bart (D-MI)",House,"$1,000",2010
"Thune, John (R-SD)",Senate,"$1,000",2010
"Titus, Dina (D-NV)",House,"$1,000",2010
"Udall, Tom (D-NM)",Senate,"$1,000",2010
"Velazquez, Nydia M (D-NY)",House,"$1,000",2010
"Warner, Mark (D-VA)",Senate,"$1,000",2010
"Whitehouse, Sheldon (D-RI)",Senate,"$1,000",2010
"Yarmuth, John A (D-KY)",House,"$1,000",2010
"Franken, Al (D-MN)",Senate,$500,2010
"Lynch, Edward J (R-FL)",House,$500,2010
"Muri, Dick (R-WA)",House,$500,2010
"Brown, Scott (R-MA)",Senate,$250,2010
"Clough, Jay (D-WA)",House,$250,2010
"Hershman, Brandt (R-IN)",House,$250,2010
"Klein, Ron (D-FL)",House,$250,2010
"Sangisetty, Ravi (D-LA)",House,$250,2010
"Bryar, Paul J (D-IL)",House,$200,2010
"Carper, Tom (D-DE)",Senate,"$-1,000",2010
"Obama, Barack (D)",Pres,"$-1,350",2010
"Lautenberg, Frank (D-NJ)",Senate,"$-2,000",2010
"Obama, Barack (D)",Pres,"$117,716",2012
"Romney, Mitt (R)",Pres,"$30,700",2012
"Cantwell, Maria (D-WA)",Senate,"$16,550",2012
"Connolly, Gerry (D-VA)",House,"$6,000",2012
"McCaskill, Claire (D-MO)",Senate,"$5,250",2012
"Stein, Jill (3)",Pres,"$5,250",2012
"Carper, Tom (D-DE)",Senate,"$5,000",2012
"Heller, Dean (R-NV)",Senate,"$5,000",2012
"Paul, Ron (R-TX)",House,"$4,960",2012
"Lugar, Richard G (R-IN)",Senate,"$4,000",2012
"DelBene, Suzan (D-WA)",House,"$3,750",2012
"Goodlatte, Bob (R-VA)",House,"$3,500",2012
"Manchin, Joe (D-WV)",Senate,"$3,500",2012
"Nelson, Bill (D-FL)",Senate,"$3,500",2012
"Reichert, Dave (R-WA)",House,"$3,250",2012
"Ruderman, Laura (D-WA)",House,"$3,200",2012
"Casey, Bob (D-PA)",Senate,"$3,000",2012
"Clyburn, James E (D-SC)",House,"$3,000",2012
"Gowdy, Trey (R-SC)",House,"$3,000",2012
"Guthrie, Brett (R-KY)",House,"$3,000",2012
"Upton, Fred (R-MI)",House,"$3,000",2012
"Warren, Elizabeth (D-MA)",Senate,"$2,750",2012
"Cohen, Steve (D-TN)",House,"$2,500",2012
"Conyers, John Jr (D-MI)",House,"$2,500",2012
"Franks, Trent (R-AZ)",House,"$2,500",2012
"Hoyer, Steny H (D-MD)",House,"$2,500",2012
"Menendez, Robert (D-NJ)",Senate,"$2,500",2012
"Reid, Harry (D-NV)",Senate,"$2,500",2012
"Roberts, Pat (R-KS)",Senate,"$2,500",2012
"Tester, Jon (D-MT)",Senate,"$2,500",2012
"Amodei, Mark (R-NV)",House,"$2,000",2012
"Begich, Mark (D-AK)",Senate,"$2,000",2012
"Beutler, Jaime Herrera (R-WA)",House,"$2,000",2012
"Blackburn, Marsha (R-TN)",House,"$2,000",2012
"Bono Mack, Mary (R-CA)",House,"$2,000",2012
"Chandler, Ben (D-KY)",House,"$2,000",2012
"Coons, Chris (D-DE)",Senate,"$2,000",2012
"Dent, Charlie (R-PA)",House,"$2,000",2012
"Doyle, Mike (D-PA)",House,"$2,000",2012
"Eshoo, Anna (D-CA)",House,"$2,000",2012
"Hatch, Orrin G (R-UT)",Senate,"$2,000",2012
"Issa, Darrell (R-CA)",House,"$2,000",2012
"Johnson, Hank (D-GA)",House,"$2,000",2012
"Klobuchar, Amy (D-MN)",Senate,"$2,000",2012
"Lofgren, Zoe (D-CA)",House,"$2,000",2012
"Pallone, Frank Jr (D-NJ)",House,"$2,000",2012
"Rogers, Mike (R-MI)",House,"$2,000",2012
"Ross, Dennis (R-FL)",House,"$2,000",2012
"Sensenbrenner, F James Jr (R-WI)",House,"$2,000",2012
"Shimkus, John M (R-IL)",House,"$2,000",2012
"Smith, Lamar (R-TX)",House,"$2,000",2012
"Stabenow, Debbie (D-MI)",Senate,"$2,000",2012
"Titus, Dina (D-NV)",House,"$2,000",2012
"Toomey, Pat (R-PA)",Senate,"$2,000",2012
"Watt, Melvin L (D-NC)",House,"$2,000",2012
"Whitfield, Ed (R-KY)",House,"$2,000",2012
"Yarmuth, John A (D-KY)",House,"$2,000",2012
"Hastings, Doc (R-WA)",House,"$1,750",2012
"Heck, Dennis (D-WA)",House,"$1,750",2012
"Larsen, Rick (D-WA)",House,"$1,750",2012
"Polis, Jared (D-CO)",House,"$1,750",2012
"Rodgers, Cathy McMorris (R-WA)",House,"$1,750",2012
"Smith, Adam (D-WA)",House,"$1,750",2012
"Bass, Charles (R-NH)",House,"$1,500",2012
"Carney, John (D-DE)",House,"$1,500",2012
"Deutch, Ted (D-FL)",House,"$1,500",2012
"Dingell, John D (D-MI)",House,"$1,500",2012
"Feinstein, Dianne (D-CA)",Senate,"$1,500",2012
"Forbes, Randy (R-VA)",House,"$1,500",2012
"Jenkins, Lynn (R-KS)",House,"$1,500",2012
"Kilmer, Derek (D-WA)",House,"$1,500",2012
"Lungren, Dan (R-CA)",House,"$1,500",2012
"McDermott, Jim (D-WA)",House,"$1,500",2012
"Pompeo, Mike (R-KS)",House,"$1,500",2012
"Terry, Lee (R-NE)",House,"$1,500",2012
"Whitehouse, Sheldon (D-RI)",Senate,"$1,500",2012
"Wilson, Joe (R-SC)",House,"$1,500",2012
"Baldwin, Tammy (D-WI)",House,"$1,250",2012
"Berkley, Shelley (D-NV)",House,"$1,250",2012
"Murray, Patty (D-WA)",Senate,"$1,250",2012
"Berman, Howard L (D-CA)",House,"$1,000",2012
"Black, Diane (R-TN)",House,"$1,000",2012
"Capito, Shelley Moore (R-WV)",House,"$1,000",2012
"Chabot, Steve (R-OH)",House,"$1,000",2012
"Chaffetz, Jason (R-UT)",House,"$1,000",2012
"Chu, Judy (D-CA)",House,"$1,000",2012
"Coble, Howard (R-NC)",House,"$1,000",2012
"Cooper, Jim (D-TN)",House,"$1,000",2012
"Davis, Geoff (R-KY)",House,"$1,000",2012
"Duncan, Jeff (R-SC)",House,"$1,000",2012
"Duncan, John J Jr (R-TN)",House,"$1,000",2012
"Fleischmann, Chuck (R-TN)",House,"$1,000",2012
"Gill, Ricky (R-CA)",House,"$1,000",2012
"Heck, Joe (R-NV)",House,"$1,000",2012
"Jackson Lee, Sheila (D-TX)",House,"$1,000",2012
"Levin, Sander (D-MI)",House,"$1,000",2012
"Marino, Tom (R-PA)",House,"$1,000",2012
"Massie, Thomas (R-KY)",House,"$1,000",2012
"Matsui, Doris O (D-CA)",House,"$1,000",2012
"McCaul, Michael (R-TX)",House,"$1,000",2012
"McKinley, David (R-WV)",House,"$1,000",2012
"Moran, Jim (D-VA)",House,"$1,000",2012
"Mulvaney, Mick (R-SC)",House,"$1,000",2012
"Perry, Scott (R-PA)",House,"$1,000",2012
