Recipient,Office,Contributions(Total),Cycle
"Hatch, Orrin G (R-UT)",Senate,"$10,000",1998
"Lieberman, Joe (D-CT)",Senate,"$3,250",1998
"Boxer, Barbara (D-CA)",Senate,"$2,200",1998
"Burns, Conrad (R-MT)",Senate,"$2,000",1998
"Cox, Christopher (R-CA)",House,"$2,000",1998
"DeWine, Mike (R-OH)",Senate,"$2,000",1998
"Lantos, Tom (D-CA)",House,"$2,000",1998
"Fong, Matt (R-CA)",Senate,"$1,500",1998
"Abraham, Spencer (R-MI)",Senate,"$1,000",1998
"Baucus, Max (D-MT)",Senate,"$1,000",1998
"Bayh, Evan (D-IN)",Senate,"$1,000",1998
"Bennett, Robert F (R-UT)",Senate,"$1,000",1998
"Breaux, John (D-LA)",Senate,"$1,000",1998
"Cammermeyer, Margarethe (D-WA)",House,"$1,000",1998
"D'Amato, Alfonse M (R-NY)",Senate,"$1,000",1998
"Dodd, Chris (D-CT)",Senate,"$1,000",1998
"Dunn, Jennifer (R-WA)",House,"$1,000",1998
"English, Phil (R-PA)",House,"$1,000",1998
"Eshoo, Anna (D-CA)",House,"$1,000",1998
"Fitzgerald, Peter G (R-IL)",Senate,"$1,000",1998
"Graham, Bob (D-FL)",Senate,"$1,000",1998
"Johnson, Nancy L (R-CT)",House,"$1,000",1998
"Kerrey, Bob (D-NE)",Senate,"$1,000",1998
"Landrieu, Mary L (D-LA)",Senate,"$1,000",1998
"Matsui, Robert T (D-CA)",House,"$1,000",1998
"McCain, John (R-AZ)",Senate,"$1,000",1998
"Mikulski, Barbara A (D-MD)",Senate,"$1,000",1998
"Smith, Adam (D-WA)",House,"$1,000",1998
"Thomas, Bill (R-CA)",House,"$1,000",1998
"Dorgan, Byron L (D-ND)",Senate,$500,1998
"Hayworth, J D (R-AZ)",House,$500,1998
"Hulshof, Kenny (R-MO)",House,$500,1998
"Jefferson, William J (D-LA)",House,$500,1998
"Largent, Steve (R-OK)",House,$500,1998
"Morella, Connie (R-MD)",House,$500,1998
"Pallone, Frank Jr (D-NJ)",House,$500,1998
"Robb, Charles S (D-VA)",Senate,$500,1998
"Ryan, Paul (R-WI)",House,$500,1998
"Tauscher, Ellen (D-CA)",House,$500,1998
"Tauzin, Billy (R-LA)",House,$500,1998
"Bush, George W (R)",Pres,"$26,750",2000
"Abraham, Spencer (R-MI)",Senate,"$10,500",2000
"Allen, George (R-VA)",Senate,"$10,500",2000
"DeWine, Mike (R-OH)",Senate,"$10,000",2000
"Campbell, Tom (R-CA)",House,"$9,500",2000
"Hatch, Orrin G (R-UT)",Senate,"$8,500",2000
"Dooley, Cal (D-CA)",House,"$5,000",2000
"Lofgren, Zoe (D-CA)",House,"$5,000",2000
"McCain, John (R-AZ)",Senate,"$4,600",2000
"Gore, Al (D)",Pres,"$4,380",2000
"Burns, Conrad (R-MT)",Senate,"$4,000",2000
"Giuliani, Rudolph W (R-NY)",Senate,"$3,250",2000
"Davis, Tom (R-VA)",House,"$3,000",2000
"Feinstein, Dianne (D-CA)",Senate,"$3,000",2000
"Frist, Bill (R-TN)",Senate,"$3,000",2000
"Robb, Charles S (D-VA)",Senate,"$3,000",2000
"Tauscher, Ellen (D-CA)",House,"$3,000",2000
"Lazio, Rick A (R-NY)",House,"$2,500",2000
"Rangel, Charles B (D-NY)",House,"$2,500",2000
"Bradley, Bill (D)",Pres,"$2,250",2000
"Coggins, Regina Montoya (D-TX)",House,"$2,000",2000
"Dodd, Chris (D-CT)",Senate,"$2,000",2000
"Eshoo, Anna (D-CA)",House,"$2,000",2000
"Hastert, Dennis (R-IL)",House,"$2,000",2000
"Landrieu, Mary L (D-LA)",Senate,"$2,000",2000
"Lieberman, Joe (D-CT)",Senate,"$2,000",2000
"Moran, Jim (D-VA)",House,"$2,000",2000
"Roth, William V Jr (R-DE)",Senate,"$2,000",2000
"Warner, John W (R-VA)",Senate,"$2,000",2000
"Stabenow, Debbie (D-MI)",House,"$1,750",2000
"Honda, Mike (D-CA)",House,"$1,500",2000
"Hyde, Henry J (R-IL)",House,"$1,250",2000
"Ashcroft, John (R-MO)",Senate,"$1,000",2000
"Becerra, Xavier (D-CA)",House,"$1,000",2000
"Conrad, Kent (D-ND)",Senate,"$1,000",2000
"Cox, Christopher (R-CA)",House,"$1,000",2000
"Crane, Phil (R-IL)",House,"$1,000",2000
"Crapo, Mike (R-ID)",Senate,"$1,000",2000
"Cunneen, James F (R-CA)",House,"$1,000",2000
"Dreier, David (R-CA)",House,"$1,000",2000
"Durbin, Dick (D-IL)",Senate,"$1,000",2000
"Goodlatte, Bob (R-VA)",House,"$1,000",2000
"Gramm, Phil (R-TX)",Senate,"$1,000",2000
"Harman, Jane (D-CA)",House,"$1,000",2000
"Kerrey, Bob (D-NE)",Senate,"$1,000",2000
"Lantos, Tom (D-CA)",House,"$1,000",2000
"LaRouche, Lyndon H Jr (D)",Pres,"$1,000",2000
"McInnis, Scott (R-CO)",House,"$1,000",2000
