Recipient,Office,Contributions(Total),Cycle
"Kerry, John (D-MA)",Senate,"$1,000",1998
"Boxer, Barbara (D-CA)",Senate,$500,1998
"Clinton, Hillary (D-NY)",Senate,"$24,000",2000
"Gore, Al (D)",Pres,"$10,500",2000
"Feinstein, Dianne (D-CA)",Senate,"$5,000",2000
"Bush, George W (R)",Pres,"$4,000",2000
"Honda, Mike (D-CA)",House,"$3,200",2000
"Burns, Conrad (R-MT)",Senate,"$3,000",2000
"Roth, William V Jr (R-DE)",Senate,"$3,000",2000
"Baucus, Max (D-MT)",Senate,"$2,000",2000
"Bernstein, Ed (D-NV)",Senate,"$2,000",2000
"Dooley, Cal (D-CA)",House,"$2,000",2000
"Kerry, John (D-MA)",Senate,"$2,000",2000
"Lazio, Rick A (R-NY)",House,"$2,000",2000
"Lofgren, Zoe (D-CA)",House,"$2,000",2000
"Schumer, Charles E (D-NY)",Senate,"$2,000",2000
"Harman, Jane (D-CA)",House,"$1,500",2000
"Peacock, William E (D-CA)",House,"$1,500",2000
"Schiff, Adam (D-CA)",House,"$1,500",2000
"Davis, Susan A (D-CA)",House,"$1,250",2000
"Sherman, Brad (D-CA)",House,"$1,250",2000
"Abraham, Spencer (R-MI)",Senate,"$1,000",2000
"Berman, Howard L (D-CA)",House,"$1,000",2000
"Boucher, Rick (D-VA)",House,"$1,000",2000
"Cannon, Chris (R-UT)",House,"$1,000",2000
"Carnahan, Mel (D-MO)",Senate,"$1,000",2000
"Conyers, John Jr (D-MI)",House,"$1,000",2000
"Cunneen, James F (R-CA)",House,"$1,000",2000
"Daschle, Tom (D-SD)",Senate,"$1,000",2000
"Delahunt, Bill (D-MA)",House,"$1,000",2000
"DeLay, Tom (R-TX)",House,"$1,000",2000
"Frist, Bill (R-TN)",Senate,"$1,000",2000
"Frost, Martin (D-TX)",House,"$1,000",2000
"Greenwood, James C (R-PA)",House,"$1,000",2000
"Hastert, Dennis (R-IL)",House,"$1,000",2000
"Hatch, Jack (D-IA)",House,"$1,000",2000
"Hayes, Robin (R-NC)",House,"$1,000",2000
"Hyde, Henry J (R-IL)",House,"$1,000",2000
"Kerrey, Bob (D-NE)",Senate,"$1,000",2000
"Largent, Steve (R-OK)",House,"$1,000",2000
"Lott, Trent (R-MS)",Senate,"$1,000",2000
"Nadler, Jerrold (D-NY)",House,"$1,000",2000
"Nickles, Don (R-OK)",Senate,"$1,000",2000
"Oxley, Michael G (R-OH)",House,"$1,000",2000
"Rangel, Charles B (D-NY)",House,"$1,000",2000
"Reid, Harry (D-NV)",Senate,"$1,000",2000
"Robb, Charles S (D-VA)",Senate,"$1,000",2000
"Santorum, Rick (R-PA)",Senate,"$1,000",2000
"Snowe, Olympia (R-ME)",Senate,"$1,000",2000
"Sobhani, Rob (R-MD)",Senate,"$1,000",2000
"Wilson, Heather A (R-NM)",House,"$1,000",2000
"Zimmer, Dick (R-NJ)",House,"$1,000",2000
"Allen, George (R-VA)",Senate,$500,2000
"Armey, Dick (R-TX)",House,$500,2000
"Barton, Joe (R-TX)",House,$500,2000
"Bono Mack, Mary (R-CA)",House,$500,2000
"Byrum, Dianne Yvonne (D-MI)",House,$500,2000
"Chafee, Lincoln (R-RI)",Senate,$500,2000
"Cox, Christopher (R-CA)",House,$500,2000
"DeWine, Mike (R-OH)",Senate,$500,2000
"Dingell, John D (D-MI)",House,$500,2000
"Dreier, David (R-CA)",House,$500,2000
"Dunn, Jennifer (R-WA)",House,$500,2000
"Fletcher, Ernie (R-KY)",House,$500,2000
"Frank, Barney (D-MA)",House,$500,2000
"Gallegly, Elton (R-CA)",House,$500,2000
"Hollings, Fritz (D-SC)",Senate,$500,2000
"Kirk, Mark (R-IL)",House,$500,2000
"Klink, Ron (D-PA)",House,$500,2000
"Kyl, Jon (R-AZ)",Senate,$500,2000
"Levin, Sander (D-MI)",House,$500,2000
"Lugar, Richard G (R-IN)",Senate,$500,2000
"Maloney, Jim (D-CT)",House,$500,2000
"Matheson, Jim (D-UT)",House,$500,2000
"Moran, Jim (D-VA)",House,$500,2000
"Nelson, Ben (D-NE)",Senate,$500,2000
"Pelosi, Nancy (D-CA)",House,$500,2000
"Pryce, Deborah (R-OH)",House,$500,2000
"Rogan, James E (R-CA)",House,$500,2000
"Ross, Mike (D-AR)",House,$500,2000
"Schipske, Gerrie (D-CA)",House,$500,2000
"Schweitzer, Brian (D-MT)",Senate,$500,2000
"Sensenbrenner, F James Jr (R-WI)",House,$500,2000
"Smith, Derek W (R-UT)",House,$500,2000
"Souder, Mark E (R-IN)",House,$500,2000
"Stearns, Cliff (R-FL)",House,$500,2000
"Stedem, Michael Daniel (D-FL)",House,$500,2000
"Tauscher, Ellen (D-CA)",House,$500,2000
"Tauzin, Billy (R-LA)",House,$500,2000
"Thomas, Bill (R-CA)",House,$500,2000
"Waxman, Henry (D-CA)",House,$500,2000
"Akin, Todd (R-MO)",House,$250,2000
"Bilbray, Brian P (R-CA)",House,$250,2000
"Capito, Shelley Moore (R-WV)",House,$250,2000
"Capps, Lois (D-CA)",House,$250,2000
"Chapin, Linda W (D-FL)",House,$250,2000
"Ford, Harold E Jr (D-TN)",House,$250,2000
"Graves, Sam (R-MO)",House,$250,2000
"Hooley, Darlene (D-OR)",House,$250,2000
"Inslee, Jay R (D-WA)",House,$250,2000
"Johnson, Joan B (R-NY)",House,$250,2000
"Kerns, Brian (R-IN)",House,$250,2000
