Recipient,Office,Contributions(Total),Cycle
"Thompson, Fred (R-TN)",Senate,"$1,000",1998
"Torricelli, Robert G (D-NJ)",Senate,"$1,000",1998
"Voinovich, George V (R-OH)",Senate,"$1,000",1998
"English, Phil (R-PA)",House,$750,1998
"Houghton, Amo (R-NY)",House,$750,1998
"Alioto, Michela (D-CA)",House,$500,1998
"Armey, Dick (R-TX)",House,$500,1998
"Benton, Don (R-WA)",House,$500,1998
"Bunning, Jim (R-KY)",House,$500,1998
"Carson, Julia (D-IN)",House,$500,1998
"Ensign, John (R-NV)",House,$500,1998
"Franks, Gary A (R-CT)",Senate,$500,1998
"Inglis, Bob (R-SC)",House,$500,1998
"Kehoe, Christine (D-CA)",House,$500,1998
"Kingston, Jack (R-GA)",House,$500,1998
"Luther, Bill (D-MN)",House,$500,1998
"Manton, Thomas J (D-NY)",House,$500,1998
"McCarthy, Carolyn (D-NY)",House,$500,1998
"McKinney, Cynthia (D-GA)",House,$500,1998
"Miller, Gary (R-CA)",House,$500,1998
"Moran, Jim (D-VA)",House,$500,1998
"Morella, Connie (R-MD)",House,$500,1998
"Neumann, Mark W (R-WI)",House,$500,1998
"Ose, Doug (R-CA)",House,$500,1998
"Pickering, Charles (Chip) Jr (R-MS)",House,$500,1998
"Qualls, Roxanne (D-OH)",House,$500,1998
"Spottswood, Lydia (D-WI)",House,$500,1998
"Stabenow, Debbie (D-MI)",House,$500,1998
"Tracy, Susan M (D-MA)",House,$500,1998
"Williams, Dan (D-ID)",House,$500,1998
"Clinton, Bill (D)",Pres,$300,1998
"Baca, E Shirley (D-NM)",House,$250,1998
"Cramer, Kevin (R-ND)",House,$250,1998
"Fiske, Pat (R-WA)",House,$250,1998
"Nalewaja, Donna (R-ND)",Senate,$250,1998
"Stallings, Richard (D-ID)",House,$250,1998
"Gorton, Slade (R-WA)",Senate,"$145,110",2000
"Inslee, Jay R (D-WA)",House,"$135,350",2000
"Bush, George W (R)",Pres,"$68,500",2000
"Baird, Brian (D-WA)",House,"$39,900",2000
"Senn, Deborah (D-WA)",Senate,"$37,901",2000
"McCain, John (R-AZ)",Senate,"$37,099",2000
"Larsen, Rick (D-WA)",House,"$36,100",2000
"Smith, Adam (D-WA)",House,"$33,750",2000
"Bradley, Bill (D)",Pres,"$33,600",2000
"Cantwell, Maria (D-WA)",Senate,"$32,350",2000
"Gore, Al (D)",Pres,"$31,750",2000
"Abraham, Spencer (R-MI)",Senate,"$24,650",2000
"Davis, Thomas James (D-WA)",House,"$19,250",2000
"Behrens-Benedict, Heidi (D-WA)",House,"$19,000",2000
"Clinton, Hillary (D-NY)",Senate,"$19,000",2000
"Dunn, Jennifer (R-WA)",House,"$16,700",2000
"Burns, Conrad (R-MT)",Senate,"$16,250",2000
"McDonald, Daniel (R-WA)",House,"$13,150",2000
"Feinstein, Dianne (D-CA)",Senate,"$13,000",2000
"Kennedy, Edward M (D-MA)",Senate,"$13,000",2000
"Murray, Patty (D-WA)",Senate,"$13,000",2000
"Frist, Bill (R-TN)",Senate,"$12,500",2000
"Bingaman, Jeff (D-NM)",Senate,"$12,000",2000
"Goodlatte, Bob (R-VA)",House,"$11,750",2000
"Dooley, Cal (D-CA)",House,"$11,500",2000
"Kyl, Jon (R-AZ)",Senate,"$11,000",2000
"Santorum, Rick (R-PA)",Senate,"$11,000",2000
"Ensign, John (R-NV)",Senate,"$10,000",2000
"Nethercutt, George R Jr (R-WA)",House,"$10,000",2000
"Snowe, Olympia (R-ME)",Senate,"$10,000",2000
"Browne, Harry (L)",Pres,"$9,975",2000
"Lazio, Rick A (R-NY)",House,"$9,950",2000
"Hastings, Doc (R-WA)",House,"$9,500",2000
"Lieberman, Joe (D-CT)",Senate,"$9,500",2000
"Ashcroft, John (R-MO)",Senate,"$9,250",2000
"Kerrey, Bob (D-NE)",Senate,"$9,250",2000
"DeWine, Mike (R-OH)",Senate,"$9,000",2000
"Gejdenson, Sam (D-CT)",House,"$9,000",2000
"Stabenow, Debbie (D-MI)",House,"$8,250",2000
"Roth, William V Jr (R-DE)",Senate,"$8,000",2000
"Dicks, Norm (D-WA)",House,"$7,500",2000
"Rogan, James E (R-CA)",House,"$7,500",2000
"Tauscher, Ellen (D-CA)",House,"$7,500",2000
"Blunt, Roy (R-MO)",House,"$7,000",2000
"Eshoo, Anna (D-CA)",House,"$7,000",2000
"Grams, Rod (R-MN)",Senate,"$7,000",2000
"Rangel, Charles B (D-NY)",House,"$7,000",2000
"Cubin, Barbara (R-WY)",House,"$6,500",2000
"Matsui, Robert T (D-CA)",House,"$6,500",2000
"Moran, Jim (D-VA)",House,"$6,500",2000
"Chabot, Steve (R-OH)",House,"$6,000",2000
"Frost, Martin (D-TX)",House,"$6,000",2000
"Allen, George (R-VA)",Senate,"$5,500",2000
"Conrad, Kent (D-ND)",Senate,"$5,500",2000
"Cleland, Max (D-GA)",Senate,"$5,250",2000
"Armey, Dick (R-TX)",House,"$5,000",2000
"Bryant, Ed (R-TN)",House,"$5,000",2000
"Conyers, John Jr (D-MI)",House,"$5,000",2000
"DeLay, Tom (R-TX)",House,"$5,000",2000
"Doolittle, John T (R-CA)",House,"$5,000",2000
"Gephardt, Richard A (D-MO)",House,"$5,000",2000
"Gordon, Bart (D-TN)",House,"$5,000",2000
"Kuykendall, Steven T (R-CA)",House,"$5,000",2000
"Lofgren, Zoe (D-CA)",House,"$5,000",2000
"Lott, Trent (R-MS)",Senate,"$5,000",2000
"McCarthy, Carolyn (D-NY)",House,"$5,000",2000
"Nelson, Ben (D-NE)",Senate,"$5,000",2000
"Stenberg, Don (R-NE)",Senate,"$5,000",2000
"Vance, Christopher M (R-WA)",House,"$4,550",2000
"Davis, Tom (R-VA)",House,"$4,500",2000
"Dingell, John D (D-MI)",House,"$4,500",2000
"Kolbe, Jim (R-AZ)",House,"$4,500",2000
"Smith, Bob (R-NH)",Senate,"$4,500",2000
"Giuliani, Rudolph W (R-NY)",Senate,"$4,200",2000
"Baucus, Max (D-MT)",Senate,"$4,000",2000
"Bilbray, Brian P (R-CA)",House,"$4,000",2000
"Clyburn, James E (D-SC)",House,"$4,000",2000
"Coble, Howard (R-NC)",House,"$4,000",2000
"Etheridge, Bob (D-NC)",House,"$4,000",2000
"Gekas, George W (R-PA)",House,"$4,000",2000
"Hutchinson, Asa (R-AR)",House,"$4,000",2000
"Hutchison, Kay Bailey (R-TX)",Senate,"$4,000",2000
"Hyde, Henry J (R-IL)",House,"$4,000",2000
"Landrieu, Mary L (D-LA)",Senate,"$4,000",2000
"Nader, Ralph (3)",Pres,"$4,000",2000
"Pickering, Charles (Chip) Jr (R-MS)",House,"$4,000",2000
"Roemer, Tim (D-IN)",House,"$4,000",2000
"Vitter, David (R-LA)",House,"$4,000",2000
"Wilson, Heather A (R-NM)",House,"$4,000",2000
"Cannon, Chris (R-UT)",House,"$3,500",2000
"Capps, Lois (D-CA)",House,"$3,500",2000
"Ford, Harold E Jr (D-TN)",House,"$3,500",2000
"Gramm, Phil (R-TX)",Senate,"$3,500",2000
"Johnson, Nancy L (R-CT)",House,"$3,500",2000
"Northup, Anne M (R-KY)",House,"$3,500",2000
"Putnam, Adam H (R-FL)",House,"$3,500",2000
"Ryan, Paul (R-WI)",House,"$3,500",2000
"Schrock, Ed (R-VA)",House,"$3,500",2000
"Schumer, Charles E (D-NY)",Senate,"$3,500",2000
"Schweitzer, Brian (D-MT)",Senate,"$3,500",2000
"Jeffords, James M (R-VT)",Senate,"$3,250",2000
"Keefe, Thomas P Jr (D-WA)",House,"$3,250",2000
"Bachus, Spencer (R-AL)",House,"$3,000",2000
"Bentsen, Ken (D-TX)",House,"$3,000",2000
"Berman, Howard L (D-CA)",House,"$3,000",2000
"Bono Mack, Mary (R-CA)",House,"$3,000",2000
"Boucher, Rick (D-VA)",House,"$3,000",2000
"Burr, Richard (R-NC)",House,"$3,000",2000
"Buyer, Steve (R-IN)",House,"$3,000",2000
"Chafee, Lincoln (R-RI)",Senate,"$3,000",2000
"Cramer, Bud (D-AL)",House,"$3,000",2000
"Crane, Phil (R-IL)",House,"$3,000",2000
"Cunningham, Randy (Duke) (R-CA)",House,"$3,000",2000
"DeGette, Diana (D-CO)",House,"$3,000",2000
"Fossella, Vito (R-NY)",House,"$3,000",2000
"Gallegly, Elton (R-CA)",House,"$3,000",2000
"Gibbons, Jim (R-NV)",House,"$3,000",2000
"Green, Mark (R-WI)",House,"$3,000",2000
"Hall, Ralph (D-TX)",House,"$3,000",2000
"John, Chris (D-LA)",House,"$3,000",2000
"Kind, Ron (D-WI)",House,"$3,000",2000
"Luther, Bill (D-MN)",House,"$3,000",2000
"McCrery, Jim (R-LA)",House,"$3,000",2000
"Meehan, Marty (D-MA)",House,"$3,000",2000
"Miller, Zell (D-GA)",Senate,"$3,000",2000
"Scarborough, Joe (R-FL)",House,"$3,000",2000
"Shadegg, John (R-AZ)",House,"$3,000",2000
"Shaw, E Clay Jr (R-FL)",House,"$3,000",2000
"Tanner, John (D-TN)",House,"$3,000",2000
"Tauzin, Billy (R-LA)",House,"$3,000",2000
"Thomas, Bill (R-CA)",House,"$3,000",2000
"Thompson, Bennie G (D-MS)",House,"$3,000",2000
"Towns, Edolphus (D-NY)",House,"$3,000",2000
"Whitfield, Ed (R-KY)",House,"$3,000",2000
"Graham, Lindsey (R-SC)",House,"$2,750",2000
"McDermott, Jim (D-WA)",House,"$2,750",2000
"Sensenbrenner, F James Jr (R-WI)",House,"$2,749",2000
"Akaka, Daniel K (D-HI)",Senate,"$2,500",2000
"Becerra, Xavier (D-CA)",House,"$2,500",2000
"Davis, Jim (D-FL)",House,"$2,500",2000
"Dole, Elizabeth (R)",Pres,"$2,500",2000
"Farr, Sam (D-CA)",House,"$2,500",2000
"Goss, Porter (R-FL)",House,"$2,500",2000
"Hart, Melissa (R-PA)",House,"$2,500",2000
"Hastert, Dennis (R-IL)",House,"$2,500",2000
"Honda, Mike (D-CA)",House,"$2,500",2000
"Hulshof, Kenny (R-MO)",House,"$2,500",2000
"Issa, Darrell (R-CA)",House,"$2,500",2000
"Morella, Connie (R-MD)",House,"$2,500",2000
"Rogers, Hal (R-KY)",House,"$2,500",2000
"Sawyer, Tom (D-OH)",House,"$2,500",2000
"Stearns, Cliff (R-FL)",House,"$2,500",2000
"Watt, Melvin L (D-NC)",House,"$2,500",2000
"Young, C W Bill (R-FL)",House,"$2,500",2000
"Flynn, Thomas J (D-WA)",House,"$2,250",2000
"Pomeroy, Earl (D-ND)",House,"$2,250",2000
"Sublette, William E (R-FL)",House,"$2,100",2000
"Aderholt, Robert B (R-AL)",House,"$2,000",2000
"Baldwin, Tammy (D-WI)",House,"$2,000",2000
"Barton, Joe (R-TX)",House,"$2,000",2000
"Bilirakis, Michael (R-FL)",House,"$2,000",2000
"Bonior, David E (D-MI)",House,"$2,000",2000
"Clement, Bob (D-TN)",House,"$2,000",2000
"Cox, Christopher (R-CA)",House,"$2,000",2000
"Domenici, Pete V (R-NM)",Senate,"$2,000",2000
"Durbin, Dick (D-IL)",Senate,"$2,000",2000
"Edwards, Chet (D-TX)",House,"$2,000",2000
"Flake, Jeff (R-AZ)",House,"$2,000",2000
"Flanagan, Edward Sawyer (D-VT)",Senate,"$2,000",2000
"Foley, Mark (R-FL)",House,"$2,000",2000
"Frank, Barney (D-MA)",House,"$2,000",2000
"Green, Gene (D-TX)",House,"$2,000",2000
"Grucci, Felix J Jr (R-NY)",House,"$2,000",2000
"Harman, Jane (D-CA)",House,"$2,000",2000
"Hayes, Robin (R-NC)",House,"$2,000",2000
"Hooley, Darlene (D-OR)",House,"$2,000",2000
"Hoyer, Steny H (D-MD)",House,"$2,000",2000
"Hutchinson, Tim (R-AR)",Senate,"$2,000",2000
"Jackson Lee, Sheila (D-TX)",House,"$2,000",2000
"Jefferson, William J (D-LA)",House,"$2,000",2000
"Johnson, Eddie Bernice (D-TX)",House,"$2,000",2000
"Keller, Ric (R-FL)",House,"$2,000",2000
"Kennedy, Mark (R-MN)",House,"$2,000",2000
"Kennedy, Patrick J (D-RI)",House,"$2,000",2000
"Langevin, Jim (D-RI)",House,"$2,000",2000
"Largent, Steve (R-OK)",House,"$2,000",2000
"Levin, Sander (D-MI)",House,"$2,000",2000
"Lewis, Ron (R-KY)",House,"$2,000",2000
"Lugar, Richard G (R-IN)",Senate,"$2,000",2000
"McConnell, Mitch (R-KY)",Senate,"$2,000",2000
"Miller, Dan (R-FL)",House,"$2,000",2000
"Miller, Gary (R-CA)",House,"$2,000",2000
"Moore, Dennis (D-KS)",House,"$2,000",2000
"Neal, Richard E (D-MA)",House,"$2,000",2000
"Ose, Doug (R-CA)",House,"$2,000",2000
"Pease, Ed (R-IN)",House,"$2,000",2000
"Pombo, Richard W (R-CA)",House,"$2,000",2000
"Reed, Jack (D-RI)",Senate,"$2,000",2000
"Reyes, Ben T (D-TX)",House,"$2,000",2000
"Rush, Bobby L (D-IL)",House,"$2,000",2000
"Saxton, Jim (R-NJ)",House,"$2,000",2000
"Schiff, Adam (D-CA)",House,"$2,000",2000
"Sessions, Jeff (R-AL)",Senate,"$2,000",2000
"Smith, Gordon H (R-OR)",Senate,"$2,000",2000
"Stenholm, Charles W (D-TX)",House,"$2,000",2000
"Tancredo, Tom (R-CO)",House,"$2,000",2000
"Upton, Fred (R-MI)",House,"$2,000",2000
"Watts, J C Jr (R-OK)",House,"$2,000",2000
"Waxman, Henry (D-CA)",House,"$2,000",2000
"Young, Don (R-AK)",House,"$2,000",2000
"Szwaja, Joseph Brian (3-WA)",House,"$1,950",2000
"Bass, Charles (R-NH)",House,"$1,500",2000
"Brown, Henry (R-SC)",House,"$1,500",2000
"Byrd, Robert C (D-WV)",Senate,"$1,500",2000
"Carper, Tom (D-DE)",Senate,"$1,500",2000
"Crenshaw, Ander (R-FL)",House,"$1,500",2000
"Davis, Jo Ann (R-VA)",House,"$1,500",2000
"Ehlers, Vernon J (R-MI)",House,"$1,500",2000
"Ehrlich, Bob (R-MD)",House,"$1,500",2000
"Ganske, Greg (R-IA)",House,"$1,500",2000
"Hayworth, J D (R-AZ)",House,"$1,500",2000
"Holt, Rush (D-NJ)",House,"$1,500",2000
"Houghton, Amo (R-NY)",House,"$1,500",2000
"McInnis, Scott (R-CO)",House,"$1,500",2000
"Moakley, Joe (D-MA)",House,"$1,500",2000
"Norwood, Charles W (R-GA)",House,"$1,500",2000
"Otter, C L (Butch) (R-ID)",House,"$1,500",2000
"Oxley, Michael G (R-OH)",House,"$1,500",2000
"Ryun, Jim (R-KS)",House,"$1,500",2000
"Sanchez, Loretta (D-CA)",House,"$1,500",2000
"Sessions, Pete (R-TX)",House,"$1,500",2000
"Sherwood, Don (R-PA)",House,"$1,500",2000
"Sununu, John E (R-NH)",House,"$1,500",2000
"Walden, Greg (R-OR)",House,"$1,500",2000
"Forbes, Michael P (D-NY)",House,"$1,250",2000
"Levin, Susan Bass (D-NJ)",House,"$1,250",2000
"Paul, Ron (R-TX)",House,"$1,250",2000
"Leahy, Patrick (D-VT)",Senate,"$1,150",2000
"Akin, Todd (R-MO)",House,"$1,000",2000
"Allard, Wayne (R-CO)",Senate,"$1,000",2000
"Barcia, Jim (D-MI)",House,"$1,000",2000
"Barrett, Tom (D-WI)",House,"$1,000",2000
"Bayh, Evan (D-IN)",Senate,"$1,000",2000
"Bennett, Robert F (R-UT)",Senate,"$1,000",2000
"Berry, Marion (D-AR)",House,"$1,000",2000
"Bonilla, Henry (R-TX)",House,"$1,000",2000
"Boswell, Leonard (D-IA)",House,"$1,000",2000
"Bunning, Jim (R-KY)",Senate,"$1,000",2000
"Burton, Dan (R-IN)",House,"$1,000",2000
"Campbell, Tom (R-CA)",House,"$1,000",2000
"Cantor, Eric (R-VA)",House,"$1,000",2000
"Carson, Brad R (D-OK)",House,"$1,000",2000
"Chambliss, Saxby (R-GA)",House,"$1,000",2000
"Clay, William L Jr (D-MO)",House,"$1,000",2000
"Condit, Gary A (D-CA)",House,"$1,000",2000
"Coverdell, Paul (R-GA)",Senate,"$1,000",2000
"Craig, Larry (R-ID)",Senate,"$1,000",2000
"Crapo, Mike (R-ID)",Senate,"$1,000",2000
"Culberson, John (R-TX)",House,"$1,000",2000
"Deal, Nathan (R-GA)",House,"$1,000",2000
"Deutsch, Peter (D-FL)",House,"$1,000",2000
"Diaz-Balart, Lincoln (R-FL)",House,"$1,000",2000
"Emerson, Jo Ann (R-MO)",House,"$1,000",2000
"Evans, Lane (D-IL)",House,"$1,000",2000
"Ferguson, Mike (R-NJ)",House,"$1,000",2000
"Flaherty, Daniel Thomas (D-WI)",House,"$1,000",2000
"Garrett, Scott (R-NJ)",House,"$1,000",2000
"Glenn, Dylan C (R-GA)",House,"$1,000",2000
"Gonzalez, Charlie A (D-TX)",House,"$1,000",2000
"Grassley, Chuck (R-IA)",Senate,"$1,000",2000
"Hagel, Chuck (R-NE)",Senate,"$1,000",2000
"Hill, Baron (D-IN)",House,"$1,000",2000
"Hobson, Dave (R-OH)",House,"$1,000",2000
"Jenkins, Bill (R-TN)",House,"$1,000",2000
"Johnson, Sam (R-TX)",House,"$1,000",2000
"Johnson, Tim (D-SD)",Senate,"$1,000",2000
"Kerns, Brian (R-IN)",House,"$1,000",2000
"Kerry, John (D-MA)",Senate,"$1,000",2000
"Kingston, Jack (R-GA)",House,"$1,000",2000
"Kostmayer, Peter H (D-PA)",Senate,"$1,000",2000
"Lewis, Jerry (R-CA)",House,"$1,000",2000
"Lewis, John (D-GA)",House,"$1,000",2000
"Lucas, Ken (D-KY)",House,"$1,000",2000
"Markey, Ed (D-MA)",House,"$1,000",2000
"McCarthy, Karen (D-MO)",House,"$1,000",2000
"McCollum, Bill (R-FL)",House,"$1,000",2000
"McGuire, Mary Jo (D-MN)",House,"$1,000",2000
"Murtha, John P (D-PA)",House,"$1,000",2000
"Myrick, Sue (R-NC)",House,"$1,000",2000
"Nelson, Bill (D-FL)",Senate,"$1,000",2000
"Ney, Bob (R-OH)",House,"$1,000",2000
"Nussle, Jim (R-IA)",House,"$1,000",2000
"Obey, David R (D-WI)",House,"$1,000",2000
"Pallone, Frank Jr (D-NJ)",House,"$1,000",2000
"Pelosi, Nancy (D-CA)",House,"$1,000",2000
"Pence, Mike (R-IN)",House,"$1,000",2000
"Price, David (D-NC)",House,"$1,000",2000
"Pryce, Deborah (R-OH)",House,"$1,000",2000
"Quinn, Jack (R-NY)",House,"$1,000",2000
"Ramstad, Jim (R-MN)",House,"$1,000",2000
"Robb, Charles S (D-VA)",Senate,"$1,000",2000
"Ros-Lehtinen, Ileana (R-FL)",House,"$1,000",2000
"Ross, Mike (D-AR)",House,"$1,000",2000
"Roukema, Marge (R-NJ)",House,"$1,000",2000
"Roybal-Allard, Lucille (D-CA)",House,"$1,000",2000
"Sarbanes, Paul S (D-MD)",Senate,"$1,000",2000
"Shimkus, John M (R-IL)",House,"$1,000",2000
"Smith, Lamar (R-TX)",House,"$1,000",2000
"Snyder, Vic (D-AR)",House,"$1,000",2000
"Spratt, John M Jr (D-SC)",House,"$1,000",2000
"Stevens, Ted (R-AK)",Senate,"$1,000",2000
"Stupak, Bart (D-MI)",House,"$1,000",2000
"Thomas, Craig (R-WY)",Senate,"$1,000",2000
"Thune, John (R-SD)",House,"$1,000",2000
"Turner, Jim (D-TX)",House,"$1,000",2000
"Udall, Mark (D-CO)",House,"$1,000",2000
"Waters, Maxine (D-CA)",House,"$1,000",2000
"Wicker, Roger (R-MS)",House,"$1,000",2000
"Wolf, Frank (R-VA)",House,"$1,000",2000
"Wright, Jeffrey E (R-UT)",House,"$1,000",2000
"Wynn, Albert R (D-MD)",House,"$1,000",2000
"Howell, Carla (L-MA)",Senate,$950,2000
"Koster, John (R-WA)",House,$750,2000
"Bishop, Sanford (D-GA)",House,$500,2000
"Brokaw, Wayne (D-WA)",House,$500,2000
"Camp, Dave (R-MI)",House,$500,2000
"Cardin, Ben (D-MD)",House,$500,2000
"Clayton, Eva M (D-NC)",House,$500,2000
"Cook, Merrill (R-UT)",House,$500,2000
"Crowley, Joseph (D-NY)",House,$500,2000
"Doggett, Lloyd (D-TX)",House,$500,2000
"Gillmor, Paul E (R-OH)",House,$500,2000
"Herger, Wally (R-CA)",House,$500,2000
"Isakson, Johnny (R-GA)",House,$500,2000
"Jordan, Eleanor (D-KY)",House,$500,2000
"King, Pete (R-NY)",House,$500,2000
"McIntosh, David M (R-IN)",House,$500,2000
