Recipient,Office,Contributions(Total),Cycle
"Howell, Carla (L-MA)",Senate,$250,2000
"Strickland, Tom (D-Colo)",Senate,"$1,500",2002
"Eshoo, Anna (D-Calif)",House,"$1,000",2002
"Lofgren, Zoe (D-Calif)",House,"$1,000",2002
"Kerry, John (D-MA)",Senate,"$49,750",2004
"Eshoo, Anna (D-CA)",House,"$9,000",2004
"Dean, Howard (D)",Pres,"$8,200",2004
"Gephardt, Richard A (D-MO)",House,"$4,000",2004
"Markey, Ed (D-MA)",House,"$4,000",2004
"Obama, Barack (D-IL)",Senate,"$4,000",2004
"Wyden, Ron (D-OR)",Senate,"$4,000",2004
"Bush, George W (R)",Pres,"$3,250",2004
"Leahy, Patrick (D-VT)",Senate,"$2,000",2004
"Lieberman, Joe (D-CT)",Senate,"$2,000",2004
"Cantwell, Maria (D-WA)",Senate,"$1,000",2004
"Castor, Betty (D-FL)",Senate,"$1,000",2004
"Bowles, Erskine B (D-NC)",Senate,$650,2004
"Barend, Samara (D-NY)",House,$500,2004
"Bean, Melissa (D-IL)",House,$500,2004
"Daly, Teresa Ann (D-MN)",House,$500,2004
"Daschle, Tom (D-SD)",Senate,$500,2004
"Driscoll, Joseph Edward (D-PA)",House,$500,2004
"Keever, Patsy (D-NC)",House,$500,2004
"Salazar, Ken (D-CO)",Senate,$500,2004
"Carson, Brad R (D-OK)",House,$250,2004
"Clark, Wesley (D)",Pres,$250,2004
"Nader, Ralph (3)",Pres,$250,2004
"Cobb, David Keith (3)",Pres,$200,2004
"Clinton, Hillary (D-NY)",Senate,"$11,650",2006
"Wall, Jamie (D-WI)",House,"$9,550",2006
"Pelosi, Nancy (D-CA)",House,"$9,400",2006
"Cantwell, Maria (D-WA)",Senate,"$4,200",2006
"Stabenow, Debbie (D-MI)",Senate,"$3,900",2006
"McNerney, Jerry (D-CA)",House,"$3,500",2006
"Eshoo, Anna (D-CA)",House,"$3,100",2006
"Markey, Ed (D-MA)",House,"$3,100",2006
"Miller, Harris N (D-VA)",Senate,"$3,000",2006
"Webb, Jim (D-VA)",Senate,"$2,700",2006
"McCaskill, Claire (D-MO)",Senate,"$2,450",2006
"Talent, James M (R-MO)",Senate,"$2,100",2006
"Bayh, Evan (D-IN)",Senate,"$2,000",2006
"Hastert, Dennis (R-IL)",House,"$2,000",2006
"Lamont, Ned (D-CT)",Senate,"$2,000",2006
"Madrid, Patricia A (D-NM)",House,"$2,000",2006
"Obama, Barack (D-IL)",Senate,"$2,000",2006
"Smith, Lamar (R-TX)",House,"$2,000",2006
"Snowe, Olympia (R-ME)",Senate,"$2,000",2006
"Wilson, Heather A (R-NM)",House,"$2,000",2006
"Ford, Harold E Jr (D-TN)",House,"$1,520",2006
"Carter, John William (D-NV)",Senate,"$1,500",2006
"Giffords, Gabrielle (D-AZ)",House,"$1,500",2006
"Lampson, Nick (D-TX)",House,"$1,500",2006
"Sestak, Joe (D-PA)",House,"$1,500",2006
"Tester, Jon (D-MT)",Senate,"$1,500",2006
"Burner, Darcy (D-WA)",House,"$1,250",2006
"Gillibrand, Kirsten (D-NY)",House,"$1,214",2006
"McCain, John (R-AZ)",Senate,"$1,050",2006
"Barton, Joe (R-TX)",House,"$1,000",2006
"Boehner, John (R-OH)",House,"$1,000",2006
"Boucher, Rick (D-VA)",House,"$1,000",2006
"Boxer, Barbara (D-CA)",Senate,"$1,000",2006
"Braley, Bruce (D-IA)",House,"$1,000",2006
"Brown, Sherrod (D-OH)",House,"$1,000",2006
"Cannon, Chris (R-UT)",House,"$1,000",2006
"DeWine, Mike (R-OH)",Senate,"$1,000",2006
"Dingell, John D (D-MI)",House,"$1,000",2006
"Dorgan, Byron L (D-ND)",Senate,"$1,000",2006
"Feinstein, Dianne (D-CA)",Senate,"$1,000",2006
"Hatch, Orrin G (R-UT)",Senate,"$1,000",2006
"Klein, Ron (D-FL)",House,"$1,000",2006
"Leahy, Patrick (D-VT)",Senate,"$1,000",2006
"Lofgren, Zoe (D-CA)",House,"$1,000",2006
"McConnell, Mitch (R-KY)",Senate,"$1,000",2006
"Murphy, Lois (D-PA)",House,"$1,000",2006
"Perlmutter, Ed (D-CO)",House,"$1,000",2006
"Reid, Harry (D-NV)",Senate,"$1,000",2006
"Rogers, Mike (R-MI)",House,"$1,000",2006
"Santorum, Rick (R-PA)",Senate,"$1,000",2006
"Sensenbrenner, F James Jr (R-WI)",House,"$1,000",2006
"Smith, Gordon H (R-OR)",Senate,"$1,000",2006
"Specter, Arlen (R-PA)",Senate,"$1,000",2006
"Stevens, Ted (R-AK)",Senate,"$1,000",2006
"Sununu, John E (R-NH)",Senate,"$1,000",2006
"Walden, Greg (R-OR)",House,"$1,000",2006
"Derby, Jill T (D-NV)",House,$964,2006
"Shuldiner, Benjamin Oliver (D-NY)",House,$750,2006
"Busansky, Phyllis H (D-FL)",House,$714,2006
"Hill, Baron (D-IN)",House,$714,2006
"Lucas, Ken (D-KY)",House,$714,2006
"Mitchell, Harry (D-AZ)",House,$714,2006
"Arcuri, Mike (D-NY)",House,$500,2006
"Ashdown, Pete (D-UT)",Senate,$500,2006
"Bean, Melissa (D-IL)",House,$500,2006
"Brown, Charles D (D-CA)",House,$500,2006
"Carter, Karen R (D-LA)",House,$500,2006
"Casey, Bob (D-PA)",Senate,$500,2006
"Conyers, John Jr (D-MI)",House,$500,2006
"Courtney, Joe (D-CT)",House,$500,2006
"Duckworth, Tammy (D-IL)",House,$500,2006
"Farrell, Diane Goss (D-CT)",House,$500,2006
"Hackett, Paul (D-OH)",Senate,$500,2006
"Hafen, Tessa (D-NV)",House,$500,2006
"Kagen, Steve (D-WI)",House,$500,2006
"Kilroy, Mary Jo (D-OH)",House,$500,2006
"Lee, Barbara (D-CA)",House,$500,2006
"Marcinkowski, James (D-MI)",House,$500,2006
"Miller, Jeff (R-FL)",House,$500,2006
"Murphy, Christopher S (D-CT)",House,$500,2006
"Nelson, Bill (D-FL)",Senate,$500,2006
"Pederson, Jim (D-AZ)",Senate,$500,2006
"Shuler, Heath (D-NC)",House,$500,2006
"Wetterling, Patty (D-MN)",House,$500,2006
"Kerry, John (D-MA)",Senate,$363,2006
"Altmire, Jason (D-PA)",House,$250,2006
"Hodes, Paul W (D-NH)",House,$250,2006
"Kucinich, Dennis (D-OH)",House,$250,2006
"Wulsin, Victoria Wells (D-OH)",House,$250,2006
"McGavick, Michael (R-WA)",Senate,$200,2006
"Obama, Barack (D-IL)",Senate,"$823,355",2008
"Clinton, Hillary (D-NY)",Senate,"$72,250",2008
"Paul, Ron (R-TX)",House,"$56,001",2008
"Warner, Mark (D-VA)",Senate,"$23,200",2008
"McCain, John (R-AZ)",Senate,"$21,000",2008
"Eshoo, Anna (D-CA)",House,"$18,300",2008
"Lofgren, Zoe (D-CA)",House,"$18,300",2008
"Sununu, John E (R-NH)",Senate,"$17,300",2008
"Pelosi, Nancy (D-CA)",House,"$16,300",2008
"Smith, Gordon H (R-OR)",Senate,"$15,300",2008
"Edwards, John (D)",Pres,"$11,850",2008
"Markey, Ed (D-MA)",House,"$11,000",2008
"Leahy, Patrick (D-VT)",Senate,"$10,550",2008
"Specter, Arlen (R-PA)",Senate,"$10,300",2008
"Dingell, John D (D-MI)",House,"$10,000",2008
"Durbin, Dick (D-IL)",Senate,"$8,150",2008
"McConnell, Mitch (R-KY)",Senate,"$8,000",2008
"Giuliani, Rudolph W (R)",Pres,"$7,900",2008
"Rockefeller, Jay (D-WV)",Senate,"$7,500",2008
"Boucher, Rick (D-VA)",House,"$7,000",2008
"Conyers, John Jr (D-MI)",House,"$7,000",2008
"Seals, Dan (D-IL)",House,"$6,900",2008
"Franken, Al (D-MN)",Senate,"$6,550",2008
"Goodlatte, Bob (R-VA)",House,"$6,000",2008
"Reid, Harry (D-NV)",Senate,"$6,000",2008
"Berman, Howard L (D-CA)",House,"$5,500",2008
"Richardson, Bill (D)",Pres,"$5,050",2008
"Barton, Joe (R-TX)",House,"$5,000",2008
"Boehner, John (R-OH)",House,"$5,000",2008
"Boxer, Barbara (D-CA)",Senate,"$5,000",2008
"Cornyn, John (R-TX)",Senate,"$5,000",2008
"Putnam, Adam H (R-FL)",House,"$5,000",2008
"Wyden, Ron (D-OR)",Senate,"$5,000",2008
"Martin, James Francis (D-GA)",Senate,"$4,623",2008
"Brownback, Sam (R-KS)",Senate,"$4,600",2008
"Cannon, Chris (R-UT)",House,"$4,500",2008
"Madia, Ashwin (D-MN)",House,"$4,300",2008
"Dorgan, Byron L (D-ND)",Senate,"$4,000",2008
"Honda, Mike (D-CA)",House,"$4,000",2008
"Shimkus, John M (R-IL)",House,"$4,000",2008
"Walden, Greg (R-OR)",House,"$4,000",2008
"Burner, Darcy (D-WA)",House,"$3,500",2008
"Graham, Lindsey (R-SC)",Senate,"$3,500",2008
"Smith, Lamar (R-TX)",House,"$3,500",2008
"Stearns, Cliff (R-FL)",House,"$3,500",2008
"Cantor, Eric (R-VA)",House,"$3,000",2008
"Emanuel, Rahm (D-IL)",House,"$3,000",2008
"Kyl, Jon (R-AZ)",Senate,"$3,000",2008
"Nadler, Jerrold (D-NY)",House,"$3,000",2008
"Shaheen, Jeanne (D-NH)",Senate,"$3,000",2008
"Udall, Mark (D-CO)",House,"$3,000",2008
"Berkowitz, Ethan A (D-AK)",House,"$2,800",2008
"Markey, Betsy (D-CO)",House,"$2,800",2008
"Romney, Mitt (R)",Pres,"$2,700",2008
"Nader, Ralph (I)",Pres,"$2,610",2008
"DeMint, Jim (R-SC)",Senate,"$2,500",2008
"Feinstein, Dianne (D-CA)",Senate,"$2,500",2008
"Inouye, Daniel K (D-HI)",Senate,"$2,500",2008
"Nelson, Bill (D-FL)",Senate,"$2,500",2008
"Thune, John (R-SD)",Senate,"$2,500",2008
"Whitehouse, Sheldon (D-RI)",Senate,"$2,500",2008
"Black, Stephen L (D-OH)",House,"$2,300",2008
"Driehaus, Steve (D-OH)",House,"$2,300",2008
"Hatch, Orrin G (R-UT)",Senate,"$2,300",2008
"Kucinich, Dennis (D-OH)",House,"$2,300",2008
"Minnick, Walt (D-ID)",House,"$2,300",2008
"Sestak, Joe (D-PA)",House,"$2,300",2008
"Chabot, Steve (R-OH)",House,"$2,000",2008
"Clyburn, James E (D-SC)",House,"$2,000",2008
"Deal, Nathan (R-GA)",House,"$2,000",2008
"Doyle, Mike (D-PA)",House,"$2,000",2008
"Dreier, David (R-CA)",House,"$2,000",2008
"Giffords, Gabrielle (D-AZ)",House,"$2,000",2008
"Johanns, Mike (R-NE)",Senate,"$2,000",2008
"Kerry, John (D-MA)",Senate,"$2,000",2008
"Pryor, Mark (D-AR)",Senate,"$2,000",2008
"Schultz, Debbie Wasserman (D-FL)",House,"$2,000",2008
"Sensenbrenner, F James Jr (R-WI)",House,"$2,000",2008
"Speier, Jackie (D-CA)",House,"$2,000",2008
"Teague, Harry (D-NM)",House,"$2,000",2008
"Terry, Lee (R-NE)",House,"$2,000",2008
"Whitfield, Ed (R-KY)",House,"$2,000",2008
"Allen, Tom H (D-ME)",House,"$1,750",2008
"McNerney, Jerry (D-CA)",House,"$1,750",2008
"Begich, Mark (D-AK)",Senate,"$1,700",2008
"Connolly, Gerry (D-VA)",House,"$1,500",2008
"Hagan, Kay R (D-NC)",Senate,"$1,500",2008
"Harper, Scott (D-IL)",House,"$1,500",2008
"Heinrich, Martin (D-NM)",House,"$1,500",2008
"Hoyer, Steny H (D-MD)",House,"$1,500",2008
"Lewis, John (D-GA)",House,"$1,500",2008
"Lunsford, Bruce (D-KY)",Senate,"$1,500",2008
"Snowe, Olympia (R-ME)",Senate,"$1,500",2008
"Lee, Barbara (D-CA)",House,"$1,300",2008
