Recipient,Office,Contributions(Total),Cycle
"Bush, George W (R)",Pres,"$87,610",2004
"Gephardt, Richard A (D-MO)",House,"$20,050",2004
"Lieberman, Joe (D-CT)",Senate,"$17,500",2004
"Boxer, Barbara (D-CA)",Senate,"$14,850",2004
"Daschle, Tom (D-SD)",Senate,"$13,886",2004
"Reid, Harry (D-NV)",Senate,"$12,225",2004
"Baker, Richard (R-LA)",House,"$11,243",2004
"Dodd, Chris (D-CT)",Senate,"$11,000",2004
"Oxley, Michael G (R-OH)",House,"$11,000",2004
"Ensign, John (R-NV)",Senate,"$10,500",2004
"Bennett, Robert F (R-UT)",Senate,"$10,000",2004
"Feinstein, Dianne (D-CA)",Senate,"$10,000",2004
"Dean, Howard (D)",Pres,"$9,900",2004
"Bayh, Evan (D-IN)",Senate,"$9,000",2004
"Clark, Wesley (D)",Pres,"$8,250",2004
"Mikulski, Barbara A (D-MD)",Senate,"$7,000",2004
"Eshoo, Anna (D-CA)",House,"$6,750",2004
"Gregg, Judd (R-NH)",Senate,"$6,500",2004
"Burr, Richard (R-NC)",House,"$6,250",2004
"Cochran, Thad (R-MS)",Senate,"$5,000",2004
"Hooley, Darlene (D-OR)",House,"$5,000",2004
"Lofgren, Zoe (D-CA)",House,"$4,531",2004
"Wu, David (D-OR)",House,"$4,500",2004
"Barton, Joe (R-TX)",House,"$4,000",2004
"Specter, Arlen (R-PA)",Senate,"$4,000",2004
"Obama, Barack (D-IL)",Senate,"$3,835",2004
"Ameri, Goli Yazdi (R-OR)",House,"$3,000",2004
"Blunt, Roy (R-MO)",House,"$3,000",2004
"Bowles, Erskine B (D-NC)",Senate,"$3,000",2004
"Menendez, Robert (D-NJ)",House,"$3,000",2004
"Miller, Brad (D-NC)",House,"$3,000",2004
"Wyden, Ron (D-OR)",Senate,"$3,000",2004
"Hastert, Dennis (R-IL)",House,"$2,500",2004
"Meeks, Gregory W (D-NY)",House,"$2,250",2004
"Cantor, Eric (R-VA)",House,"$2,000",2004
"Cantwell, Maria (D-WA)",Senate,"$2,000",2004
"Enzi, Mike (R-WY)",Senate,"$2,000",2004
"Feingold, Russ (D-WI)",Senate,"$2,000",2004
"Gallagher, Tom (D-NV)",House,"$2,000",2004
"Goodlatte, Bob (R-VA)",House,"$2,000",2004
"Gutknecht, Gil (R-MN)",House,"$2,000",2004
"Hobson, Dave (R-OH)",House,"$2,000",2004
"Honda, Mike (D-CA)",House,"$2,000",2004
"Inslee, Jay R (D-WA)",House,"$2,000",2004
"Landrieu, Mary L (D-LA)",Senate,"$2,000",2004
"Meehan, Marty (D-MA)",House,"$2,000",2004
"Mongiardo, Daniel (D-KY)",Senate,"$2,000",2004
"Murray, Patty (D-WA)",Senate,"$2,000",2004
"Pelosi, Nancy (D-CA)",House,"$2,000",2004
"Ros-Lehtinen, Ileana (R-FL)",House,"$2,000",2004
"Sensenbrenner, F James Jr (R-WI)",House,"$2,000",2004
"Shays, Christopher (R-CT)",House,"$2,000",2004
"Smith, Adam (D-WA)",House,"$2,000",2004
"Knowles, Tony (D-AK)",Senate,"$1,750",2004
"Abu-Ghazalah, Maad (D-CA)",House,"$1,600",2004
"Ryan, Jack (R-IL)",Senate,"$1,500",2004
"Morrison, Richard (D-TX)",House,"$1,300",2004
"John, Chris (D-LA)",House,"$1,250",2004
"Khanna, Ro (D-CA)",House,"$1,250",2004
"Leahy, Patrick (D-VT)",Senate,"$1,250",2004
"Nader, Ralph (3)",Pres,"$1,250",2004
"Badnarik, Michael (L)",Pres,"$1,200",2004
"Wagner, Brett (D-CA)",House,"$1,037",2004
"Bass, Charles (R-NH)",House,"$1,000",2004
"Boehlert, Sherwood (R-NY)",House,"$1,000",2004
"Brownback, Sam (R-KS)",Senate,"$1,000",2004
"Campbell, Ben Nighthorse (R-CO)",Senate,"$1,000",2004
"Cannon, Chris (R-UT)",House,"$1,000",2004
"Capito, Shelley Moore (R-WV)",House,"$1,000",2004
"Davis, Jim (D-FL)",House,"$1,000",2004
"Davis, Tom (R-VA)",House,"$1,000",2004
"DeMint, Jim (R-SC)",House,"$1,000",2004
"DeWine, Mike (R-OH)",Senate,"$1,000",2004
"Dingell, John D (D-MI)",House,"$1,000",2004
"Feeney, Tom (R-FL)",House,"$1,000",2004
"Ferguson, Mike (R-NJ)",House,"$1,000",2004
"Graham, Bob (D-FL)",Senate,"$1,000",2004
"Grassley, Chuck (R-IA)",Senate,"$1,000",2004
"Hinojosa, Ruben (D-TX)",House,"$1,000",2004
"Hoyer, Steny H (D-MD)",House,"$1,000",2004
"Kind, Ron (D-WI)",House,"$1,000",2004
"Lincoln, Blanche (D-AR)",Senate,"$1,000",2004
"Lucas, Frank D (R-OK)",House,"$1,000",2004
"McKinney, Cynthia (D-GA)",House,"$1,000",2004
"Rangel, Charles B (D-NY)",House,"$1,000",2004
"Reynolds, Tom (R-NY)",House,"$1,000",2004
"Ross, Mike (D-AR)",House,"$1,000",2004
"Sandlin, Max (D-TX)",House,"$1,000",2004
"Shadegg, John (R-AZ)",House,"$1,000",2004
"Smith, Gordon H (R-OR)",Senate,"$1,000",2004
"Smith, Lamar (R-TX)",House,"$1,000",2004
"Sununu, John E (R-NH)",Senate,"$1,000",2004
"Tauscher, Ellen (D-CA)",House,"$1,000",2004
"Upton, Fred (R-MI)",House,"$1,000",2004
"Velazquez, Nydia M (D-NY)",House,"$1,000",2004
"Visclosky, Pete (D-IN)",House,"$1,000",2004
"Waters, Maxine (D-CA)",House,"$1,000",2004
"Watt, Melvin L (D-NC)",House,"$1,000",2004
"Smith, Jeff (D-MO)",House,$750,2004
"Price, David (D-NC)",House,$725,2004
"Cobb, David Keith (3)",Pres,$500,2004
"Crews, Ronald A (R-MA)",House,$500,2004
"Edwards, John (D-NC)",Senate,$500,2004
"Harman, Jane (D-CA)",House,$500,2004
"Hynes, Daniel W (D-IL)",Senate,$500,2004
"Istook, Ernest J (R-OK)",House,$500,2004
"Kelly, Sue (R-NY)",House,$500,2004
"Stork, James R (D-FL)",House,$500,2004
"Troutman, Beth (D-NC)",House,$500,2004
"Kolbe, Jim (R-AZ)",House,$300,2004
"Tierney, John F (D-MA)",House,$300,2004
"Alben, Alex (D-WA)",House,$250,2004
"Biden, Joseph R Jr (D-DE)",Senate,$250,2004
"Manger, William (R-NY)",House,$250,2004
"Markey, Ed (D-MA)",House,$250,2004
"McCarthy, Carolyn (D-NY)",House,$250,2004
"Metzl, Jamie (D-MO)",House,$250,2004
"Michels, Tim J (R-WI)",Senate,$250,2004
"Engel, Eliot L (D-NY)",House,$200,2004
"Kucinich, Dennis (D-OH)",House,$-200,2004
"Clinton, Hillary (D-NY)",Senate,"$21,000",2006
"Allen, George (R-VA)",Senate,"$17,650",2006
"Hatch, Orrin G (R-UT)",Senate,"$16,600",2006
"Feinstein, Dianne (D-CA)",Senate,"$16,500",2006
"Eshoo, Anna (D-CA)",House,"$15,400",2006
"Lieberman, Joe (I-CT)",Senate,"$14,000",2006
"Cantwell, Maria (D-WA)",Senate,"$10,400",2006
"Dreier, David (R-CA)",House,"$10,000",2006
"Bayh, Evan (D-IN)",Senate,"$9,931",2006
"Santorum, Rick (R-PA)",Senate,"$9,850",2006
"Lofgren, Zoe (D-CA)",House,"$9,000",2006
"Nelson, Bill (D-FL)",Senate,"$8,700",2006
"Conrad, Kent (D-ND)",Senate,"$8,400",2006
"Lott, Trent (R-MS)",Senate,"$7,500",2006
"Pickering, Charles (Chip) Jr (R-MS)",House,"$7,000",2006
"Barton, Joe (R-TX)",House,"$5,500",2006
"McConnell, Mitch (R-KY)",Senate,"$5,500",2006
"Menendez, Robert (D-NJ)",Senate,"$5,250",2006
"Miller, Brad (D-NC)",House,"$5,050",2006
"DeWine, Mike (R-OH)",Senate,"$4,500",2006
"Baker, Richard (R-LA)",House,"$4,000",2006
"Cannon, Chris (R-UT)",House,"$4,000",2006
"Davis, Tom (R-VA)",House,"$4,000",2006
"Dodd, Chris (D-CT)",Senate,"$4,000",2006
"Smith, Adam (D-WA)",House,"$4,000",2006
"McNerney, Jerry (D-CA)",House,"$3,600",2006
"Goodlatte, Bob (R-VA)",House,"$3,500",2006
"Pelosi, Nancy (D-CA)",House,"$3,500",2006
"Smith, Lamar (R-TX)",House,"$3,500",2006
"Bingaman, Jeff (D-NM)",Senate,"$3,000",2006
"Burns, Conrad (R-MT)",Senate,"$3,000",2006
"Enzi, Mike (R-WY)",Senate,"$3,000",2006
"Leahy, Patrick (D-VT)",Senate,"$3,000",2006
"Specter, Arlen (R-PA)",Senate,"$3,000",2006
"Upton, Fred (R-MI)",House,"$3,000",2006
"Ferguson, Mike (R-NJ)",House,"$2,600",2006
"Bean, Melissa (D-IL)",House,"$2,500",2006
"Dingell, John D (D-MI)",House,"$2,500",2006
"Hastert, Dennis (R-IL)",House,"$2,500",2006
"Hoyer, Steny H (D-MD)",House,"$2,500",2006
"Kyl, Jon (R-AZ)",Senate,"$2,500",2006
"Lewis, Jerry (R-CA)",House,"$2,500",2006
"Rangel, Charles B (D-NY)",House,"$2,500",2006
"Snowe, Olympia (R-ME)",Senate,"$2,500",2006
"Wu, David (D-OR)",House,"$2,500",2006
"Casey, Bob (D-PA)",Senate,"$2,350",2006
"Brown, Charles D (D-CA)",House,"$2,250",2006
"Kirk, Mark (R-IL)",House,"$2,250",2006
"Boswell, Leonard (D-IA)",House,"$2,100",2006
"Braley, Bruce (D-IA)",House,"$2,100",2006
"Brown, Matthew A (D-RI)",Senate,"$2,100",2006
"Donnelly, Joe (D-IN)",House,"$2,100",2006
"Ellsworth, Brad (D-IN)",House,"$2,100",2006
"Hill, Baron (D-IN)",House,"$2,100",2006
"Tester, Jon (D-MT)",Senate,"$2,100",2006
"Blunt, Roy (R-MO)",House,"$2,000",2006
"Boehner, John (R-OH)",House,"$2,000",2006
"Boucher, Rick (D-VA)",House,"$2,000",2006
"Camp, Dave (R-MI)",House,"$2,000",2006
"Carper, Tom (D-DE)",Senate,"$2,000",2006
"Clyburn, James E (D-SC)",House,"$2,000",2006
"Crowley, Joseph (D-NY)",House,"$2,000",2006
"Emanuel, Rahm (D-IL)",House,"$2,000",2006
"Inslee, Jay R (D-WA)",House,"$2,000",2006
"Kennedy, Edward M (D-MA)",Senate,"$2,000",2006
"Kind, Ron (D-WI)",House,"$2,000",2006
"Meeks, Gregory W (D-NY)",House,"$2,000",2006
"Myrick, Sue (R-NC)",House,"$2,000",2006
"Paul, Ron (R-TX)",House,"$2,000",2006
"Pryor, Mark (D-AR)",Senate,"$2,000",2006
"Stabenow, Debbie (D-MI)",Senate,"$2,000",2006
"Sununu, John E (R-NH)",Senate,"$2,000",2006
"Talent, James M (R-MO)",Senate,"$2,000",2006
"Thompson, Bennie G (D-MS)",House,"$2,000",2006
"Watt, Melvin L (D-NC)",House,"$2,000",2006
"Badnarik, Michael (L-TX)",House,"$1,500",2006
"Putnam, Adam H (R-FL)",House,"$1,500",2006
"Ensign, John (R-NV)",Senate,"$1,250",2006
"Gillibrand, Kirsten (D-NY)",House,"$1,250",2006
"Barrow, John (D-GA)",House,"$1,000",2006
"Berg, Michael (3-DE)",House,"$1,000",2006
"Berman, Howard L (D-CA)",House,"$1,000",2006
"Blackburn, Marsha (R-TN)",House,"$1,000",2006
"Boehlert, Sherwood (R-NY)",House,"$1,000",2006
"Bono Mack, Mary (R-CA)",House,"$1,000",2006
"Burgess, Michael (R-TX)",House,"$1,000",2006
"Cantor, Eric (R-VA)",House,"$1,000",2006
"DeMint, Jim (R-SC)",Senate,"$1,000",2006
"Durbin, Dick (D-IL)",Senate,"$1,000",2006
"Flake, Jeff (R-AZ)",House,"$1,000",2006
"Herseth Sandlin, Stephanie (D-SD)",House,"$1,000",2006
"Honda, Mike (D-CA)",House,"$1,000",2006
"Hooley, Darlene (D-OR)",House,"$1,000",2006
"Isakson, Johnny (R-GA)",Senate,"$1,000",2006
"Johnson, Nancy L (R-CT)",House,"$1,000",2006
"Kilroy, Mary Jo (D-OH)",House,"$1,000",2006
"Landrieu, Mary L (D-LA)",Senate,"$1,000",2006
"Larsen, Rick (D-WA)",House,"$1,000",2006
"Larson, John B (D-CT)",House,"$1,000",2006
"Matheson, Jim (D-UT)",House,"$1,000",2006
"Miller, Ronald E (R-MD)",House,"$1,000",2006
"Moore, Dennis (D-KS)",House,"$1,000",2006
"Mowen, James Andrew (R-IL)",House,"$1,000",2006
"Murray, Patty (D-WA)",Senate,"$1,000",2006
"Pombo, Richard W (R-CA)",House,"$1,000",2006
"Reynolds, Tom (R-NY)",House,"$1,000",2006
"Ross, Mike (D-AR)",House,"$1,000",2006
"Shadegg, John (R-AZ)",House,"$1,000",2006
"Steele, Michael (R-MD)",Senate,"$1,000",2006
"Stevens, Ted (R-AK)",Senate,"$1,000",2006
"Tauscher, Ellen (D-CA)",House,"$1,000",2006
"Towns, Edolphus (D-NY)",House,"$1,000",2006
"Walden, Greg (R-OR)",House,"$1,000",2006
"Webb, Jim (D-VA)",Senate,"$1,000",2006
"Whitehouse, Sheldon (D-RI)",Senate,"$1,000",2006
"Bouchard, Michael J (R-MI)",Senate,$900,2006
"Applebaum, Gary E (R-MD)",House,$750,2006
"Taylor, Charles H (R-NC)",House,$750,2006
"Wulsin, Victoria Wells (D-OH)",House,$750,2006
"Wagner, Brett (D-CA)",House,$740,2006
"Cook, Jeff (R-NY)",House,$500,2006
"Derby, Jill T (D-NV)",House,$500,2006
"Green, Gene (D-TX)",House,$500,2006
"Holt, Rush (D-NJ)",House,$500,2006
"Kean, Thomas H Jr (R-NJ)",Senate,$500,2006
"McCloskey, Pete (R-CA)",House,$500,2006
"Mica, John L (R-FL)",House,$500,2006
"Rivera, Lionel Rolando (R-CO)",House,$500,2006
"Sanchez, Linda (D-CA)",House,$500,2006
"Sanchez, Loretta (D-CA)",House,$500,2006
"Thompson, Mike (D-CA)",House,$500,2006
"Chema, John Richard (D-OH)",House,$450,2006
"Johnson, Hank (D-GA)",House,$300,2006
"Carney, Chris (D-PA)",House,$250,2006
"Etheridge, Bob (D-NC)",House,$250,2006
"Giffords, Gabrielle (D-AZ)",House,$250,2006
"Gordon, Randolph Ian (D-WA)",House,$250,2006
"Harrell, Mary Beth (D-TX)",House,$250,2006
"Irey, Diana Lynn (R-PA)",House,$250,2006
"Klobuchar, Amy (D-MN)",Senate,$250,2006
"Mahoney, Tim (D-FL)",House,$250,2006
"McCain, John (R-AZ)",Senate,$250,2006
"Nader, Ralph (I)",Pres,$250,2006
"Rowley, Coleen (D-MN)",House,$250,2006
"Space, Zack (D-OH)",House,$250,2006
"Walsh, James T (R-NY)",House,$250,2006
"Young, Steve (D-CA)",House,$250,2006
"Ford, Harold E Jr (D-TN)",House,$200,2006
"Bush, George W (R)",Pres,$-400,2006
"Obama, Barack (D-IL)",Senate,"$289,543",2008
"Clinton, Hillary (D-NY)",Senate,"$124,832",2008
"McCain, John (R-AZ)",Senate,"$71,559",2008
"Paul, Ron (R-TX)",House,"$22,757",2008
"Landrieu, Mary L (D-LA)",Senate,"$19,200",2008
"Romney, Mitt (R)",Pres,"$18,300",2008
"Collins, Susan M (R-ME)",Senate,"$16,700",2008
"Eshoo, Anna (D-CA)",House,"$15,900",2008
"Pryor, Mark (D-AR)",Senate,"$14,150",2008
"Lofgren, Zoe (D-CA)",House,"$14,000",2008
"Cornyn, John (R-TX)",Senate,"$12,550",2008
"Chambliss, Saxby (R-GA)",Senate,"$12,000",2008
"Smith, Gordon H (R-OR)",Senate,"$11,300",2008
"Boxer, Barbara (D-CA)",Senate,"$10,600",2008
"Sununu, John E (R-NH)",Senate,"$10,600",2008
"Reid, Harry (D-NV)",Senate,"$9,600",2008
"Edwards, John (D)",Pres,"$9,300",2008
"Giuliani, Rudolph W (R)",Pres,"$8,400",2008
"Goodlatte, Bob (R-VA)",House,"$8,000",2008
"Franken, Al (D-MN)",Senate,"$7,750",2008
"Smith, Lamar (R-TX)",House,"$7,500",2008
"Specter, Arlen (R-PA)",Senate,"$7,500",2008
"Allen, Tom H (D-ME)",House,"$7,400",2008
"Udall, Mark (D-CO)",House,"$7,100",2008
"Camp, Dave (R-MI)",House,"$7,000",2008
"Leahy, Patrick (D-VT)",Senate,"$7,000",2008
"Rockefeller, Jay (D-WV)",Senate,"$7,000",2008
"Baucus, Max (D-MT)",Senate,"$6,500",2008
"Putnam, Adam H (R-FL)",House,"$6,000",2008
"Tauscher, Ellen (D-CA)",House,"$5,650",2008
"Clyburn, James E (D-SC)",House,"$5,500",2008
"Whitehouse, Sheldon (D-RI)",Senate,"$5,500",2008
"McNerney, Jerry (D-CA)",House,"$5,250",2008
"Cantor, Eric (R-VA)",House,"$5,000",2008
"Crowley, Joseph (D-NY)",House,"$5,000",2008
"Emanuel, Rahm (D-IL)",House,"$5,000",2008
"Petersen, Roger (R-CA)",House,"$5,000",2008
"Rangel, Charles B (D-NY)",House,"$5,000",2008
"Huckabee, Mike (R)",Pres,"$4,800",2008
"Wulsin, Victoria Wells (D-OH)",House,"$4,600",2008
"Markey, Ed (D-MA)",House,"$4,500",2008
"McConnell, Mitch (R-KY)",Senate,"$4,500",2008
"Berman, Howard L (D-CA)",House,"$4,000",2008
"Cannon, Chris (R-UT)",House,"$4,000",2008
"Dreier, David (R-CA)",House,"$4,000",2008
"McCaul, Michael (R-TX)",House,"$4,000",2008
"Conyers, John Jr (D-MI)",House,"$3,500",2008
"Durbin, Dick (D-IL)",Senate,"$3,500",2008
"Smith, Adam (D-WA)",House,"$3,500",2008
"Warner, Mark (D-VA)",Senate,"$3,500",2008
"Wexler, Robert (D-FL)",House,"$3,500",2008
"Dingell, John D (D-MI)",House,"$3,000",2008
"Enzi, Mike (R-WY)",Senate,"$3,000",2008
"Graham, Lindsey (R-SC)",Senate,"$3,000",2008
"Lungren, Dan (R-CA)",House,"$3,000",2008
"McCrery, Jim (R-LA)",House,"$3,000",2008
"Thompson, Bennie G (D-MS)",House,"$2,750",2008
"Boehner, John (R-OH)",House,"$2,500",2008
"Crapo, Mike (R-ID)",Senate,"$2,500",2008
"Etheridge, Bob (D-NC)",House,"$2,500",2008
"Feinstein, Dianne (D-CA)",Senate,"$2,500",2008
"Kerry, John (D-MA)",Senate,"$2,500",2008
