Recipient,Office,Contributions(Total),Cycle
"Kupka, Steven M (R-NE)",House,"$1,000",1998
"Matsui, Robert T (D-CA)",House,"$1,000",1998
"Nickles, Don (R-OK)",Senate,"$1,000",1998
"Northup, Anne M (R-KY)",House,"$1,000",1998
"Ose, Doug (R-CA)",House,"$1,000",1998
"Oxley, Michael G (R-OH)",House,"$1,000",1998
"Peters, Linda B (D-OR)",House,"$1,000",1998
"Shadegg, John (R-AZ)",House,"$1,000",1998
"Sherman, Brad (D-CA)",House,"$1,000",1998
"Skeen, Joe (R-NM)",House,"$1,000",1998
"Smith, Bob (R-OR)",House,"$1,000",1998
"Doolittle, John T (R-CA)",House,$850,1998
"Morella, Connie (R-MD)",House,$629,1998
"Baird, Brian (D-WA)",House,$550,1998
"Baker, Mark (R-IL)",House,$500,1998
"Benton, Don (R-WA)",House,$500,1998
"Bilbray, Brian P (R-CA)",House,$500,1998
"Boucher, Rick (D-VA)",House,$500,1998
"Ehlers, Vernon J (R-MI)",House,$500,1998
"Houghton, Amo (R-NY)",House,$500,1998
"Johnson, Nancy L (R-CT)",House,$500,1998
"Kasich, John (R-OH)",House,$500,1998
"Kennedy, Edward M (D-MA)",Senate,$500,1998
"Kerry, John (D-MA)",Senate,$500,1998
"Livingston, Robert L (R-LA)",House,$500,1998
"Maes, Roman (D-NM)",House,$500,1998
"Rogan, James E (R-CA)",House,$500,1998
"Tauzin, Billy (R-LA)",House,$500,1998
"Udall, Tom (D-NM)",House,$500,1998
"Walden, Greg (R-OR)",House,$500,1998
"Lawrence, Robert I (R-WA)",House,$475,1998
"Wu, David (D-OR)",House,$450,1998
"Baca, E Shirley (D-NM)",House,$350,1998
"Dicks, Norm (D-WA)",House,$300,1998
"Armey, Dick (R-TX)",House,$250,1998
"Braun, Carol Moseley (D-IL)",Senate,$250,1998
"Coverdell, Paul (R-GA)",Senate,$250,1998
"Stump, Bob (R-AZ)",House,$225,1998
"Buster, Jim (R-AZ)",House,$200,1998
"Pastor, Ed (D-AZ)",House,$200,1998
"Abraham, Spencer (R-MI)",Senate,"$16,000",2000
"Bush, George W (R)",Pres,"$15,900",2000
"Cunneen, James F (R-CA)",House,"$15,698",2000
"Starr, Charles (R-OR)",House,"$12,500",2000
"Gore, Al (D)",Pres,"$11,000",2000
"Gorton, Slade (R-WA)",Senate,"$10,000",2000
"Bingaman, Jeff (D-NM)",Senate,"$9,705",2000
"Kolbe, Jim (R-AZ)",House,"$9,300",2000
"Feinstein, Dianne (D-CA)",Senate,"$8,950",2000
"Lazio, Rick A (R-NY)",House,"$8,900",2000
"Campbell, Tom (R-CA)",House,"$8,450",2000
"Allen, George (R-VA)",Senate,"$8,250",2000
"Wilson, Heather A (R-NM)",House,"$8,200",2000
"Eshoo, Anna (D-CA)",House,"$7,500",2000
"Hatch, Orrin G (R-UT)",Senate,"$7,000",2000
"McCain, John (R-AZ)",Senate,"$6,300",2000
"Wu, David (D-OR)",House,"$6,000",2000
"Bradley, Bill (D)",Pres,"$5,800",2000
"Dooley, Cal (D-CA)",House,"$5,000",2000
"Flake, Jeff (R-AZ)",House,"$5,000",2000
"Roth, William V Jr (R-DE)",Senate,"$5,000",2000
"Zimmer, Dick (R-NJ)",House,"$5,000",2000
"Rogan, James E (R-CA)",House,"$4,750",2000
"Forbes, Steve (R)",Pres,"$4,500",2000
"Franks, Bob (R-NJ)",House,"$4,500",2000
"Buchanan, Pat (3)",Pres,"$4,400",2000
"Dreier, David (R-CA)",House,"$4,000",2000
"Northup, Anne M (R-KY)",House,"$4,000",2000
"Smith, Gordon H (R-OR)",Senate,"$3,750",2000
"Smith, Adam (D-WA)",House,"$3,500",2000
"Ashcroft, John (R-MO)",Senate,"$3,000",2000
"Bilbray, Brian P (R-CA)",House,"$3,000",2000
"Domenici, Pete V (R-NM)",Senate,"$3,000",2000
"Jeffords, James M (R-VT)",Senate,"$3,000",2000
"Morella, Connie (R-MD)",House,"$3,000",2000
"Nethercutt, George R Jr (R-WA)",House,"$3,000",2000
"Armey, Dick (R-TX)",House,"$2,500",2000
"Davis, Tom (R-VA)",House,"$2,500",2000
"Fletcher, Ernie (R-KY)",House,"$2,500",2000
"Hayworth, J D (R-AZ)",House,"$2,250",2000
"Lofgren, Zoe (D-CA)",House,"$2,250",2000
"Bauer, Gary (R)",Pres,"$2,200",2000
"Kyl, Jon (R-AZ)",Senate,"$2,150",2000
"Blumenauer, Earl (D-OR)",House,"$2,000",2000
"Burns, Conrad (R-MT)",Senate,"$2,000",2000
"DeLay, Tom (R-TX)",House,"$2,000",2000
"Doolittle, John T (R-CA)",House,"$2,000",2000
"Ferguson, Mike (R-NJ)",House,"$2,000",2000
"Frist, Bill (R-TN)",Senate,"$2,000",2000
"Grams, Rod (R-MN)",Senate,"$2,000",2000
"Hooley, Darlene (D-OR)",House,"$2,000",2000
"Houghton, Amo (R-NY)",House,"$2,000",2000
"Issa, Darrell (R-CA)",House,"$2,000",2000
"Koster, John (R-WA)",House,"$2,000",2000
"Lott, Trent (R-MS)",Senate,"$2,000",2000
"Matheson, Jim (D-UT)",House,"$2,000",2000
"McCollum, Bill (R-FL)",House,"$2,000",2000
"Sanders, Bernie (I-VT)",House,"$2,000",2000
"Schiff, Adam (D-CA)",House,"$2,000",2000
"Schrock, Ed (R-VA)",House,"$2,000",2000
"Toomey, Pat (R-PA)",House,"$2,000",2000
"Udall, Mark (D-CO)",House,"$2,000",2000
"Walden, Greg (R-OR)",House,"$2,000",2000
"Baird, Brian (D-WA)",House,"$1,650",2000
"Perls, Robert A (D-NM)",House,"$1,650",2000
"Boehner, John (R-OH)",House,"$1,500",2000
"Chafee, Lincoln (R-RI)",Senate,"$1,500",2000
"Giuliani, Rudolph W (R-NY)",Senate,"$1,500",2000
"Keyes, Alan (R)",Pres,"$1,500",2000
"Lieberman, Joe (D-CT)",Senate,"$1,500",2000
"Roemer, Tim (D-IN)",House,"$1,500",2000
"Sherwood, Don (R-PA)",House,"$1,500",2000
"Stump, Bob (R-AZ)",House,"$1,500",2000
"Skeen, Joe (R-NM)",House,"$1,400",2000
"Nader, Ralph (3)",Pres,"$1,250",2000
"Inslee, Jay R (D-WA)",House,"$1,200",2000
"Honda, Mike (D-CA)",House,"$1,175",2000
"Browne, Harry (L)",Pres,"$1,050",2000
"Baker, Mark (R-IL)",House,"$1,000",2000
"Bass, Charles (R-NH)",House,"$1,000",2000
"Bereuter, Doug (R-NE)",House,"$1,000",2000
"Bliley, Thomas J Jr (R-VA)",House,"$1,000",2000
"Calvert, Ken (R-CA)",House,"$1,000",2000
"Cannon, Chris (R-UT)",House,"$1,000",2000
"Carroll, Jennifer Sandra (R-FL)",House,"$1,000",2000
"Chabot, Steve (R-OH)",House,"$1,000",2000
"Crane, Phil (R-IL)",House,"$1,000",2000
"Cunningham, Randy (Duke) (R-CA)",House,"$1,000",2000
"Dodd, Chris (D-CT)",Senate,"$1,000",2000
"Goodlatte, Bob (R-VA)",House,"$1,000",2000
"Grucci, Felix J Jr (R-NY)",House,"$1,000",2000
"Hall, Ralph (D-TX)",House,"$1,000",2000
"Hastert, Dennis (R-IL)",House,"$1,000",2000
"Jost, Paul Charles (R-VA)",House,"$1,000",2000
"Keenan, Nancy (D-MT)",House,"$1,000",2000
"Levin, Sander (D-MI)",House,"$1,000",2000
"Lugar, Richard G (R-IN)",Senate,"$1,000",2000
"Moran, Jim (D-VA)",House,"$1,000",2000
"Otter, C L (Butch) (R-ID)",House,"$1,000",2000
"Radanovich, George (R-CA)",House,"$1,000",2000
"Rogers, Mike (R-MI)",House,"$1,000",2000
"Santorum, Rick (R-PA)",Senate,"$1,000",2000
"Snowe, Olympia (R-ME)",Senate,"$1,000",2000
"Tauscher, Ellen (D-CA)",House,"$1,000",2000
"Tauzin, Billy (R-LA)",House,"$1,000",2000
"Quayle, Dan (R)",Pres,$750,2000
"Boehlert, Sherwood (R-NY)",House,$500,2000
"Boucher, Rick (D-VA)",House,$500,2000
"Dicks, Norm (D-WA)",House,$500,2000
"Doggett, Lloyd (D-TX)",House,$500,2000
"Dunn, Jennifer (R-WA)",House,$500,2000
"Edwards, Chet (D-TX)",House,$500,2000
"Etheridge, Bob (D-NC)",House,$500,2000
"Frost, Martin (D-TX)",House,$500,2000
"Glenn, Dylan C (R-GA)",House,$500,2000
"Hamzik, Richard (R-NV)",Senate,$500,2000
"Hill, Baron (D-IN)",House,$500,2000
"Howell, Scott N (D-UT)",Senate,$500,2000
"Johnson, Nancy L (R-CT)",House,$500,2000
"LaHood, Ray (R-IL)",House,$500,2000
"Lucas, Ken (D-KY)",House,$500,2000
"Matsui, Robert T (D-CA)",House,$500,2000
"Pomeroy, Earl (D-ND)",House,$500,2000
"Pryce, Deborah (R-OH)",House,$500,2000
"Schlenker, Alice (R-OR)",House,$500,2000
"Sessions, Pete (R-TX)",House,$500,2000
"Shadegg, John (R-AZ)",House,$500,2000
"Stabenow, Debbie (D-MI)",House,$500,2000
"Thompson, Mike (D-CA)",House,$500,2000
"Weller, Jerry (R-IL)",House,$500,2000
"Baldwin, Tammy (D-WI)",House,$250,2000
"Brown, Marta Macias (D-CA)",House,$250,2000
"Dunn, Donald (D-UT)",House,$250,2000
"Federer, Bill (R-MO)",House,$250,2000
"Howell, Carla (L-MA)",Senate,$250,2000
"Hutchison, Kay Bailey (R-TX)",Senate,$250,2000
"Wertheim, John (D-NM)",House,$250,2000
"Barr, Bob (R-GA)",House,$200,2000
"Diciccio, Salvatore A (R-AZ)",House,$200,2000
"Udall, Tom (D-NM)",House,$200,2000
"Wyden, Ron (D-OR)",Senate,$-500,2000
"Domenici, Pete V (R-NM)",Senate,"$23,850",2002
"Wilson, Heather A (R-NM)",House,"$13,200",2002
"Allard, Wayne (R-Colo)",Senate,"$11,000",2002
"Smith, Gordon H (R-Ore)",Senate,"$11,000",2002
"Morella, Connie (R-Md)",House,"$10,500",2002
"Baucus, Max (D-Mont)",Senate,"$10,000",2002
"Bennett, Robert F (R-Utah)",Senate,"$10,000",2002
"Dooley, Cal (D-Calif)",House,"$10,000",2002
"Enzi, Mike (R-Wyo)",Senate,"$10,000",2002
"Goodlatte, Bob (R-Va)",House,"$10,000",2002
"Ose, Doug (R-Calif)",House,"$8,000",2002
"Flake, Jeff (R-Ariz)",House,"$7,000",2002
"Northup, Anne M (R-Ky)",House,"$6,500",2002
"Hayes, Robin (R-NC)",House,"$6,000",2002
"Issa, Darrell (R-Calif)",House,"$6,000",2002
"Tauzin, Billy (R-La)",House,"$6,000",2002
"Eshoo, Anna (D-Calif)",House,"$5,500",2002
"Houghton, Amo (R-NY)",House,"$5,319",2002
"Cornyn, John (R-Texas)",Senate,"$5,250",2002
"Gekas, George W (R-Pa)",House,"$5,000",2002
"Hastert, Dennis (R-Ill)",House,"$5,000",2002
"Oxley, Michael G (R-Ohio)",House,"$5,000",2002
"Cantwell, Maria (D-Wash)",Senate,"$4,000",2002
"Harman, Jane (D-Calif)",House,"$4,000",2002
"Shaw, E Clay Jr (R-Fla)",House,"$4,000",2002
"Fletcher, Ernie (R-Ky)",House,"$3,500",2002
"Wellstone, Paul (D-Minn)",Senate,"$3,500",2002
"Doolittle, John T (R-Calif)",House,"$3,200",2002
"Bass, Charles (R-NH)",House,"$3,000",2002
"Johnson, Nancy L (R-Conn)",House,"$3,000",2002
"Smith, Adam (D-Wash)",House,"$3,000",2002
"Tauscher, Ellen (D-Calif)",House,"$3,000",2002
"Walden, Greg (R-Ore)",House,"$3,000",2002
"Davis, Jim (D-Fla)",House,"$2,500",2002
"Toomey, Pat (R-Pa)",House,"$2,500",2002
"Daschle, Tom (D-SD)",Senate,"$2,000",2002
"DeLay, Tom (R-Texas)",House,"$2,000",2002
"Hall, Ralph (D-Texas)",House,"$2,000",2002
"Harkin, Tom (D-Iowa)",Senate,"$2,000",2002
"Kerry, John (D-Mass)",Senate,"$2,000",2002
"Kolbe, Jim (R-Ariz)",House,"$2,000",2002
"Lieberman, Joe (D-Conn)",Senate,"$2,000",2002
"Lucas, Ken (D-Ky)",House,"$2,000",2002
"McDonald, Lynette Boggs (R-Nev)",House,"$2,000",2002
"Otter, C L (Butch) (R-Idaho)",House,"$2,000",2002
"Pombo, Richard W (R-Calif)",House,"$2,000",2002
"Weller, Jerry (R-Ill)",House,"$2,000",2002
"Matheson, Jim (D-Utah)",House,"$1,900",2002
"Boxer, Barbara (D-Calif)",Senate,"$1,500",2002
"Dole, Elizabeth (R-NC)",Senate,"$1,500",2002
"Kirk, Ron (D-Texas)",Senate,"$1,500",2002
"Latham, Tom (R-Iowa)",House,"$1,500",2002
"Bradbury, Bill (D-Ore)",Senate,"$1,475",2002
"Hooley, Darlene (D-Ore)",House,"$1,475",2002
"Hayworth, J D (R-Ariz)",House,"$1,200",2002
"Wyden, Ron (D-Ore)",Senate,"$1,200",2002
"Alexander, Lamar (R-Tenn)",Senate,"$1,000",2002
"Atkins, Lisa Ann (R-Ariz)",House,"$1,000",2002
"Beauprez, Bob (R-Colo)",House,"$1,000",2002
"Blunt, Roy (R-Mo)",House,"$1,000",2002
"Boehner, John (R-Ohio)",House,"$1,000",2002
"Bonilla, Henry (R-Texas)",House,"$1,000",2002
"Cardoza, Dennis (D-Calif)",House,"$1,000",2002
"Carper, Tom (D-Del)",Senate,"$1,000",2002
"Cleland, Max (D-Ga)",Senate,"$1,000",2002
"Coleman, Norm (R-Minn)",Senate,"$1,000",2002
"Collins, Susan M (R-Maine)",Senate,"$1,000",2002
"Crane, Phil (R-Ill)",House,"$1,000",2002
"Cunningham, Randy (Duke) (R-Calif)",House,"$1,000",2002
"Davis, Susan A (D-Calif)",House,"$1,000",2002
"Davis, Tom (R-Va)",House,"$1,000",2002
"Dicks, Norm (D-Wash)",House,"$1,000",2002
"Dodd, Chris (D-Conn)",Senate,"$1,000",2002
"Dreier, David (R-Calif)",House,"$1,000",2002
"Etheridge, Bob (D-NC)",House,"$1,000",2002
"Ferguson, Mike (R-NJ)",House,"$1,000",2002
"Grucci, Felix J Jr (R-NY)",House,"$1,000",2002
"Hart, Melissa (R-Pa)",House,"$1,000",2002
"Honda, Mike (D-Calif)",House,"$1,000",2002
"Isakson, Johnny (R-Ga)",House,"$1,000",2002
"John, Chris (D-La)",House,"$1,000",2002
"Keegan, John Charles (R-Ariz)",House,"$1,000",2002
"Kennedy, Mark (R-Minn)",House,"$1,000",2002
"Kirk, Mark (R-Ill)",House,"$1,000",2002
"Knollenberg, Joe (R-Mich)",House,"$1,000",2002
"Landrieu, Mary L (D-La)",Senate,"$1,000",2002
"Lewis, Jerry (R-Calif)",House,"$1,000",2002
"Linder, John (R-Ga)",House,"$1,000",2002
"Matsui, Robert T (D-Calif)",House,"$1,000",2002
"Matsunaka, Stan (D-Colo)",House,"$1,000",2002
"Moran, Jim (D-Va)",House,"$1,000",2002
"Ramstad, Jim (R-Minn)",House,"$1,000",2002
"Reynolds, Tom (R-NY)",House,"$1,000",2002
"Rogers, Mike (R-Mich)",House,"$1,000",2002
"Sherwood, Don (R-Pa)",House,"$1,000",2002
"Shimkus, John M (R-Ill)",House,"$1,000",2002
"Smith, Lamar (R-Texas)",House,"$1,000",2002
"Soaries, Deforest (Buster) Jr (R-NJ)",House,"$1,000",2002
"Stenholm, Charles W (D-Texas)",House,"$1,000",2002
"Thompson, Mike (D-Calif)",House,"$1,000",2002
"Upton, Fred (R-Mich)",House,"$1,000",2002
"Warner, John W (R-Va)",Senate,"$1,000",2002
"Stafford, David (R-Ariz)",House,$790,2002
"Clark, Martha Fuller (D-NH)",House,$500,2002
"Dunn, Jennifer (R-Wash)",House,$500,2002
"Ford, Harold E Jr (D-Tenn)",House,$500,2002
"Hill, Baron (D-Ind)",House,$500,2002
"Hinojosa, Ruben (D-Texas)",House,$500,2002
"Jefferson, William J (D-La)",House,$500,2002
"Moore, Dennis (D-Kan)",House,$500,2002
"Pryor, Mark (D-Ark)",Senate,$500,2002
"Smith, John Arthur (D-NM)",House,$500,2002
"Snyder, Vic (D-Ark)",House,$500,2002
"Udall, Tom (D-NM)",House,$500,2002
"Shadegg, John (R-Ariz)",House,$460,2002
"Keyes, Alan (R)",Pres,$250,2002
"Manzullo, Don (R-Ill)",House,$250,2002
"Ray, Gayle (D-Tenn)",House,$250,2002
"Feinstein, Dianne (D-Calif)",Senate,$0,2002
"Rogan, James E (R-Calif)",House,"$-2,000",2002
"Kerry, John (D-MA)",Senate,"$97,250",2004
"Wyden, Ron (D-OR)",Senate,"$30,500",2004
"Bush, George W (R)",Pres,"$27,055",2004
"Lieberman, Joe (D-CT)",Senate,"$14,250",2004
"Wilson, Heather A (R-NM)",House,"$14,250",2004
"Phillips, Timothy Charles (R-OR)",House,"$13,500",2004
"Dean, Howard (D)",Pres,"$11,600",2004
"Dodd, Chris (D-CT)",Senate,"$11,000",2004
"Ensign, John (R-NV)",Senate,"$11,000",2004
"Hastert, Dennis (R-IL)",House,"$10,000",2004
"Flake, Jeff (R-AZ)",House,"$9,000",2004
"Bond, Christopher ""Kit"" (R-MO)",Senate,"$8,500",2004
"Murkowski, Lisa (R-AK)",Senate,"$8,500",2004
"Feinstein, Dianne (D-CA)",Senate,"$8,000",2004
"Boxer, Barbara (D-CA)",Senate,"$7,950",2004
"DeMint, Jim (R-SC)",House,"$7,500",2004
"Baker, Richard (R-LA)",House,"$7,000",2004
"Bennett, Robert F (R-UT)",Senate,"$7,000",2004
"Gregg, Judd (R-NH)",Senate,"$7,000",2004
"Santorum, Rick (R-PA)",Senate,"$7,000",2004
"Thune, John (R-SD)",Senate,"$6,500",2004
"Eshoo, Anna (D-CA)",House,"$6,000",2004
"Walden, Greg (R-OR)",House,"$6,000",2004
"Lungren, Dan (R-CA)",House,"$5,500",2004
"Cochran, Thad (R-MS)",Senate,"$5,000",2004
"Craig, Larry (R-ID)",Senate,"$5,000",2004
"Crane, Phil (R-IL)",House,"$5,000",2004
"Goodlatte, Bob (R-VA)",House,"$5,000",2004
"Jones, Bill (R-CA)",Senate,"$4,450",2004
"Daschle, Tom (D-SD)",Senate,"$4,250",2004
"Hayworth, J D (R-AZ)",House,"$4,250",2004
"English, Phil (R-PA)",House,"$4,000",2004
"Majette, Denise L (D-GA)",House,"$4,000",2004
"McKeon, Buck (R-CA)",House,"$4,000",2004
"Smith, Adam (D-WA)",House,"$4,000",2004
"Clark, Wesley (D)",Pres,"$3,800",2004
"Shadegg, John (R-AZ)",House,"$3,750",2004
"Blunt, Roy (R-MO)",House,"$3,500",2004
"Boehner, John (R-OH)",House,"$3,500",2004
"Brady, Kevin (R-TX)",House,"$3,500",2004
"Davis, Tom (R-VA)",House,"$3,500",2004
"Murray, Patty (D-WA)",Senate,"$3,250",2004
"Crapo, Mike (R-ID)",Senate,"$3,000",2004
"Dreier, David (R-CA)",House,"$3,000",2004
"Ose, Doug (R-CA)",House,"$3,000",2004
"Smith, Lamar (R-TX)",House,"$3,000",2004
"Weller, Jerry (R-IL)",House,"$3,000",2004
"Kucinich, Dennis (D-OH)",House,"$2,760",2004
"Wu, David (D-OR)",House,"$2,750",2004
"Houghton, Amo (R-NY)",House,"$2,664",2004
"Bilirakis, Michael (R-FL)",House,"$2,500",2004
"Chabot, Steve (R-OH)",House,"$2,500",2004
"DeLay, Tom (R-TX)",House,"$2,500",2004
"Feldkamp, James Lee (R-OR)",House,"$2,500",2004
"Grassley, Chuck (R-IA)",Senate,"$2,500",2004
"Matheson, Jim (D-UT)",House,"$2,500",2004
"Smith, Gordon H (R-OR)",Senate,"$2,500",2004
"Hooley, Darlene (D-OR)",House,"$2,300",2004
"Barton, Joe (R-TX)",House,"$2,000",2004
"Bayh, Evan (D-IN)",Senate,"$2,000",2004
"Boehlert, Sherwood (R-NY)",House,"$2,000",2004
"Boucher, Rick (D-VA)",House,"$2,000",2004
"Burr, Richard (R-NC)",House,"$2,000",2004
"Coors, Peter (R-CO)",Senate,"$2,000",2004
"Enzi, Mike (R-WY)",Senate,"$2,000",2004
"Franks, Trent (R-AZ)",House,"$2,000",2004
"Inslee, Jay R (D-WA)",House,"$2,000",2004
"Lincoln, Blanche (D-AR)",Senate,"$2,000",2004
"McHenry, Patrick (R-NC)",House,"$2,000",2004
"Nethercutt, George R Jr (R-WA)",House,"$2,000",2004
"Nickles, Don (R-OK)",Senate,"$2,000",2004
"Northup, Anne M (R-KY)",House,"$2,000",2004
"Oller, Rico (R-CA)",House,"$2,000",2004
"Pearce, Steve (R-NM)",House,"$2,000",2004
"Pryce, Deborah (R-OH)",House,"$2,000",2004
"Renzi, Rick (R-AZ)",House,"$2,000",2004
"Specter, Arlen (R-PA)",Senate,"$2,000",2004
"Matsunaka, Stan (D-CO)",House,"$1,999",2004
"Etheridge, Bob (D-NC)",House,"$1,500",2004
"Johnson, Nancy L (R-CT)",House,"$1,500",2004
"Moore, Dennis (D-KS)",House,"$1,500",2004
"Nader, Ralph (3)",Pres,"$1,500",2004
"Ney, Bob (R-OH)",House,"$1,500",2004
"Doolittle, John T (R-CA)",House,"$1,400",2004
"Kolbe, Jim (R-AZ)",House,"$1,250",2004
"Gephardt, Richard A (D-MO)",House,"$1,050",2004
"Bachus, Spencer (R-AL)",House,"$1,000",2004
"Bass, Charles (R-NH)",House,"$1,000",2004
"Beauprez, Bob (R-CO)",House,"$1,000",2004
"Bishop, Rob (R-UT)",House,"$1,000",2004
"Blackburn, Marsha (R-TN)",House,"$1,000",2004
"Blumenauer, Earl (D-OR)",House,"$1,000",2004
"Brown-Waite, Ginny (R-FL)",House,"$1,000",2004
"Cain, Herman (R-GA)",Senate,"$1,000",2004
"Cannon, Chris (R-UT)",House,"$1,000",2004
"Cantwell, Maria (D-WA)",Senate,"$1,000",2004
"Carper, Tom (D-DE)",Senate,"$1,000",2004
"Cox, Christopher (R-CA)",House,"$1,000",2004
"Cubin, Barbara (R-WY)",House,"$1,000",2004
"Harman, Jane (D-CA)",House,"$1,000",2004
"Hatch, Orrin G (R-UT)",Senate,"$1,000",2004
"Hill, Baron (D-IN)",House,"$1,000",2004
"Hinojosa, Ruben (D-TX)",House,"$1,000",2004
"Issa, Darrell (R-CA)",House,"$1,000",2004
"Istook, Ernest J (R-OK)",House,"$1,000",2004
"Jefferson, William J (D-LA)",House,"$1,000",2004
"John, Chris (D-LA)",House,"$1,000",2004
"Kind, Ron (D-WI)",House,"$1,000",2004
"Larsen, Rick (D-WA)",House,"$1,000",2004
"Lewis, Jerry (R-CA)",House,"$1,000",2004
"Lofgren, Zoe (D-CA)",House,"$1,000",2004
"Lucas, Frank D (R-OK)",House,"$1,000",2004
"Meeks, Gregory W (D-NY)",House,"$1,000",2004
"Moran, Jim (D-VA)",House,"$1,000",2004
"Musgrave, Marilyn (R-CO)",House,"$1,000",2004
"Peroutka, Michael Anthony (3)",Pres,"$1,000",2004
"Regula, Ralph (R-OH)",House,"$1,000",2004
"Reid, Harry (D-NV)",Senate,"$1,000",2004
"Reynolds, Tom (R-NY)",House,"$1,000",2004
"Ryan, Paul (R-WI)",House,"$1,000",2004
"Ryun, Jim (R-KS)",House,"$1,000",2004
"Sensenbrenner, F James Jr (R-WI)",House,"$1,000",2004
"Shelby, Richard C (R-AL)",Senate,"$1,000",2004
"Sullivan, John (R-OK)",House,"$1,000",2004
"Sununu, John E (R-NH)",Senate,"$1,000",2004
"Tauscher, Ellen (D-CA)",House,"$1,000",2004
"Tauzin, Billy (R-LA)",House,"$1,000",2004
"Troutman, Beth (D-NC)",House,"$1,000",2004
"Edwards, John (D-NC)",Senate,$950,2004
"King, Gary (D-NM)",House,$750,2004
"Walcher, Greg (R-CO)",House,$555,2004
"Carter, John (R-TX)",House,$500,2004
"Davis, Jim (D-FL)",House,$500,2004
"McGovern, James P (D-MA)",House,$500,2004
"Salazar, John (D-CO)",House,$500,2004
"Udall, Tom (D-NM)",House,$500,2004
"Rogers, Mike (R-MI)",House,$400,2004
"Salazar, Ken (D-CO)",Senate,$400,2004
"Grijalva, Raul M (D-AZ)",House,$250,2004
"Jeffords, James M (I-VT)",Senate,$250,2004
"Leahy, Patrick (D-VT)",Senate,$250,2004
"Neal, Richard E (D-MA)",House,$250,2004
"Quigley, Lisa (D-CA)",House,$250,2004
"Romero, Richard M (D-NM)",House,$250,2004
"Barton, Arthur (R-RI)",House,$200,2004
"Tauzin, Billy III (R-LA)",House,$54,2004
"Gekas, George W (R-PA)",House,$-500,2004
"Knollenberg, Joe (R-MI)",House,"$-1,000",2004
"Hatch, Orrin G (R-UT)",Senate,"$24,050",2006
"Kyl, Jon (R-AZ)",Senate,"$16,050",2006
"Flake, Jeff (R-AZ)",House,"$14,200",2006
"Allen, George (R-VA)",Senate,"$12,548",2006
"Smith, Gordon H (R-OR)",Senate,"$11,250",2006
"Bingaman, Jeff (D-NM)",Senate,"$10,250",2006
"Lungren, Dan (R-CA)",House,"$10,199",2006
"Bean, Melissa (D-IL)",House,"$10,100",2006
"Blunt, Roy (R-MO)",House,"$10,000",2006
"Cuellar, Henry (D-TX)",House,"$10,000",2006
"Wilson, Heather A (R-NM)",House,"$9,250",2006
"Cannon, Chris (R-UT)",House,"$8,500",2006
"Burns, Conrad (R-MT)",Senate,"$8,000",2006
"Dreier, David (R-CA)",House,"$8,000",2006
"Matheson, Jim (D-UT)",House,"$8,000",2006
"Cantor, Eric (R-VA)",House,"$7,500",2006
