Recipient,Office,Contributions(Total),Cycle
"McCollum, Bill (R-FL)",House,"$1,000",2000
"Santorum, Rick (R-PA)",Senate,"$1,000",2000
"Torkildsen, Peter G (R-MA)",House,"$1,000",2000
"Whitman, Christine Todd (R-NJ)",Senate,"$1,000",2000
"Buchanan, Pat (3)",Pres,$600,2000
"Bauer, Gary (R)",Pres,$500,2000
"Sullivan, Thomas Henry (D-FL)",House,$500,2000
"Shuster, Bud (R-PA)",House,$300,2000
"Barr, Bob (R-GA)",House,$250,2000
"Wolf, Frank (R-VA)",House,$250,2000
"McCarthy, Carolyn (D-NY)",House,$200,2000
"Gramm, Phil (R-Texas)",Senate,"$3,000",2002
"Landrieu, Mary L (D-La)",Senate,"$2,800",2002
"Capito, Shelley Moore (R-WVa)",House,"$2,000",2002
"Kirk, Ron (D-Texas)",Senate,"$2,000",2002
"Lewis, Jerry (R-Calif)",House,"$2,000",2002
"Shelby, Richard C (R-Ala)",Senate,"$2,000",2002
"Smith, Bob (R-NH)",Senate,"$2,000",2002
"Swett, Katrina (D-NH)",House,"$2,000",2002
"Capuano, Michael E (D-Mass)",House,"$1,750",2002
"Kerry, John (D-Mass)",Senate,"$1,500",2002
"Lynch, Stephen F (D-Mass)",House,"$1,250",2002
"Neal, Richard E (D-Mass)",House,"$1,250",2002
"Granger, Kay (R-Texas)",House,"$1,000",2002
"Hutchinson, Tim (R-Ark)",Senate,"$1,000",2002
"Inhofe, James M (R-Okla)",Senate,"$1,000",2002
"McIntyre, Mike (D-NC)",House,"$1,000",2002
"Shriver, Mark Kennedy (D-Md)",House,"$1,000",2002
"Sinnott, William F (D-Mass)",House,"$1,000",2002
"Wilson, Heather A (R-NM)",House,$750,2002
"Barr, Bob (R-Ga)",House,$500,2002
"Bonner, Jo (R-Ala)",House,$500,2002
"Davis, Susan A (D-Calif)",House,$500,2002
"McCarthy, Charles J Jr (R-Mass)",House,$500,2002
"Radanovich, George (R-Calif)",House,$500,2002
"Augusti, Mark A (R-Ill)",House,$261,2002
"Barrett, Gresham (R-SC)",House,$250,2002
"Ganske, Greg (R-Iowa)",House,$250,2002
"Miller, Gary (R-Calif)",House,$250,2002
"Wamp, Zach (R-Tenn)",House,$-500,2002
"Abair, Peter Jon (R-Mass)",House,"$-1,000",2002
"Amorello, Matthew J (R-Mass)",House,"$-1,000",2002
"Cox, Christopher (R-Calif)",House,"$-1,000",2002
"Dickey, Jay (R-Ark)",House,"$-1,000",2002
"Fletcher, Ernie (R-Ky)",House,"$-1,000",2002
"Greenleaf, Stewart J (R-Pa)",House,"$-1,000",2002
"Hayworth, J D (R-Ariz)",House,"$-1,000",2002
"Hostettler, John (R-Ind)",House,"$-1,000",2002
"Kirk, Mark (R-Ill)",House,"$-1,000",2002
"Koster, John (R-Wash)",House,"$-1,000",2002
"Lazio, Rick A (R-NY)",House,"$-1,000",2002
"Lugar, Richard G (R-Ind)",Senate,"$-1,000",2002
"McCain, John (R-Ariz)",Senate,"$-1,000",2002
"Moakley, Joe (D-Mass)",House,"$-1,000",2002
"Santorum, Rick (R-Pa)",Senate,"$-1,000",2002
"Torkildsen, Peter G (R-Mass)",House,"$-1,000",2002
"Watkins, Wes (R-Okla)",House,"$-1,000",2002
"Armey, Dick (R-Texas)",House,"$-2,000",2002
"Chafee, Lincoln (R-RI)",Senate,"$-2,000",2002
"Rogers, Mike (R-Mich)",House,"$-2,000",2002
"Shaw, E Clay Jr (R-Fla)",House,"$-3,000",2002
"Bush, George W (R)",Pres,"$151,561",2004
"Kerry, John (D-MA)",Senate,"$29,025",2004
"Martinez, Mel (R-FL)",Senate,"$8,600",2004
"Bonilla, Henry (R-TX)",House,"$6,000",2004
"Crews, Ronald A (R-MA)",House,"$5,000",2004
"Tiahrt, Todd (R-KS)",House,"$4,000",2004
"Young, C W Bill (R-FL)",House,"$4,000",2004
"Price, David (D-NC)",House,"$3,000",2004
"Moran, Jim (D-VA)",House,"$2,630",2004
"Vitter, David (R-LA)",House,"$2,600",2004
"Brownback, Sam (R-KS)",Senate,"$2,000",2004
"Bunning, Jim (R-KY)",Senate,"$2,000",2004
"Lieberman, Joe (D-CT)",Senate,"$2,000",2004
"Lynch, Stephen F (D-MA)",House,"$2,000",2004
"Mollohan, Alan B (D-WV)",House,"$2,000",2004
"Nader, Ralph (3)",Pres,"$2,000",2004
"Parke, Greg (R-VT)",House,"$2,000",2004
"Dean, Howard (D)",Pres,"$1,650",2004
"Thune, John (R-SD)",Senate,"$1,600",2004
"Bond, Christopher ""Kit"" (R-MO)",Senate,"$1,500",2004
"Federer, Bill (R-MO)",House,"$1,500",2004
"Murtha, John P (D-PA)",House,"$1,500",2004
"Bass, Charles (R-NH)",House,"$1,000",2004
"Bermudez, Claudia (R-CA)",House,"$1,000",2004
"Bono Mack, Mary (R-CA)",House,"$1,000",2004
"Brady, Mark (R-NH)",House,"$1,000",2004
"Buyer, Steve (R-IN)",House,"$1,000",2004
"Clyburn, James E (D-SC)",House,"$1,000",2004
"Delahunt, Bill (D-MA)",House,"$1,000",2004
"Feeney, Tom (R-FL)",House,"$1,000",2004
"Graham, Lindsey (R-SC)",Senate,"$1,000",2004
"Gregg, Judd (R-NH)",Senate,"$1,000",2004
"Kingston, Jack (R-GA)",House,"$1,000",2004
"Lewis, Jerry (R-CA)",House,"$1,000",2004
"McKeon, Buck (R-CA)",House,"$1,000",2004
"Murkowski, Lisa (R-AK)",Senate,"$1,000",2004
"Neal, Richard E (D-MA)",House,"$1,000",2004
"Paterno, Scott (R-PA)",House,"$1,000",2004
"Price, William Melvin (R-IL)",House,"$1,000",2004
"Putnam, Adam H (R-FL)",House,"$1,000",2004
"Regula, Ralph (R-OH)",House,"$1,000",2004
"Rogers, Hal (R-KY)",House,"$1,000",2004
"Ros-Lehtinen, Ileana (R-FL)",House,"$1,000",2004
"Smith, Lamar (R-TX)",House,"$1,000",2004
"Specter, Arlen (R-PA)",Senate,"$1,000",2004
"Tauscher, Ellen (D-CA)",House,"$1,000",2004
"Taylor, Gene (D-MS)",House,"$1,000",2004
"Turner, Michael R (R-OH)",House,"$1,000",2004
"Wilson, Joe (R-SC)",House,"$1,000",2004
"Lamutt, Robert (R-GA)",House,$750,2004
"Badnarik, Michael (L)",Pres,$600,2004
"Burr, Richard (R-NC)",House,$600,2004
"Nethercutt, George R Jr (R-WA)",House,$600,2004
"Bartlett, Roscoe G (R-MD)",House,$500,2004
"Campbell, Ben Nighthorse (R-CO)",Senate,$500,2004
"Cox, Christopher (R-CA)",House,$500,2004
"Gephardt, Richard A (D-MO)",House,$500,2004
"Jindal, Bobby (R-LA)",House,$500,2004
"Markey, Ed (D-MA)",House,$500,2004
"Obey, David R (D-WI)",House,$500,2004
"Salazar, Ken (D-CO)",Senate,$500,2004
"Bonner, Jo (R-AL)",House,$250,2004
"Capuano, Michael E (D-MA)",House,$250,2004
"Dayton, Mark (D-MN)",Senate,$250,2004
"Jackson, Jesse Jr (D-IL)",House,$250,2004
"Jones, Bill (R-CA)",Senate,$250,2004
"Kennedy, Edward M (D-MA)",Senate,$250,2004
"Kobach, Kris (R-KS)",House,$250,2004
"LoBiondo, Frank (R-NJ)",House,$250,2004
"Tenenbaum, Inez (D-SC)",Senate,$250,2004
"Farmer, Nancy (D-MO)",Senate,$200,2004
"Kucinich, Dennis (D-OH)",House,$200,2004
"Rohrabacher, Dana (R-CA)",House,$200,2004
"Beauprez, Bob (R-CO)",House,$186,2004
"Boustany, Charles Jr (R-LA)",House,$186,2004
"Dent, Charlie (R-PA)",House,$186,2004
"Northup, Anne M (R-KY)",House,$186,2004
"Walcher, Greg (R-CO)",House,$186,2004
"Burns, Max (R-GA)",House,$93,2004
"Renzi, Rick (R-AZ)",House,$93,2004
"Kennedy, Edward M (D-MA)",Senate,"$12,650",2006
"Pallone, Frank Jr (D-NJ)",House,"$11,500",2006
"Kennedy, Patrick J (D-RI)",House,"$9,750",2006
"Bonilla, Henry (R-TX)",House,"$6,500",2006
"Tiahrt, Todd (R-KS)",House,"$6,500",2006
"Lewis, Jerry (R-CA)",House,"$6,000",2006
"Santorum, Rick (R-PA)",Senate,"$6,000",2006
"Neal, Richard E (D-MA)",House,"$5,250",2006
"Clyburn, James E (D-SC)",House,"$5,000",2006
"Allen, George (R-VA)",Senate,"$4,500",2006
"Bartels, Teresa Hall (R-IL)",House,"$4,200",2006
"Burner, Darcy (D-WA)",House,"$4,200",2006
"Laffey, Stephen (R-RI)",Senate,"$4,000",2006
"Moran, Jim (D-VA)",House,"$4,000",2006
"Price, David (D-NC)",House,"$4,000",2006
"Young, C W Bill (R-FL)",House,"$4,000",2006
"Shaw, E Clay Jr (R-FL)",House,"$3,250",2006
"Miller, Harris N (D-VA)",Senate,"$3,100",2006
"Vitter, David (R-LA)",Senate,"$3,000",2006
"Mollohan, Alan B (D-WV)",House,"$2,750",2006
"Davis, Tom (R-VA)",House,"$2,500",2006
"Lynch, Stephen F (D-MA)",House,"$2,100",2006
"Vilsack, Thomas J (D)",Pres,"$2,100",2006
"Bass, Charles (R-NH)",House,"$2,000",2006
"Burr, Richard (R-NC)",Senate,"$2,000",2006
"Carter, John (R-TX)",House,"$2,000",2006
"Chambliss, Saxby (R-GA)",Senate,"$2,000",2006
"Kingston, Jack (R-GA)",House,"$2,000",2006
"Nelson, Bill (D-FL)",Senate,"$2,000",2006
"Sweeney, John E (R-NY)",House,"$2,000",2006
"Tierney, John F (D-MA)",House,"$2,000",2006
"Walsh, James T (R-NY)",House,"$2,000",2006
"Wicker, Roger (R-MS)",House,"$2,000",2006
"Badnarik, Michael (L-TX)",House,"$1,900",2006
"Talent, James M (R-MO)",Senate,"$1,825",2006
"Earnest, Richard L (R-CA)",House,"$1,500",2006
"Granger, Kay (R-TX)",House,"$1,500",2006
"Morse, Charles A (R-MA)",House,"$1,500",2006
"Webb, Jim (D-VA)",Senate,"$1,500",2006
"Davis, Geoff (R-KY)",House,"$1,250",2006
"DeWine, Mike (R-OH)",Senate,"$1,250",2006
"Gerlach, Jim (R-PA)",House,"$1,250",2006
"Meier, Raymond A (R-NY)",House,"$1,250",2006
"Norman, Ralph (R-SC)",House,"$1,250",2006
"Rainville, Martha T (R-VT)",House,"$1,250",2006
"Bishop, Sanford (D-GA)",House,"$1,000",2006
"Boehner, John (R-OH)",House,"$1,000",2006
"Burns, Conrad (R-MT)",Senate,"$1,000",2006
"Byrd, Robert C (D-WV)",Senate,"$1,000",2006
"Cardin, Ben (D-MD)",House,"$1,000",2006
"Dodd, Chris (D-CT)",Senate,"$1,000",2006
"Ensign, John (R-NV)",Senate,"$1,000",2006
"Harris, Katherine (R-FL)",House,"$1,000",2006
"Hastert, Dennis (R-IL)",House,"$1,000",2006
"Hutchison, Kay Bailey (R-TX)",Senate,"$1,000",2006
"Isakson, Johnny (R-GA)",Senate,"$1,000",2006
"Jindal, Bobby (R-LA)",House,"$1,000",2006
"Kennedy, Mark (R-MN)",House,"$1,000",2006
"McHugh, John M (R-NY)",House,"$1,000",2006
"Obey, David R (D-WI)",House,"$1,000",2006
"Rogers, Hal (R-KY)",House,"$1,000",2006
"Wilson, Joe (R-SC)",House,"$1,000",2006
"Lamont, Ned (D-CT)",Senate,$750,2006
"Spratt, John M Jr (D-SC)",House,$750,2006
"Bachmann, Michele (R-MN)",House,$625,2006
"Blasdel, Chuck (R-OH)",House,$625,2006
"Chabot, Steve (R-OH)",House,$625,2006
"Corker, Bob (R-TN)",Senate,$625,2006
"Gard, John (R-WI)",House,$625,2006
"Roskam, Peter (R-IL)",House,$625,2006
"Simmons, Rob (R-CT)",House,$625,2006
"Sodrel, Michael E (R-IN)",House,$625,2006
"Wakim, Chris (R-WV)",House,$625,2006
"Whalen, Mike (R-IA)",House,$625,2006
"Wilson, Heather A (R-NM)",House,$625,2006
"Busansky, Phyllis H (D-FL)",House,$618,2006
"Murphy, Christopher S (D-CT)",House,$600,2006
"Bouchard, Michael J (R-MI)",Senate,$500,2006
"Busby, Francine P (D-CA)",House,$500,2006
"DeLay, Tom (R-TX)",House,$500,2006
"Fallin, Mary (R-OK)",House,$500,2006
"Frank, Barney (D-MA)",House,$500,2006
"Jones, Walter B Jr (R-NC)",House,$500,2006
"Lewis, Hiram (R-WV)",Senate,$500,2006
"Lieberman, Joe (I-CT)",Senate,$500,2006
"Lofgren, Zoe (D-CA)",House,$500,2006
"Smith, Lamar (R-TX)",House,$500,2006
"Yeager, Karen (D-NY)",House,$500,2006
"Giffords, Gabrielle (D-AZ)",House,$400,2006
"Johnson, Sam (R-TX)",House,$250,2006
"McGovern, James P (D-MA)",House,$250,2006
"Wetterling, Patty (D-MN)",House,$250,2006
"Paccione, Angie (D-CO)",House,$200,2006
"Sanders, Bernie (I-VT)",House,$200,2006
"Gregg, Judd (R-NH)",Senate,"$-1,000",2006
"Bush, George W (R)",Pres,"$-2,000",2006
"Obama, Barack (D-IL)",Senate,"$106,687",2008
"McCain, John (R-AZ)",Senate,"$57,305",2008
"Giuliani, Rudolph W (R)",Pres,"$47,450",2008
"Romney, Mitt (R)",Pres,"$44,450",2008
"Clinton, Hillary (D-NY)",Senate,"$30,610",2008
"Paul, Ron (R-TX)",House,"$7,403",2008
"McGovern, James P (D-MA)",House,"$6,700",2008
"Thompson, Fred (R)",Pres,"$5,500",2008
"Coffman, Mike (R-CO)",House,"$4,842",2008
"Ogonowski, Jim (R-MA)",Senate,"$4,550",2008
"Moran, Jim (D-VA)",House,"$4,500",2008
"Warner, Mark (D-VA)",Senate,"$4,050",2008
"Donoghue, Eileen (D-MA)",House,"$3,800",2008
"Dodd, Chris (D-CT)",Senate,"$3,300",2008
"Kirk, Mark (R-IL)",House,"$3,300",2008
"Gillibrand, Kirsten (D-NY)",House,"$2,800",2008
"Burner, Darcy (D-WA)",House,"$2,500",2008
"Landrieu, Mary L (D-LA)",Senate,"$2,500",2008
"Langevin, Jim (D-RI)",House,"$2,500",2008
"Rockefeller, Jay (D-WV)",Senate,"$2,500",2008
"Smith, Lamar (R-TX)",House,"$2,500",2008
"Sununu, John E (R-NH)",Senate,"$2,500",2008
"Berkowitz, Ethan A (D-AK)",House,"$2,300",2008
"Bennett, Siobhan L (D-PA)",House,"$2,250",2008
"Roberts, Pat (R-KS)",Senate,"$2,250",2008
"Chambliss, Saxby (R-GA)",Senate,"$2,000",2008
"Clyburn, James E (D-SC)",House,"$2,000",2008
"Cote, Adam (D-ME)",House,"$2,000",2008
"Edwards, John (D)",Pres,"$2,000",2008
"Eshoo, Anna (D-CA)",House,"$2,000",2008
"Markey, Ed (D-MA)",House,"$2,000",2008
"McCaul, Michael (R-TX)",House,"$2,000",2008
"Tierney, John F (D-MA)",House,"$2,000",2008
"Young, C W Bill (R-FL)",House,"$2,000",2008
"Huckabee, Mike (R)",Pres,"$1,900",2008
"Richardson, Bill (D)",Pres,"$1,750",2008
"Coleman, Norm (R-MN)",Senate,"$1,500",2008
"Rogers, Hal (R-KY)",House,"$1,500",2008
"Kerry, John (D-MA)",Senate,"$1,250",2008
"Alexander, Lamar (R-TN)",Senate,"$1,000",2008
"Capuano, Michael E (D-MA)",House,"$1,000",2008
"Collins, Susan M (R-ME)",Senate,"$1,000",2008
"Davis, Tom (R-VA)",House,"$1,000",2008
"Diaz-Balart, Lincoln (R-FL)",House,"$1,000",2008
"Emanuel, Rahm (D-IL)",House,"$1,000",2008
"Gordon, Bart (D-TN)",House,"$1,000",2008
"Kingston, Jack (R-GA)",House,"$1,000",2008
"Price, David (D-NC)",House,"$1,000",2008
"Reid, Harry (D-NV)",Senate,"$1,000",2008
"Udall, Tom (D-NM)",House,"$1,000",2008
"Wolf, Frank (R-VA)",House,$700,2008
"Markey, Betsy (D-CO)",House,$550,2008
"Boucher, Rick (D-VA)",House,$500,2008
"Byrnes, Lawrence William (I-FL)",House,$500,2008
"Eldridge, Jamie (D-MA)",House,$500,2008
"Enzi, Mike (R-WY)",Senate,$500,2008
"Flake, Jeff (R-AZ)",House,$500,2008
"Forbes, Randy (R-VA)",House,$500,2008
"Inslee, Jay R (D-WA)",House,$500,2008
"Ketner, Linda (D-SC)",House,$500,2008
"Larson, John B (D-CT)",House,$500,2008
"Lumpkin, Mike (D-CA)",House,$500,2008
"McConnell, Mitch (R-KY)",Senate,$500,2008
"Nader, Ralph (I)",Pres,$500,2008
"Shafroth, William G (D-CO)",House,$500,2008
"Issa, Darrell (R-CA)",House,$275,2008
"Schmett, Kim (R-IA)",House,$275,2008
"Burr, Richard (R-NC)",Senate,$250,2008
"DeMint, Jim (R-SC)",Senate,$250,2008
"Fimian, Keith S (R-VA)",House,$250,2008
"Harper, Gregg (R-MS)",House,$250,2008
"Johnson, Sam (R-TX)",House,$250,2008
"Marchand, Steve (D-NH)",Senate,$250,2008
"Marlow, James (D-GA)",House,$250,2008
"McClintock, Tom (R-CA)",House,$250,2008
"Murphy, Patrick J (D-PA)",House,$250,2008
"Phillies, George David Joseph (L)",Pres,$250,2008
"Schaffer, Bob (R-CO)",Senate,$250,2008
"Trauner, Gary (D-WY)",House,$250,2008
"Coakley, Martha (D-MA)",Senate,"$18,300",2010
"Brown, Scott (R-MA)",Senate,"$13,150",2010
"Cornilles, Robert (R-OR)",House,"$9,600",2010
"Langevin, Jim (D-RI)",House,"$9,600",2010
"McGovern, James P (D-MA)",House,"$9,200",2010
"Bennett, Robert F (R-UT)",Senate,"$4,800",2010
"Neal, Richard E (D-MA)",House,"$4,000",2010
"Schumer, Charles E (D-NY)",Senate,"$4,000",2010
"Conyers, John Jr (D-MI)",House,"$3,400",2010
"DelBene, Suzan (D-WA)",House,"$3,400",2010
"Clarke, Yvette D (D-NY)",House,"$3,000",2010
"Towns, Edolphus (D-NY)",House,"$3,000",2010
"Camp, Dave (R-MI)",House,"$2,500",2010
"Connolly, Gerry (D-VA)",House,"$2,500",2010
"Berman, Howard L (D-CA)",House,"$2,400",2010
"Coffman, Mike (R-CO)",House,"$2,400",2010
"Fiorina, Carly (R-CA)",Senate,"$2,400",2010
"Hayworth, Nan (R-NY)",House,"$2,400",2010
"Boxer, Barbara (D-CA)",Senate,"$2,250",2010
"Burr, Richard (R-NC)",Senate,"$2,250",2010
"McCaul, Michael (R-TX)",House,"$2,250",2010
"Eshoo, Anna (D-CA)",House,"$2,000",2010
"Rogers, Hal (R-KY)",House,"$2,000",2010
"Grassley, Chuck (R-IA)",Senate,"$1,700",2010
"Rossi, Dino (R-WA)",Senate,"$1,600",2010
"Daly, Matthew M (R-CT)",House,"$1,500",2010
"Moran, Jim (D-VA)",House,"$1,500",2010
"Ayotte, Kelly (R-NH)",Senate,"$1,250",2010
"Forbes, Randy (R-VA)",House,"$1,200",2010
"Quigley, Mike (D-IL)",House,"$1,132",2010
"Angle, Sharron (R-NV)",Senate,"$1,000",2010
"Baucus, Max (D-MT)",Senate,"$1,000",2010
"Carper, Tom (D-DE)",Senate,"$1,000",2010
"Carter, Liz (R-GA)",House,"$1,000",2010
"Hagan, Kay R (D-NC)",Senate,"$1,000",2010
"Issa, Darrell (R-CA)",House,"$1,000",2010
"Larsen, Rick (D-WA)",House,"$1,000",2010
"Lewis, Jerry (R-CA)",House,"$1,000",2010
"Lincoln, Blanche (D-AR)",Senate,"$1,000",2010
"Price, David (D-NC)",House,"$1,000",2010
"Specter, Arlen (D-PA)",Senate,"$1,000",2010
"Tedisco, Jim (R-NY)",House,"$1,000",2010
"Tierney, John F (D-MA)",House,"$1,000",2010
"Wyden, Ron (D-OR)",Senate,"$1,000",2010
"Paul, Rand (R-KY)",Senate,$900,2010
"Feingold, Russ (D-WI)",Senate,$750,2010
"Frank, Barney (D-MA)",House,$750,2010
"Bachmann, Michele (R-MN)",House,$500,2010
"Bayh, Evan (D-IN)",Senate,$500,2010
"Bennet, Michael F (D-CO)",Senate,$500,2010
"Cardin, Ben (D-MD)",Senate,$500,2010
"Grayson, Alan (D-FL)",House,$500,2010
"Halfacre, Michael (R-NJ)",House,$500,2010
"Herr, Brian (R-MA)",House,$500,2010
"Kerry, John (D-MA)",Senate,$500,2010
"Lungren, Dan (R-CA)",House,$500,2010
"Morris, Paulina Vasquez (R-AZ)",House,$500,2010
"Radtke, Jamie L (R-VA)",Senate,$500,2010
"Reyes, Silvestre (D-TX)",House,$500,2010
"Simmons, Rob (R-CT)",Senate,$500,2010
"Wesley, Tom (R-MA)",House,$500,2010
"Bera, Ami (D-CA)",House,$400,2010
"Goyle, Raj (D-KS)",House,$400,2010
"Campbell, Tom (R-CA)",Senate,$300,2010
"Ellison, Keith (D-MN)",House,$300,2010
"Lynch, William J (D-RI)",House,$300,2010
"Ryan, Paul (R-WI)",House,$300,2010
"Cravaack, Chip (R-MN)",House,$250,2010
"Horn, Jennifer M (R-NH)",House,$250,2010
"Kirk, Mark (R-IL)",House,$250,2010
"Markey, Betsy (D-CO)",House,$250,2010
"McCain, John (R-AZ)",Senate,$250,2010
"Nuciforo, Andrea F Jr (D-MA)",House,$250,2010
"Pougnet, Stephen P (D-CA)",House,$250,2010
"Price, Tom (R-GA)",House,$250,2010
"Roberts, Pat (R-KS)",Senate,$250,2010
"Rubio, Marco (R-FL)",Senate,$250,2010
"Sias, Langhorne C (R-CO)",House,$250,2010
"Waring, James F (R-AZ)",House,$250,2010
"Blumenthal, Richard (D-CT)",Senate,$200,2010
"Gunn, William Leslie Jr (R-MA)",House,$200,2010
"Romney, Mitt (R)",Pres,"$320,679",2012
"Brown, Scott (R-MA)",Senate,"$160,300",2012
"Obama, Barack (D)",Pres,"$143,139",2012
"Warren, Elizabeth (D-MA)",Senate,"$10,650",2012
"Cornilles, Robert (R-OR)",House,"$10,000",2012
"Coors, Joe (R-CO)",House,"$8,500",2012
"McGovern, James P (D-MA)",House,"$6,000",2012
"Paul, Ron (R-TX)",House,"$5,888",2012
"Tierney, John F (D-MA)",House,"$5,000",2012
"Carmona, Richard (D-AZ)",Senate,"$4,900",2012
"Lawson, Stacey (D-CA)",House,"$4,750",2012
"Collins, Susan M (R-ME)",Senate,"$4,500",2012
"Carper, Tom (D-DE)",Senate,"$4,000",2012
"Dewhurst, David H (R-TX)",Senate,"$4,000",2012
"Connolly, Gerry (D-VA)",House,"$3,500",2012
"Kennedy, Joe III (D-MA)",House,"$3,500",2012
"Thornberry, Mac (R-TX)",House,"$3,500",2012
"Langevin, Jim (D-RI)",House,"$3,000",2012
"Matsui, Doris O (D-CA)",House,"$3,000",2012
"Barber, Ron (D-AZ)",House,"$2,750",2012
"Costa, Dianne (R-TX)",House,"$2,500",2012
"Cruz, Ted (R-TX)",Senate,"$2,500",2012
"Issa, Darrell (R-CA)",House,"$2,500",2012
"Leahy, Patrick (D-VT)",Senate,"$2,500",2012
"McGoff, John P (R-IN)",House,"$2,500",2012
"McKeon, Buck (R-CA)",House,"$2,500",2012
"Murkowski, Lisa (R-AK)",Senate,"$2,500",2012
"Neal, Richard E (D-MA)",House,"$2,500",2012
"Smith, Adam (D-WA)",House,"$2,500",2012
"Aderholt, Robert B (R-AL)",House,"$2,000",2012
"Chaffetz, Jason (R-UT)",House,"$2,000",2012
"DelBene, Suzan (D-WA)",House,"$2,000",2012
"Hatch, Orrin G (R-UT)",Senate,"$2,000",2012
"King, Steven A (R-IA)",House,"$2,000",2012
"McConnell, Mitch (R-KY)",Senate,"$2,000",2012
"Ruppersberger, Dutch (D-MD)",House,"$2,000",2012
"Gingrich, Newt (R)",Pres,"$1,750",2012
"Ruiz, Raul (D-CA)",House,"$1,700",2012
"Bass, Charles (R-NH)",House,"$1,500",2012
"Cherny, Andrei (D-AZ)",House,"$1,500",2012
"Grijalva, Raul M (D-AZ)",House,"$1,500",2012
"Lungren, Dan (R-CA)",House,"$1,500",2012
"Matheson, Jim (D-UT)",House,"$1,500",2012
"McCaul, Michael (R-TX)",House,"$1,500",2012
"Price, David (D-NC)",House,"$1,500",2012
"Rockefeller, Jay (D-WV)",Senate,"$1,500",2012
"Schneider, Brad (D-IL)",House,"$1,500",2012
"Radtke, Jamie L (R-VA)",Senate,"$1,400",2012
"Udall, Mark (D-CO)",Senate,"$1,250",2012
"Wolf, Frank (R-VA)",House,"$1,250",2012
"Bielat, Sean (R-MA)",House,"$1,200",2012
"Kirkpatrick, Ann (D-AZ)",House,"$1,200",2012
"Bono Mack, Mary (R-CA)",House,"$1,000",2012
"Brown, Sherrod (D-OH)",Senate,"$1,000",2012
"Chambliss, Saxby (R-GA)",Senate,"$1,000",2012
"Emerson, Jo Ann (R-MO)",House,"$1,000",2012
"Hayworth, Nan (R-NY)",House,"$1,000",2012
"Rogers, Mike (R-MI)",House,"$1,000",2012
