Recipient,Office,Contributions(Total),Cycle
"Stabenow, Debbie (D-MI)",House,$250,2000
"Wexler, Robert (D-FL)",House,$250,2000
"Keyes, Alan (R)",Pres,$200,2000
"Smith, Gordon H (R-Ore)",Senate,"$9,500",2002
"Eshoo, Anna (D-Calif)",House,"$6,250",2002
"Allard, Wayne (R-Colo)",Senate,"$6,200",2002
"Cornyn, John (R-Texas)",Senate,"$6,000",2002
"Daschle, Tom (D-SD)",Senate,"$5,000",2002
"Morella, Connie (R-Md)",House,"$5,000",2002
"Andrews, Robert E (D-NJ)",House,"$4,000",2002
"Baucus, Max (D-Mont)",Senate,"$4,000",2002
"Honda, Mike (D-Calif)",House,"$4,000",2002
"Landrieu, Mary L (D-La)",Senate,"$4,000",2002
"Davis, Susan A (D-Calif)",House,"$3,250",2002
"Cleland, Max (D-Ga)",Senate,"$3,200",2002
"Smith, Adam (D-Wash)",House,"$3,000",2002
"Tauscher, Ellen (D-Calif)",House,"$3,000",2002
"Dooley, Cal (D-Calif)",House,"$2,500",2002
"Harman, Jane (D-Calif)",House,"$2,500",2002
"Hastert, Dennis (R-Ill)",House,"$2,500",2002
"Bass, Charles (R-NH)",House,"$2,000",2002
"Boucher, Rick (D-Va)",House,"$2,000",2002
"Bradley, Jeb (R-NH)",House,"$2,000",2002
"Davis, Tom (R-Va)",House,"$2,000",2002
"Doolittle, John T (R-Calif)",House,"$2,000",2002
"Enzi, Mike (R-Wyo)",Senate,"$2,000",2002
"Kerry, John (D-Mass)",Senate,"$2,000",2002
"Kolbe, Jim (R-Ariz)",House,"$2,000",2002
"Tauzin, Billy (R-La)",House,"$2,000",2002
"Weller, Jerry (R-Ill)",House,"$2,000",2002
"Richardson, Betty (D-Idaho)",House,"$1,875",2002
"Van De Weghe, Bill (R-Calif)",House,"$1,750",2002
"Bradbury, Bill (D-Ore)",Senate,"$1,600",2002
"Gephardt, Richard A (D-Mo)",House,"$1,500",2002
"Goodlatte, Bob (R-Va)",House,"$1,500",2002
"Issa, Darrell (R-Calif)",House,"$1,500",2002
"Johnson, Nancy L (R-Conn)",House,"$1,500",2002
"Matheson, Jim (D-Utah)",House,"$1,500",2002
"Matsui, Robert T (D-Calif)",House,"$1,500",2002
"Ose, Doug (R-Calif)",House,"$1,500",2002
"Simpson, Mike (R-Idaho)",House,"$1,500",2002
"Wilson, Heather A (R-NM)",House,"$1,500",2002
"Sensenbrenner, F James Jr (R-Wis)",House,"$1,250",2002
"Wu, David (D-Ore)",House,"$1,250",2002
"Beauprez, Bob (R-Colo)",House,"$1,000",2002
"Becerra, Xavier (D-Calif)",House,"$1,000",2002
"Blunt, Roy (R-Mo)",House,"$1,000",2002
"Brady, Kevin (R-Texas)",House,"$1,000",2002
"Cardoza, Dennis (D-Calif)",House,"$1,000",2002
"Carter, John (R-Texas)",House,"$1,000",2002
"Craig, Larry (R-Idaho)",Senate,"$1,000",2002
"Culberson, John (R-Texas)",House,"$1,000",2002
"Davis, Jim (D-Fla)",House,"$1,000",2002
"Dicks, Norm (D-Wash)",House,"$1,000",2002
"Forrester, Douglas R (R-NJ)",Senate,"$1,000",2002
"Frost, Martin (D-Texas)",House,"$1,000",2002
"Hecht, Gregory Keith (D-Ga)",House,"$1,000",2002
"Hooley, Darlene (D-Ore)",House,"$1,000",2002
"Houghton, Amo (R-NY)",House,"$1,000",2002
"Jefferson, William J (D-La)",House,"$1,000",2002
"John, Chris (D-La)",House,"$1,000",2002
"Johnson, Sam (R-Texas)",House,"$1,000",2002
"Kirk, Ron (D-Texas)",Senate,"$1,000",2002
"Larsen, Rick (D-Wash)",House,"$1,000",2002
"Majette, Denise L (D-Ga)",House,"$1,000",2002
"Matsunaka, Stan (D-Colo)",House,"$1,000",2002
"Moran, Jim (D-Va)",House,"$1,000",2002
"Otter, C L (Butch) (R-Idaho)",House,"$1,000",2002
"Pryce, Deborah (R-Ohio)",House,"$1,000",2002
"Reid, Harry (D-Nev)",Senate,"$1,000",2002
"Reynolds, Tom (R-NY)",House,"$1,000",2002
"Rockefeller, Jay (D-WVa)",Senate,"$1,000",2002
"Sessions, Pete (R-Texas)",House,"$1,000",2002
"Smith, Lamar (R-Texas)",House,"$1,000",2002
"Stearns, Cliff (R-Fla)",House,"$1,000",2002
"Stevens, Ted (R-Alaska)",Senate,"$1,000",2002
"Thomas, Bill (R-Calif)",House,"$1,000",2002
"Upton, Fred (R-Mich)",House,"$1,000",2002
"Walden, Greg (R-Ore)",House,"$1,000",2002
"Coleman, Norm (R-Minn)",Senate,$900,2002
"Cole, Janice Mckenzie (D-NC)",House,$500,2002
"Hyde, Henry J (R-Ill)",House,$500,2002
"Johnson, Tim (D-SD)",Senate,$500,2002
"Schaffer, Bob (R-Colo)",House,$500,2002
"Tanner, John (D-Tenn)",House,$500,2002
"Thompson, Mike (D-Calif)",House,$500,2002
"Castro, Martin R (D-Ill)",House,$300,2002
"Baird, Brian (D-Wash)",House,$250,2002
"Bean, Melissa (D-Ill)",House,$250,2002
"Bentsen, Ken (D-Texas)",House,$250,2002
"Carden, Timothy L (D-NJ)",House,$250,2002
"Chapman, Ron (D-Texas)",House,$250,2002
"Gutierrez, Luis V (D-Ill)",House,$250,2002
"Talent, James M (R-Mo)",Senate,$250,2002
"Boehner, John (R-Ohio)",House,$225,2002
"Bishop, Sanford (D-Ga)",House,$200,2002
"McKinney, Cynthia (D-Ga)",House,$200,2002
"Carnahan, Jean (D-Mo)",Senate,$100,2002
"Dreier, David (R-Calif)",House,"$-1,000",2002
"Feinstein, Dianne (D-Calif)",Senate,"$-1,000",2002
"Miller, Zell (D-Ga)",Senate,"$-1,000",2002
"Kerry, John (D-MA)",Senate,"$81,899",2004
"Bush, George W (R)",Pres,"$32,860",2004
"Dean, Howard (D)",Pres,"$20,075",2004
"Lincoln, Blanche (D-AR)",Senate,"$7,000",2004
"Boxer, Barbara (D-CA)",Senate,"$6,100",2004
"Brady, Kevin (R-TX)",House,"$6,000",2004
"Oxley, Michael G (R-OH)",House,"$5,000",2004
"Wyden, Ron (D-OR)",Senate,"$5,000",2004
"Salazar, Ken (D-CO)",Senate,"$4,800",2004
"Eshoo, Anna (D-CA)",House,"$4,700",2004
"Ensign, John (R-NV)",Senate,"$4,500",2004
"Barton, Joe (R-TX)",House,"$3,500",2004
"Bennett, Robert F (R-UT)",Senate,"$3,500",2004
"Daschle, Tom (D-SD)",Senate,"$3,500",2004
"Davis, Tom (R-VA)",House,"$3,500",2004
"DeMint, Jim (R-SC)",House,"$3,500",2004
"Reid, Harry (D-NV)",Senate,"$3,500",2004
"Woolard, Catheren M (D-GA)",House,"$3,250",2004
"English, Phil (R-PA)",House,"$3,000",2004
"Hastert, Dennis (R-IL)",House,"$3,000",2004
"Isakson, Johnny (R-GA)",House,"$3,000",2004
"Smith, Gordon H (R-OR)",Senate,"$3,000",2004
"Frost, Martin (D-TX)",House,"$2,750",2004
"Boehlert, Sherwood (R-NY)",House,"$2,500",2004
"Culberson, John (R-TX)",House,"$2,500",2004
"Dreier, David (R-CA)",House,"$2,500",2004
"Gephardt, Richard A (D-MO)",House,"$2,500",2004
"Grassley, Chuck (R-IA)",Senate,"$2,500",2004
"Smith, Adam (D-WA)",House,"$2,500",2004
"Clark, Wesley (D)",Pres,"$2,350",2004
"Murray, Patty (D-WA)",Senate,"$2,250",2004
"Kucinich, Dennis (D-OH)",House,"$2,207",2004
"Matsunaka, Stan (D-CO)",House,"$2,150",2004
"Allen, George (R-VA)",Senate,"$2,000",2004
"Bayh, Evan (D-IN)",Senate,"$2,000",2004
"Boucher, Rick (D-VA)",House,"$2,000",2004
"Bradley, Jeb (R-NH)",House,"$2,000",2004
"Brownback, Sam (R-KS)",Senate,"$2,000",2004
"Cox, Christopher (R-CA)",House,"$2,000",2004
"Goodlatte, Bob (R-VA)",House,"$2,000",2004
"Hooley, Darlene (D-OR)",House,"$2,000",2004
"LaRouche, Lyndon H Jr (D)",Pres,"$2,000",2004
"Larsen, Rick (D-WA)",House,"$2,000",2004
"Matheson, Jim (D-UT)",House,"$2,000",2004
"Pryce, Deborah (R-OH)",House,"$2,000",2004
"Reynolds, Tom (R-NY)",House,"$2,000",2004
"Sensenbrenner, F James Jr (R-WI)",House,"$2,000",2004
"Smith, Lamar (R-TX)",House,"$2,000",2004
"Stearns, Cliff (R-FL)",House,"$2,000",2004
"Walden, Greg (R-OR)",House,"$2,000",2004
"Edwards, John (D-NC)",Senate,"$1,800",2004
"Majette, Denise L (D-GA)",House,"$1,750",2004
"Schaffer, Bob (R-CO)",Senate,"$1,700",2004
"Tancredo, Tom (R-CO)",House,"$1,700",2004
"Wu, David (D-OR)",House,"$1,300",2004
"Lofgren, Zoe (D-CA)",House,"$1,250",2004
"Specter, Arlen (R-PA)",Senate,"$1,250",2004
"Markey, Ed (D-MA)",House,"$1,200",2004
"Bass, Charles (R-NH)",House,"$1,000",2004
"Becerra, Xavier (D-CA)",House,"$1,000",2004
"Bell, Chris (D-TX)",House,"$1,000",2004
"Bond, Christopher ""Kit"" (R-MO)",Senate,"$1,000",2004
"Bonilla, Henry (R-TX)",House,"$1,000",2004
"Boyd, Allen (D-FL)",House,"$1,000",2004
"Cantor, Eric (R-VA)",House,"$1,000",2004
"Cohen, Burt (D-NH)",Senate,"$1,000",2004
"Crane, Phil (R-IL)",House,"$1,000",2004
"Crapo, Mike (R-ID)",Senate,"$1,000",2004
"Davis, Jim (D-FL)",House,"$1,000",2004
"Dodd, Chris (D-CT)",Senate,"$1,000",2004
"Feinstein, Dianne (D-CA)",Senate,"$1,000",2004
"Gregg, Judd (R-NH)",Senate,"$1,000",2004
"Harman, Jane (D-CA)",House,"$1,000",2004
"Herger, Wally (R-CA)",House,"$1,000",2004
"Hill, Baron (D-IN)",House,"$1,000",2004
"Hoyer, Steny H (D-MD)",House,"$1,000",2004
"Issa, Darrell (R-CA)",House,"$1,000",2004
"Johnson, Nancy L (R-CT)",House,"$1,000",2004
"Kolbe, Jim (R-AZ)",House,"$1,000",2004
"McCrery, Jim (R-LA)",House,"$1,000",2004
"Moran, Jim (D-VA)",House,"$1,000",2004
"Otter, C L (Butch) (R-ID)",House,"$1,000",2004
"Pelosi, Nancy (D-CA)",House,"$1,000",2004
"Regula, Ralph (R-OH)",House,"$1,000",2004
"Rodgers, Cathy McMorris (R-WA)",House,"$1,000",2004
"Sessions, Pete (R-TX)",House,"$1,000",2004
"Simpson, Mike (R-ID)",House,"$1,000",2004
"Smith, Jeff (D-MO)",House,"$1,000",2004
"Sununu, John E (R-NH)",Senate,"$1,000",2004
"Tauscher, Ellen (D-CA)",House,"$1,000",2004
"Thompson, Mike (D-CA)",House,"$1,000",2004
"Turner, Jim (D-TX)",House,"$1,000",2004
"Voinovich, George V (R-OH)",Senate,"$1,000",2004
"Honda, Mike (D-CA)",House,$950,2004
"Musgrave, Marilyn (R-CO)",House,$900,2004
"Farmer, Nancy (D-MO)",Senate,$750,2004
"Badnarik, Michael (L)",Pres,$700,2004
"Hodes, Paul W (D-NH)",House,$700,2004
"Jones, Bill (R-CA)",Senate,$650,2004
"Miles, Mike (D-CO)",Senate,$600,2004
"Cain, Herman (R-GA)",Senate,$550,2004
"Harris, Katherine (R-FL)",House,$550,2004
"Bean, Melissa (D-IL)",House,$500,2004
"Cantwell, Maria (D-WA)",Senate,$500,2004
"DeLay, Tom (R-TX)",House,$500,2004
"Lantos, Tom (D-CA)",House,$500,2004
"Lee, Barbara (D-CA)",House,$500,2004
"Quigley, Lisa (D-CA)",House,$500,2004
"Udall, Mark (D-CO)",House,$400,2004
"Matsui, Robert T (D-CA)",House,$350,2004
"Stork, James R (D-FL)",House,$300,2004
"Cobb, David Keith (3)",Pres,$250,2004
"Dent, Charlie (R-PA)",House,$250,2004
"Doggett, Lloyd (D-TX)",House,$250,2004
"Jeffords, James M (I-VT)",Senate,$250,2004
"Martinez, Mel (R-FL)",Senate,$250,2004
"Obama, Barack (D-IL)",Senate,$250,2004
"Patterson, Jeanne L (R-MO)",House,$250,2004
"Snowe, Olympia (R-ME)",Senate,$250,2004
"Steinborn, Jeff (D-NM)",House,$250,2004
"Torsella, Joseph M (D-PA)",House,$250,2004
"Coleman, Norm (R-MN)",Senate,$200,2004
"Feingold, Russ (D-WI)",Senate,$200,2004
"Walcher, Greg (R-CO)",House,$200,2004
"Hatch, Orrin G (R-UT)",Senate,"$25,050",2006
"Hutchison, Kay Bailey (R-TX)",Senate,"$20,100",2006
"Lieberman, Joe (I-CT)",Senate,"$12,750",2006
"Allen, George (R-VA)",Senate,"$11,000",2006
"Feinstein, Dianne (D-CA)",Senate,"$11,000",2006
"Ensign, John (R-NV)",Senate,"$8,500",2006
"Smith, Gordon H (R-OR)",Senate,"$8,500",2006
"Boehner, John (R-OH)",House,"$8,000",2006
"Pryce, Deborah (R-OH)",House,"$7,700",2006
"Camp, Dave (R-MI)",House,"$7,000",2006
"Johnson, Nancy L (R-CT)",House,"$6,500",2006
"Larsen, Rick (D-WA)",House,"$6,500",2006
"Doolittle, John T (R-CA)",House,"$6,400",2006
"Bean, Melissa (D-IL)",House,"$6,250",2006
"Davis, Tom (R-VA)",House,"$6,000",2006
"DeLay, Tom (R-TX)",House,"$6,000",2006
"Brown, Charles D (D-CA)",House,"$5,988",2006
"Giffords, Gabrielle (D-AZ)",House,"$5,700",2006
"Brady, Kevin (R-TX)",House,"$5,500",2006
"Crowley, Joseph (D-NY)",House,"$5,500",2006
"Hastert, Dennis (R-IL)",House,"$5,500",2006
"Moran, Jim (D-VA)",House,"$5,500",2006
"Perlmutter, Ed (D-CO)",House,"$5,400",2006
"Paccione, Angie (D-CO)",House,"$5,300",2006
"Clinton, Hillary (D-NY)",Senate,"$5,140",2006
"Cantor, Eric (R-VA)",House,"$5,000",2006
"Carper, Tom (D-DE)",Senate,"$5,000",2006
"DeWine, Mike (R-OH)",Senate,"$5,000",2006
"Thomas, Bill (R-CA)",House,"$5,000",2006
"Blunt, Roy (R-MO)",House,"$4,500",2006
"Eshoo, Anna (D-CA)",House,"$4,500",2006
"Nelson, Ben (D-NE)",Senate,"$4,500",2006
"Skelton, Ike (D-MO)",House,"$4,500",2006
"Cantwell, Maria (D-WA)",Senate,"$4,250",2006
"McCain, John (R-AZ)",Senate,"$4,200",2006
"Dreier, David (R-CA)",House,"$4,000",2006
"Hoyer, Steny H (D-MD)",House,"$4,000",2006
"Knollenberg, Joe (R-MI)",House,"$4,000",2006
"Kyl, Jon (R-AZ)",Senate,"$4,000",2006
"Lewis, Jerry (R-CA)",House,"$4,000",2006
"McCrery, Jim (R-LA)",House,"$4,000",2006
"Pombo, Richard W (R-CA)",House,"$4,000",2006
"Shaw, E Clay Jr (R-FL)",House,"$4,000",2006
"Walden, Greg (R-OR)",House,"$4,000",2006
"Barton, Joe (R-TX)",House,"$3,500",2006
"Bingaman, Jeff (D-NM)",Senate,"$3,500",2006
"Goodlatte, Bob (R-VA)",House,"$3,500",2006
"Meeks, Gregory W (D-NY)",House,"$3,500",2006
"Pelosi, Nancy (D-CA)",House,"$3,500",2006
"Burns, Conrad (R-MT)",Senate,"$3,000",2006
"Cannon, Chris (R-UT)",House,"$3,000",2006
"Edwards, Chet (D-TX)",House,"$3,000",2006
"Lofgren, Zoe (D-CA)",House,"$3,000",2006
"Matsui, Doris O (D-CA)",House,"$3,000",2006
"Pence, Mike (R-IN)",House,"$3,000",2006
"Rodgers, Cathy McMorris (R-WA)",House,"$3,000",2006
"Ford, Harold E Jr (D-TN)",House,"$2,850",2006
"Hodes, Paul W (D-NH)",House,"$2,750",2006
"Berman, Howard L (D-CA)",House,"$2,500",2006
"Dicks, Norm (D-WA)",House,"$2,500",2006
"Leahy, Patrick (D-VT)",Senate,"$2,500",2006
"Lungren, Dan (R-CA)",House,"$2,500",2006
"Matheson, Jim (D-UT)",House,"$2,500",2006
"McCaul, Michael (R-TX)",House,"$2,500",2006
"Murtha, John P (D-PA)",House,"$2,500",2006
"Shadegg, John (R-AZ)",House,"$2,500",2006
"Johnson, Sam (R-TX)",House,"$2,350",2006
"Honda, Mike (D-CA)",House,"$2,250",2006
"Miller, Harris N (D-VA)",Senate,"$2,250",2006
"Musgrave, Marilyn (R-CO)",House,"$2,250",2006
"Sessions, Pete (R-TX)",House,"$2,250",2006
"Webb, Jim (D-VA)",Senate,"$2,250",2006
"Wolf, Frank (R-VA)",House,"$2,250",2006
"Davis, Geoff (R-KY)",House,"$2,100",2006
"Reichert, Dave (R-WA)",House,"$2,100",2006
"Bennett, Robert F (R-UT)",Senate,"$2,000",2006
"Bonilla, Henry (R-TX)",House,"$2,000",2006
"Boucher, Rick (D-VA)",House,"$2,000",2006
"Cardin, Ben (D-MD)",House,"$2,000",2006
"Casey, Bob (D-PA)",Senate,"$2,000",2006
"Castle, Michael N (R-DE)",House,"$2,000",2006
"Harman, Jane (D-CA)",House,"$2,000",2006
"Hobson, Dave (R-OH)",House,"$2,000",2006
"Hooley, Darlene (D-OR)",House,"$2,000",2006
"Issa, Darrell (R-CA)",House,"$2,000",2006
"Levin, Sander (D-MI)",House,"$2,000",2006
"McCarthy, Kevin (R-CA)",House,"$2,000",2006
"Obey, David R (D-WI)",House,"$2,000",2006
"Rangel, Charles B (D-NY)",House,"$2,000",2006
"Reynolds, Tom (R-NY)",House,"$2,000",2006
"Schiff, Adam (D-CA)",House,"$2,000",2006
"Smith, Adam (D-WA)",House,"$2,000",2006
"Smith, Lamar (R-TX)",House,"$2,000",2006
"Spratt, John M Jr (D-SC)",House,"$2,000",2006
"Upton, Fred (R-MI)",House,"$2,000",2006
"Walsh, James T (R-NY)",House,"$2,000",2006
"Radnofsky, Barbara Ann (D-TX)",Senate,"$1,950",2006
"McNerney, Jerry (D-CA)",House,"$1,750",2006
"Barrow, John (D-GA)",House,"$1,500",2006
