Recipient,Office,Contributions(Total),Cycle
"D'Amato, Alfonse M (R-NY)",Senate,"$4,000",1998
"Price, David (D-NC)",House,"$2,950",1998
"Stabenow, Debbie (D-MI)",House,"$2,615",1998
"Lowey, Nita M (D-NY)",House,"$2,500",1998
"Baesler, Scotty (D-KY)",House,"$2,000",1998
"Gutknecht, Gil (R-MN)",House,"$2,000",1998
"Scorsone, Ernesto (D-KY)",House,"$1,850",1998
"Cammermeyer, Margarethe (D-WA)",House,"$1,800",1998
"Braun, Carol Moseley (D-IL)",Senate,"$1,750",1998
"Boxer, Barbara (D-CA)",Senate,"$1,700",1998
"Ford, Barry Dwayne (D-NY)",House,"$1,550",1998
"Bond, Christopher ""Kit"" (R-MO)",Senate,"$1,500",1998
"Casey, Patrick (D-PA)",House,"$1,500",1998
"Didrickson, Loleta (R-IL)",Senate,"$1,500",1998
"Leahy, Patrick (D-VT)",Senate,"$1,500",1998
"Coverdell, Paul (R-GA)",Senate,"$1,300",1998
"DeGette, Diana (D-CO)",House,"$1,250",1998
"Dreier, David (R-CA)",House,"$1,250",1998
"Etheridge, Bob (D-NC)",House,"$1,250",1998
"Ferraro, Geraldine A (D-NY)",Senate,"$1,250",1998
"Nickles, Don (R-OK)",Senate,"$1,250",1998
"Watt, Melvin L (D-NC)",House,"$1,250",1998
"Boehner, John (R-OH)",House,"$1,000",1998
"Bordewich, Jean Parvin (D-NY)",House,"$1,000",1998
"Feldman, Daniel (D-NY)",House,"$1,000",1998
"Fong, Matt (R-CA)",Senate,"$1,000",1998
"Neas, Ralph G (D-MD)",House,"$1,000",1998
"Shays, Christopher (R-CT)",House,"$1,000",1998
"Visclosky, Pete (D-IN)",House,"$1,000",1998
"Voinovich, George V (R-OH)",Senate,"$1,000",1998
"Kelleher, Carrie (R-TX)",House,$999,1998
"Bunning, Jim (R-KY)",House,$950,1998
"Lamm, Dorothy V (D-CO)",Senate,$950,1998
"McCain, John (R-AZ)",Senate,$850,1998
"Fletcher, Ernie (R-KY)",House,$800,1998
"Daschle, Tom (D-SD)",Senate,$750,1998
"Feiner, Paul J (D-NY)",House,$750,1998
"Murray, Patty (D-WA)",Senate,$750,1998
"Paul, Ron (R-TX)",House,$750,1998
